dcateCd,mcateCd,mcateNm,scateCd,scateNm,dcateNm,lcateCd,lcateNm,avgOrderInterval,moreThan1,moreThan2
233120305,233120000,휴대폰/액세서리,233120300,휴대폰/태블릿 액세서리,보호필름/스티커,233000000,디지털/가전,28.463120977655652,151766,26322
244030902,244030000,트랜드,244030900,헤어 악세서리/가발,헤어악세사리,244000000,잡화,30.84264705882353,112823,15620
243010103,243010000,남성의류,243010100,상의,니트/스웨터,243000000,의류/소호,12.326737451737452,18943,2260
4100077,2100003,즉석조리식품,3100012,만두/피자/핫도그,왕만두/손만두,1100000,가공식품,24.52542372881356,1369,118
4102609,2100082,과일/견과,3100480,견과류,밤/땅콩,1100014,신선식품,21.2070796460177,5497,659
4100122,2100005,통조림/식용유/잼,3100019,통조림/캔,참치캔,1100000,가공식품,34.817763460653474,23796,4831
239010703,239010000,스포츠 신발,239010700,샌들/슬리퍼/아쿠아슈즈,아쿠아슈즈,239000000,스포츠패션,10.758206565252202,25893,2282
4103619,2100106,생활용품,3100642,주방소모품/위생용품,고무장갑,1100026,세제/구강,34.94827586206897,1770,190
237020501,237020000,문구/사무용품,237020500,파일/사무용품,가위/칼/풀,237000000,생활/주방,30.74074074074074,1975,128
4103368,2100097,자동차/오토바이용품,3100606,차량용 인테리어 용품,스티커/엠블럼,1100018,자동차/공구,7.923076923076923,739,62
4100836,2100018,안마용품,3100168,핫팩/찜질팩/온열기,찜질기/온열기,1100003,건강/의료용품,10.829787234042554,2318,180
4102244,2100069,골프,3100410,골프 필드용품,헤드커버/아이언커버,1100013,스포츠/레저용품,14.333333333333334,289,42
233110101,233110000,태블릿/음향기기,233110100,MP3/PMP,MP3,233000000,디지털/가전,22.176470588235293,538,28
4103149,2100093,육아용품,3100567,유아 치약/칫솔/구강용품,이외 유아 구강용품,1100017,유아동/출산/완구,35.8,255,9
4104604,2100148,지갑/벨트,3100823,여성 지갑,장지갑,1100023,패션 신발/잡화,16.25,160,13
233080123,233080000,주방가전,233080100,주방가전,커피메이커/머신,233000000,디지털/가전,21.292035398230087,3473,180
238030301,238030000,구기/라켓스포츠,238030300,라켓스포츠,라켓스포츠 기타,238000000,스포츠/자동차,7.269230769230769,596,18
4101414,2100038,트렌드-슬리밍/다이어트,3100269,트렌드-바디 슬리밍,바디슬리밍 패치,1100007,미용,20.4,41,14
4101334,2100035,휴대폰/액세서리,3100254,휴대폰 주변기기,위치추적기,1100006,디지털/휴대폰/카메라,4.0,9,1
4100807,2100017,실버/의료용품,3100164,실버용품,지팡이,1100003,건강/의료용품,11.11111111111111,210,13
4102868,2100088,트렌드 잠옷/홈웨어,3100515,남성 잠옷/내의,발열 내의,1100015,언더웨어,3.375,258,32
4100288,2100008,조명/인테리어,3100049,캔들/디퓨져,포푸리/인센스/콘향,1100001,가구/침구/인테리어,3.0,35,4
4105641,2100046,강아지용품,3100300,강아지 목욕/미용용품,드라이기/타올,1100009,반려동물용품,2.473684210526316,170,20
4104924,2100157,트렌드-향수,3100869,트렌드-향수,섬유 향수,1100025,향수,16.2,96,4
4104289,2100135,모니터,3100756,LCD 모니터,이외 브랜드,1100022,컴퓨터/태블릿,9.285714285714286,244,13
4103688,2100108,청소세탁용품,3100651,청소도구/크리너,물호스/청소호스,1100019,주방/욕실/생활용품,3.0,361,14
4102568,2100078,휘트니스/요가,3100472,요가/필라테스 용품,필라테스,1100013,스포츠/레저용품,14.0,278,11
4101199,2100032,음향기기,3100224,스피커 액세서리,스피커 연결잭/케이블,1100006,디지털/휴대폰/카메라,33.0,64,4
238020105,238020000,공구/산업자재,238020100,공구/산업자재,배관/밸브/피팅,238000000,스포츠/자동차,17.5,119,5
232062503,232060000,일반도서,232062500,육아/자녀교육,육아,232000000,도서/교육,18.75,273,9
4103997,2100121,문구/사무용품,3100705,칠판보드/게시판,스케줄보드/코르크판/게시판,1100020,취미/문구/놀이,8.8,232,10
4103807,2100113,블록/교육/퍼즐,3100673,자연/과학 완구,과학상자/실험도구,1100020,취미/문구/놀이,32.0,100,11
4102903,2100089,아동신발/잡화,3100522,유아동 모자/장갑/양말,썬캡/플랩캡,1100016,유아동 패션,6.0,100,11
241030303,241030000,출산/유아용품,241030300,수유용품,이유식용품,241000000,유아동/출산,30.873639560194228,78626,16393
4103020,2100091,기저귀,3100541,이외 기저귀,페넬로페/러비아/베이비슈,1100017,유아동/출산/완구,29.052867383512545,4545,1073
233020131,233020000,계절가전,233020100,계절가전,전기히터,233000000,디지털/가전,11.634328358208956,8605,589
244010801,244010000,국내브랜드,244010800,패션잡화,넥타이/손수건,244000000,잡화,16.616984402079723,7840,791
244020701,244020000,해외브랜드,244020700,지갑/벨트,벨트,244000000,잡화,10.109243697478991,4253,246
235010102,235010000,남성 정장,235010100,상의,니트/스웨터,235000000,브랜드패션,19.23076923076923,2839,204
4103132,2100093,육아용품,3100565,유아 안전용품,안전문,1100017,유아동/출산/완구,6.766666666666667,585,122
4103084,2100093,육아용품,3100557,아기띠/외출용품,슬링/핸드시트,1100017,유아동/출산/완구,4.0,21,2
4101520,2100043,바디케어/워시/제모,3100289,청결제,여성 청결제,1100008,바디/헤어,35.65714285714286,1754,56
239020306,239020000,스포츠 의류,239020300,남성 티셔츠/상의,집업 티셔츠,239000000,스포츠패션,14.152542372881356,2263,178
4104970,2100161,주방세제/세정제,3100877,주거세정제/청소세제,락스/살균소독제,1100026,세제/구강,36.06521739130435,1661,146
4103644,2100107,주방용품,3100644,주방수납 용품,프라이팬 정리대,1100019,주방/욕실/생활용품,17.571428571428573,529,23
4105270,2100025,국내도서,3100192,소설/시/희곡,스릴러/추리/호러소설,1100005,도서/교육/음반,13.3,170,31
4103152,2100093,육아용품,3100568,이외 육아용품,탯줄도장,1100017,유아동/출산/완구,5.0,172,37
4100417,2100009,계절가전,3100074,에어컨 부품,실외기 커버/바람막이,1100002,가전,10.333333333333334,293,15
4104589,2100147,여성화,3100820,여성 하이힐,웨지힐,1100023,패션 신발/잡화,8.666666666666666,72,3
4103524,2100103,시즌주방용품,3100630,보온/보냉용품,보온/보냉 주전자,1100019,주방/욕실/생활용품,11.5,231,17
4103613,2100106,생활용품,3100641,일회용품,일회용 나무젓가락/수저,1100026,세제/구강,30.0,160,18
4102644,2100082,과일/견과,3100482,과일바구니/세트,혼합과일세트,1100014,신선식품,1.5,29,2
4100562,2100189,생활가전,3100109,미싱/재봉틀,미니 미싱/재봉틀,1100002,가전,1.0,114,2
4100650,2100013,주방가전,3100131,믹서기/핸드블랜더,거품/반죽기,1100002,가전,6.5,269,4
4100406,2100009,계절가전,3100071,스탠드/타워형 선풍기,4엽(16인치) 선풍기,1100002,가전,1.0,106,3
241030302,241030000,출산/유아용품,241030300,수유용품,분유수유용품,241000000,유아동/출산,27.763615023474177,22843,4727
243020401,243020000,언더웨어/잠옷,243020400,주니어 속옷,주니어/학생속옷,243000000,의류/소호,28.832025117739402,9800,855
235010104,235010000,남성 정장,235010100,상의,셔츠/남방,235000000,브랜드패션,18.839294229852168,13711,2453
4103559,2100104,욕실목욕용품,3100634,욕실/목욕 소품,비누받침,1100019,주방/욕실/생활용품,7.9655172413793105,820,71
231040101,231040000,애완용품,231040100,고양이용품,고양이 간식/영양제,231000000,가구/홈/데코,29.60178117048346,15135,4569
237050505,237050000,주방용품,237050500,쿡웨어,주전자,237000000,생활/주방,16.369791666666668,5716,290
243010109,243010000,남성의류,243010100,상의,조끼/베스트,243000000,의류/소호,11.64896755162242,12761,1036
4101173,2100031,게임기/게임타이틀,3100218,게임 타이틀,PC게임,1100006,디지털/휴대폰/카메라,1.0,183,4
4104995,2100162,칫솔/면도/비누,3100881,치약/구강청결제,일반 치약,1100026,세제/구강,28.16304347826087,5158,210
4100543,2100189,생활가전,3100105,다리미/보풀제거기,보풀제거기,1100002,가전,17.88888888888889,1845,61
4100434,2100009,계절가전,3100079,전기매트,싱글(소형)-1인용,1100002,가전,10.934065934065934,3414,216
239010504,239010000,스포츠 신발,239010500,런닝화/운동화,마라톤화,239000000,스포츠패션,9.067567567567568,656,93
4104752,2100152,남성 의류,3100846,남성 티셔츠,민소매 티셔츠,1100024,패션 의류,10.115384615384615,478,65
238050301,238050000,자동차/오토바이용품,238050300,정비/장착/튜닝,정비/장착서비스,238000000,스포츠/자동차,24.625,645,22
4101924,2100061,남성 스포츠/아웃도어 의류,3100364,남성 골프의류,골프 니트/조끼/스웨터,1100011,브랜드 의류,2.2857142857142856,120,16
4103521,2100102,수납/정리용품,3100629,행거,이동식 행거,1100019,주방/욕실/생활용품,13.19047619047619,1761,104
4100090,2100003,즉석조리식품,3100014,즉석밥/카레/죽,짜장/카레/덮밥소스,1100000,가공식품,25.96551724137931,1120,202
244010806,244010000,국내브랜드,244010800,패션잡화,브로치,244000000,잡화,11.583333333333334,258,13
4103881,2100120,꽃/원예/이벤트용품,3100685,꽃배달 서비스,꽃다발/꽃바구니,1100020,취미/문구/놀이,17.666666666666668,457,25
4103073,2100093,육아용품,3100555,모유수유 용품,수유패드/수유가리개,1100017,유아동/출산/완구,46.0,302,13
4100722,2100013,주방가전,3100149,홈베이킹/토스터기,제빵기/제과기,1100002,가전,3.0,158,6
4100385,2100009,계절가전,3100067,벽걸이 에어컨,삼성,1100002,가전,5.0,170,20
4104445,2100142,스포츠/아웃도어 잡화,3100797,스포츠 액세서리,손목 밴드/아대,1100023,패션 신발/잡화,16.333333333333332,118,8
4100575,2100189,생활가전,3100111,스팀/물걸레/침구 청소기,좋은생활지웰,1100002,가전,23.944444444444443,436,18
4104220,2100131,네트워크/보안,3100743,공유기/AP,디링크,1100022,컴퓨터/태블릿,1.0,51,1
4103258,2100095,공구/설비/자재,3100586,전기용품,이외 전기용품,1100018,자동차/공구,10.285714285714286,279,35
4101826,2100057,여성화,3100348,여성 샌들,스트랩 샌들,1100010,브랜드 신발/잡화,10.0,49,4
4101057,2100025,국내도서,3100202,패션/뷰티/취미 도서,스토쿠/낱말퍼즐,1100005,도서/교육/음반,14.0,124,22
4105054,2100165,국내-색조화장품,3100892,국내-아이메이크업,눈썹마스카라/눈썹타투,1100027,화장품,52.0,130,6
4102497,2100077,캠핑/낚시,3100461,캠핑 랜턴/소품,야전삽,1100013,스포츠/레저용품,21.0,35,2
4101447,2100039,트렌드-이미용소품/네일케어,3100274,트렌드-헤어 소품,헤어롤/구르프,1100007,미용,28.0,262,8
4101179,2100031,게임기/게임타이틀,3100219,게임 패드/액세서리,레이싱휠,1100006,디지털/휴대폰/카메라,17.0,41,3
242020106,242020000,유아동의류,242020100,유아동의류,아동스포츠의류,242000000,유아동패션/완구,23.185349322210637,27048,5011
238040201,238040000,블랙박스/네비게이션,238040200,블랙박스,블랙박스,238000000,스포츠/자동차,13.408163265306122,2703,216
231050302,231050000,조명/인테리어,231050300,홈리뉴얼,벽지,231000000,가구/홈/데코,12.576839826839826,9873,2032
4103632,2100106,생활용품,3100642,주방소모품/위생용품,행주/수세미/병솔,1100026,세제/구강,26.76086956521739,1857,148
235020101,235020000,남성 캐주얼,235020100,상의,가디건,235000000,브랜드패션,4.54054054054054,1707,226
244010607,244010000,국내브랜드,244010600,쥬얼리,팔찌/발찌,244000000,잡화,14.368852459016393,2763,263
4100144,2100006,가구/DIY/시공,3100024,렌지대/주방수납장,이외 주방 수납장,1100001,가구/침구/인테리어,7.863636363636363,743,73
4103037,2100092,분유/영유아식/간식,3100545,매일 분유,앱솔루트 궁,1100017,유아동/출산/완구,28.604938271604937,976,155
4101880,2100060,패션 잡화/소품,3100358,모자,비니,1100010,브랜드 신발/잡화,3.0,189,13
4100072,2100002,조미료/소스/설탕,3100011,양념,와사비/겨자,1100000,가공식품,45.23076923076923,189,22
4100326,2100007,침구/커튼,3100056,카페트/러그,발 매트,1100001,가구/침구/인테리어,8.09375,888,93
4104380,2100139,컴퓨터 주변기기/용품,3100782,PC 타블렛/펜마우스,PC 타블렛,1100022,컴퓨터/태블릿,8.88888888888889,660,24
4100912,2100021,영양제/비타민/건강환,3100179,유아/어린이 건강식품,이외 유아/어린이 영양제,1100004,건강식품/다이어트,28.75,1977,294
4101189,2100032,음향기기,3100222,라디오/MP3/CDP,CD 플레이어,1100006,디지털/휴대폰/카메라,21.0,1582,82
4102328,2100071,등산/암벽,3100424,등산/산악 용품,이외 등산용품,1100013,스포츠/레저용품,5.518518518518518,1215,80
233070103,233070000,저장장치,233070100,저장장치,SSD,233000000,디지털/가전,17.041666666666668,781,33
4102905,2100089,아동신발/잡화,3100522,유아동 모자/장갑/양말,여아 스타킹/타이즈,1100016,유아동 패션,6.166666666666667,727,94
238030101,238030000,구기/라켓스포츠,238030100,경기용품,심판용품,238000000,스포츠/자동차,2.0,135,11
4102554,2100078,휘트니스/요가,3100470,근력/웨이트기구,아령,1100013,스포츠/레저용품,15.176470588235293,536,44
4102855,2100087,트렌드 여성 언더웨어,3100512,여성 브라팬티 세트,주니어 브라 세트,1100015,언더웨어,7.0,132,5
4103961,2100121,문구/사무용품,3100698,명함/상장/트로피,명함/명패 제작,1100020,취미/문구/놀이,9.75,46,6
4104795,2100153,여성 스포츠/아웃도어 의류,3100853,여성 스포츠/트레이닝복,반바지/7부바지,1100024,패션 의류,5.5,207,19
4103431,2100099,가정생활잡화,3100616,모기장/방충망,창문 방충망,1100019,주방/욕실/생활용품,14.2,155,12
4101690,2100051,가방,3100323,남성/공용 가방,서류가방,1100010,브랜드 신발/잡화,1.0,57,2
4104742,2100152,남성 의류,3100845,남성 캐주얼 자켓/코트,무스탕 자켓,1100024,패션 의류,1.0,34,4
4100467,2100010,대형가전,3100087,OLED TV,중소기업 TV,1100002,가전,1.0,6,1
239020305,239020000,스포츠 의류,239020300,남성 티셔츠/상의,반팔 티셔츠,239000000,스포츠패션,18.27992518703242,20969,2556
244030205,244030000,트랜드,244030200,남성화,실내화/슬리퍼,244000000,잡화,22.242919389978212,54045,4850
4104146,2100126,생수/음료,3100729,생수/탄산수,탄산수,1100021,커피/음료,34.32394366197183,1144,117
4104736,2100152,남성 의류,3100844,남성 캐주얼 바지/팬츠,밴딩 팬츠,1100024,패션 의류,8.793814432989691,2042,225
4103008,2100091,기저귀,3100539,마미포코/토디앙,이외 마미포코/토디앙,1100017,유아동/출산/완구,32.336481700118064,6643,1508
4102600,2100079,가공육/양념육류,3100479,축산가공육,곱창/막창,1100014,신선식품,14.658256880733944,4860,1856
4102744,2100080,쌀/잡곡,3100494,콩/잡곡,혼합곡,1100014,신선식품,26.625,663,93
4101071,2100026,유아동/청소년도서,3100203,그림책/학습/놀이책,이외 그림책/학습/놀이책,1100005,도서/교육/음반,22.795454545454547,4362,1148
4100458,2100009,계절가전,3100085,해충/모기퇴치기,램프형 해충/모기퇴치기,1100002,가전,10.217391304347826,607,36
4100919,2100021,영양제/비타민/건강환,3100181,환자식/영양보충식,뉴케어,1100004,건강식품/다이어트,25.44776119402985,496,92
4103127,2100093,육아용품,3100564,유아 식기/이유식 용품,이유식 용기,1100017,유아동/출산/완구,18.5,2390,343
4100764,2100015,건강관리용품,3100157,재활용품/보호대,손목/팔 보호대,1100003,건강/의료용품,10.03448275862069,599,62
235060104,235060000,해외브랜드,235060100,상의,셔츠/남방,235000000,브랜드패션,1.0,64,5
4103781,2100186,블록/교육/퍼즐,3100959,미술/점토놀이,찰흙/점토놀이,1100017,유아동/출산/완구,30.11111111111111,318,19
4102836,2100086,트렌드 남성 언더웨어,3100508,남성 팬티/트렁크,트렁크,1100015,언더웨어,11.8,1213,113
4104178,2100128,차/티백/분말,3100735,차음료/전통음료,녹차/홍차음료,1100021,커피/음료,35.411764705882355,365,32
4100141,2100006,가구/DIY/시공,3100023,거실장/거실가구,장식장/진열장,1100001,가구/침구/인테리어,9.368421052631579,568,51
4104724,2100152,남성 의류,3100843,남성 청바지/데님 팬츠,스키니진,1100024,패션 의류,6.857142857142857,83,10
4105132,2100170,트렌드-클렌징/선블록,3100905,트렌드-클렌저/필링,폼 클렌저,1100027,화장품,17.333333333333332,702,35
4102397,2100075,스포츠 액세서리/안전용품,3100443,스포츠테이프/보호대,허리보호대,1100013,스포츠/레저용품,12.352941176470589,382,14
4100381,2100009,계절가전,3100066,멀티 에어컨,위니아,1100002,가전,2.0,54,3
4102703,2100084,생선/건해산물,3100490,생선,연어/훈제연어,1100014,신선식품,21.2,189,20
4100595,2100189,생활가전,3100116,전화기/무전기,사무용/발신자표시 전화기,1100002,가전,6.25,186,10
4102976,2100090,유아동의류,3100519,영유아 내의/속옷,신생아 외투/방한우주복,1100016,유아동 패션,3.642857142857143,549,51
4103277,2100095,공구/설비/자재,3100589,측정공구,산업용 줄자,1100018,자동차/공구,17.5,81,10
4105003,2100162,칫솔/면도/비누,3100883,핸드워시,손소독제,1100026,세제/구강,13.5,179,6
4104132,2100125,악기/악기용품,3100728,피아노/건반악기,그랜드 피아노,1100020,취미/문구/놀이,2.0,4,1
4102919,2100089,아동신발/잡화,3100520,유아동 수영/스포츠잡화,스키/보드 장갑,1100016,유아동 패션,9.0,60,4
4101772,2100056,시계/쥬얼리,3100340,목걸이/브로치,실버(은) 목걸이,1100010,브랜드 신발/잡화,2.0,37,1
4100442,2100009,계절가전,3100081,전기요,퀸(대형)-3인용,1100002,가전,12.0,153,8
4105664,2100121,문구/사무용품,3100700,사무기기,제본기,1100020,취미/문구/놀이,28.0,15,3
4102924,2100089,아동신발/잡화,3100526,유아동 운동화/실내화,아쿠아슈즈/젤리슈즈,1100016,유아동 패션,3.6875,391,26
4100367,2100009,계절가전,3100064,기능성 선풍기,써큘레이터,1100002,가전,4.025,1981,155
4100163,2100006,가구/DIY/시공,3100028,서랍장/수납장,목재/원목 서랍장,1100001,가구/침구/인테리어,8.36111111111111,5414,655
4104321,2100136,저장장치/USB,3100765,공CD/공DVD,CD수납/이외용품,1100022,컴퓨터/태블릿,12.8,366,22
4102597,2100079,가공육/양념육류,3100478,양념육류,양념 소고기/불고기,1100014,신선식품,20.62962962962963,985,53
4104433,2100141,프린터/복합기,3100793,잉크/토너,정품 잉크,1100022,컴퓨터/태블릿,34.48039215686274,2143,488
4103551,2100104,욕실목욕용품,3100633,수건/타월/샤워볼,샤워볼/샤워타월,1100019,주방/욕실/생활용품,2.4166666666666665,651,47
4103843,2100187,인형/역할놀이,3100679,역할놀이 완구,이외 역할놀이 완구,1100017,유아동/출산/완구,14.953125,5047,376
4103841,2100187,인형/역할놀이,3100679,역할놀이 완구,소꿉놀이/엄마놀이,1100017,유아동/출산/완구,12.0,1579,122
4105075,2100167,트렌드-기초케어/팩,3100896,트렌드-미백/기능성 크림,주름/안티에이징 크림,1100027,화장품,32.54545454545455,260,10
4103282,2100096,블랙박스/네비게이션/보조기기,3100590,네비게이션,3D 네비게이션,1100018,자동차/공구,7.2727272727272725,249,19
4103909,2100120,꽃/원예/이벤트용품,3100690,원예/화분,이외 원예/화분,1100020,취미/문구/놀이,6.0,210,16
4101677,2100049,반려동물 공용품,3100319,반려동물 캐리어/울타리,하드 캐리어,1100009,반려동물용품,3.0,112,3
4102026,2100063,여성 스포츠/아웃도어 의류,3100379,여성 골프의류,골프 티셔츠,1100011,브랜드 의류,13.5,187,31
233030204,233030000,노트북/데스크탑,233030200,노트북 액세서리,노트북 주변기기,233000000,디지털/가전,10.236842105263158,806,67
4104816,2100154,여성 의류,3100855,여성 니트/스웨터/가디건,폴라 니트,1100024,패션 의류,9.1,606,46
4102144,2100064,여성 의류,3100393,여성 티셔츠,터틀넥/폴라 티셔츠,1100011,브랜드 의류,6.904761904761905,307,40
4102031,2100063,여성 스포츠/아웃도어 의류,3100380,여성 등산복,바람막이/방수자켓,1100011,브랜드 의류,2.6666666666666665,90,7
4103839,2100187,인형/역할놀이,3100679,역할놀이 완구,마트놀이/유아쇼핑카트,1100017,유아동/출산/완구,2.5,314,11
4105383,2100180,중고 국내도서,3100970,소설/시/희곡,한국 소설,1100005,도서/교육/음반,16.4,89,30
233010202,233010000,건강가전,233010200,건강관리용품,다이어트/몸매,233000000,디지털/가전,4.0,262,9
240010202,240010000,가공/즉석식품,240010200,라면/면류,라면/컵라면,240000000,식품/건강,36.712496796788244,180147,43084
231050104,231050000,조명/인테리어,231050100,인테리어장식,액자,231000000,가구/홈/데코,15.799373040752352,6796,893
4102982,2100090,유아동의류,3100533,유아동 내의/속옷/잠옷,팬티,1100016,유아동 패션,20.951923076923077,7335,1933
241010105,241010000,기저귀/분유,241010100,기저귀,보솜이/베비오닉,241000000,유아동/출산,32.821951219512194,12940,3450
4102661,2100083,김치/반찬,3100485,김치,깍두기/총각/열무김치,1100014,신선식품,21.8046875,1136,141
4101350,2100035,휴대폰/액세서리,3100257,휴대폰 케이블/젠더,마이크로 5핀,1100006,디지털/휴대폰/카메라,30.62645011600928,9385,1738
4100864,2100020,다이어트/보조식품,3100172,다이어트/헬스 보조식품,레몬/디톡스 다이어트,1100004,건강식품/다이어트,18.44516129032258,2430,243
4104344,2100136,저장장치/USB,3100769,외장하드,씨게이트,1100022,컴퓨터/태블릿,19.785714285714285,578,30
4103546,2100104,욕실목욕용품,3100632,샤워기/수전,코브라/주방수전,1100019,주방/욕실/생활용품,11.217391304347826,778,90
235050301,235050000,유니섹스,235050300,테마의류,수영복/비치웨어,235000000,브랜드패션,5.828571428571428,844,73
4105601,2100029,해외원서,3100997,유아/어린이,ELT/교과서/코스북,1100005,도서/교육/음반,25.545454545454547,169,37
238080101,238080000,휘트니스/수영,238080100,격투스포츠,검도,238000000,스포츠/자동차,7.6,94,9
4104780,2100153,여성 스포츠/아웃도어 의류,3100851,여성 수영복/래쉬가드/비치웨어,래쉬가드 상의,1100024,패션 의류,2.6666666666666665,560,40
4102819,2100085,채소/두부/나물,3100505,양배추/상추/잎줄기채소,샐러리/케일/녹즙채소,1100014,신선식품,12.444444444444445,110,6
4105577,2100028,학습/수험서,3100209,IT/컴퓨터/모바일,컴퓨터공학,1100005,도서/교육/음반,16.125,70,9
4103125,2100093,육아용품,3100564,유아 식기/이유식 용품,연습용 젓가락,1100017,유아동/출산/완구,22.57894736842105,1874,500
4100341,2100007,침구/커튼,3100058,쿠션/방석,쿠션/쿠션커버,1100001,가구/침구/인테리어,4.818181818181818,509,58
4102718,2100084,생선/건해산물,3100491,해산물/어패류,이외 해산/어패류,1100014,신선식품,8.435897435897436,742,54
4104476,2100144,남성화,3100802,남성 부츠/워커,워커,1100023,패션 신발/잡화,8.4,452,22
4100197,2100006,가구/DIY/시공,3100033,옷장/붙박이장,이외 옷장,1100001,가구/침구/인테리어,9.11111111111111,636,27
4105215,2100186,블록/교육/퍼즐,3100958,퍼즐/블록,유아퍼즐,1100017,유아동/출산/완구,12.333333333333334,555,65
4103284,2100096,블랙박스/네비게이션/보조기기,3100591,네비게이션 액세서리,네비게이션 거치대,1100018,자동차/공구,4.428571428571429,227,11
4100811,2100017,실버/의료용품,3100165,의약외품/구급함,멸균거즈/멸균안대,1100003,건강/의료용품,15.333333333333334,54,5
4104744,2100152,남성 의류,3100845,남성 캐주얼 자켓/코트,울코트,1100024,패션 의류,10.4,151,14
4101151,2100028,학습/수험서,3100214,중등학습/참고서/교과서,수학 교과서/문제집,1100005,도서/교육/음반,36.0,241,47
4104328,2100136,저장장치/USB,3100767,노트북 HDD,1TB,1100022,컴퓨터/태블릿,1.3333333333333333,101,6
239020903,239020000,스포츠 의류,239020900,여성 조끼/베스트,패딩 조끼,239000000,스포츠패션,4.571428571428571,186,23
4103079,2100093,육아용품,3100556,분유수유 용품,일회용 젖병,1100017,유아동/출산/완구,6.8,174,38
4103758,2100185,물놀이/스포츠 완구,3100927,물놀이 용품,비치볼,1100017,유아동/출산/완구,7.0,42,2
241020104,241020000,물티슈,241020100,물티슈,물티슈 기타,241000000,유아동/출산,40.65494974915973,369579,95575
239020603,239020000,스포츠 의류,239020600,수영복,래쉬가드,239000000,스포츠패션,12.135865595325054,20548,2630
4103063,2100092,분유/영유아식/간식,3100552,일동후디스 분유,프리미엄 산양분유,1100017,유아동/출산/완구,30.915770609318997,3165,1340
238050204,238050000,자동차/오토바이용품,238050200,내외장용품,차량용안전/편의용품,238000000,스포츠/자동차,28.163540445486518,56225,6022
234010103,234010000,국내브랜드,234010100,기초화장품,에센스/앰플,234000000,뷰티,29.078544614496103,41648,4163
4104199,2100129,커피/코코아,3100738,캡슐/티백커피,돌체구스토 캡슐,1100021,커피/음료,40.10144927536232,2809,1044
233080118,233080000,주방가전,233080100,주방가전,전기포트,233000000,디지털/가전,20.377805486284288,23526,1311
4103006,2100091,기저귀,3100539,마미포코/토디앙,마미포코 360핏 팬티,1100017,유아동/출산/완구,34.89605263157895,6419,1475
4103567,2100104,욕실목욕용품,3100635,욕실보수/청소 용품,배수구캡/트랩,1100019,주방/욕실/생활용품,11.916666666666666,1531,146
238080201,238080000,휘트니스/수영,238080200,수영,물놀이용품,238000000,스포츠/자동차,9.924471299093655,28059,3417
4102033,2100063,여성 스포츠/아웃도어 의류,3100381,여성 수영복/래쉬가드/비치웨어,래쉬가드 세트,1100011,브랜드 의류,6.583333333333333,310,24
4103624,2100106,생활용품,3100642,주방소모품/위생용품,앞치마,1100026,세제/구강,11.875,1269,106
4102879,2100088,잠옷/홈웨어,3100517,여성 잠옷/내의,여성 런닝/끈나시,1100015,언더웨어,15.6,674,98
4102720,2100084,생선/건해산물,3100491,해산물/어패류,조개류/조개관자,1100014,신선식품,11.418604651162791,250,31
235040404,235040000,여성 캐주얼,235040400,하의,스커트/치마,235000000,브랜드패션,3.6875,808,125
4104270,2100134,데스크탑,3100754,올인원/일체형PC,Apple,1100022,컴퓨터/태블릿,12.290322580645162,158,66
4100256,2100008,조명/인테리어,3100044,샹들리에/조명등기구,샹들리에,1100001,가구/침구/인테리어,18.5,13,1
239030403,239030000,스포츠 잡화,239030400,스포츠 모자,썬캡,239000000,스포츠패션,7.0,499,21
4100584,2100011,이미용가전,3100113,전기 제모기,코털제거기,1100002,가전,4.473684210526316,1556,29
232051001,232050000,유아동도서,232051000,학습만화,과학/수학,232000000,도서/교육,24.235294117647058,213,20
4100877,2100020,다이어트/보조식품,3100173,미용 보조식품/영양제,히알루론산,1100004,건강식품/다이어트,19.2,242,13
4100858,2100020,다이어트/보조식품,3100171,다이어트/미용 음료,다이어트 커피,1100004,건강식품/다이어트,28.5,141,16
4105596,2100028,학습/수험서,3100215,초등학습/참고서/교과서,1-2학년,1100005,도서/교육/음반,33.6,198,40
4103479,2100101,보관/밀폐용기,3100623,보관/밀폐용기,도시락/찬합,1100019,주방/욕실/생활용품,9.84,1388,112
4100058,2100002,조미료/소스/설탕,3100009,설탕/소금/조미료,흑설탕/갈색설탕,1100000,가공식품,10.8,154,17
4105597,2100028,학습/수험서,3100215,초등학습/참고서/교과서,3-4학년,1100005,도서/교육/음반,12.714285714285714,211,46
4101794,2100056,시계/쥬얼리,3100343,시계,가죽 시계,1100010,브랜드 신발/잡화,3.0588235294117645,989,121
4104976,2100161,주방세제/세정제,3100877,주거세정제/청소세제,이외 주거세정제,1100026,세제/구강,13.75,695,40
4104614,2100149,캐주얼화,3100825,스니커즈/슬립온,캔버스화,1100023,패션 신발/잡화,3.6,204,9
4103560,2100104,욕실목욕용품,3100634,욕실/목욕 소품,수건걸이/행거,1100019,주방/욕실/생활용품,16.0,464,25
4100319,2100007,침구/커튼,3100055,침구세트,이불 패드 세트,1100001,가구/침구/인테리어,3.75,432,43
4103180,2100094,임산부/출산용품,3100574,임산부 용품,속싸개/배냇저고리 만들기,1100017,유아동/출산/완구,6.9,279,31
232061202,232060000,일반도서,232061200,문학,문학 기타,232000000,도서/교육,23.625,203,13
4103223,2100095,공구/설비/자재,3100580,안전기구/용품,안전표지판/유도등,1100018,자동차/공구,16.25,79,5
