dcateCd,mcateCd,mcateNm,scateCd,scateNm,dcateNm,lcateCd,lcateNm,avgOrderInterval,moreThan1,moreThan2
4102639,2100082,과일/견과,3100481,과일,파인애플,1100014,신선식품,12.0,48,6
4103742,2100110,테이블웨어/식기,3100660,컵/잔,찻잔/커피잔,1100019,주방/욕실/생활용품,3.3333333333333335,191,20
4105238,2100023,DVD/음반,3100184,DVD/비디오/블루레이,유아동DVD,1100005,도서/교육/음반,2.0,72,4
4104313,2100136,저장장치/USB,3100763,USB 액세서리,USB 라이트,1100022,컴퓨터/태블릿,5.0,44,1
4104247,2100133,노트북/태블릿 액세서리,3100747,노트북 가방/액세서리,노트북 가방,1100022,컴퓨터/태블릿,14.3125,1129,33
4101667,2100049,반려동물 공용품,3100317,반려동물 의약외품,소독/위생티슈/면봉,1100009,반려동물용품,46.0,133,13
4101505,2100043,바디케어/워시/제모,3100285,데오드란트,데오드란트 스프레이/파우더,1100008,바디/헤어,30.0,532,29
4103333,2100097,자동차/오토바이용품,3100600,차량용 매트,트렁크 매트,1100018,자동차/공구,11.0,388,16
4101198,2100032,음향기기,3100223,스피커,휴대용/미니 스피커,1100006,디지털/휴대폰/카메라,8.0,91,4
4105741,2100202,여성의류,3101055,블라우스/셔츠,블라우스/셔츠,1100035,소호패션,1.0,34,5
4100471,2100010,대형가전,3100088,TV 주변기기,리모컨,1100002,가전,3.0,205,2
244010502,244010000,국내브랜드,244010500,여성화,여성단화,244000000,잡화,12.893377759266972,26001,3327
235050106,235050000,유니섹스,235050100,상의,자켓/코트,235000000,브랜드패션,15.0625,14659,1869
4100560,2100189,생활가전,3100108,무선/핸디 청소기,이외 무선/핸디 청소기,1100002,가전,13.9106529209622,10415,636
4103494,2100102,수납/정리용품,3100624,리빙박스/정리함,플라스틱 리빙박스/정리함,1100019,주방/욕실/생활용품,10.41062801932367,3615,675
241030502,241030000,출산/유아용품,241030500,임부복,임부복,241000000,유아동/출산,23.99301075268817,7703,1915
233010205,233010000,건강가전,233010200,건강관리용품,저주파/적외선 용품,233000000,디지털/가전,17.704,6172,363
4101050,2100025,국내도서,3100201,종교/역학,기독교,1100005,도서/교육/음반,18.352941176470587,879,181
4101742,2100054,스포츠 신발/운동화,3100334,아쿠아슈즈/스포츠샌들,스포츠 샌들,1100010,브랜드 신발/잡화,6.230769230769231,3843,300
4102913,2100089,아동신발/잡화,3100524,유아동 샌들/구두/슬리퍼,남아/공용 샌들,1100016,유아동 패션,4.608695652173913,610,56
4100745,2100014,건강가전,3100153,안마기,이외 안마기,1100003,건강/의료용품,32.34615384615385,410,31
4104918,2100156,국내-향수,3100868,국내-향수,남성향수,1100025,향수,10.416666666666666,297,19
241020101,241020000,물티슈,241020100,물티슈,기능성물티슈,241000000,유아동/출산,37.733333333333334,2841,176
233010503,233010000,건강가전,233010500,안마/찜질용품,안마의자,233000000,디지털/가전,5.1,232,24
4102710,2100084,생선/건해산물,3100491,해산물/어패류,과메기/노가리,1100014,신선식품,4.96,676,109
4100103,2100004,치즈/버터/유가공,3100016,치즈/버터/생크림,피자/분쇄형치즈,1100000,가공식품,22.352941176470587,552,36
4100633,2100012,음향가전,3100126,앰프/AV소스기기,엠프/튜너,1100002,가전,34.125,120,8
4102760,2100081,정육/계란,3100496,수입 돼지고기,갈비/등갈비,1100014,신선식품,18.333333333333332,83,6
4104942,2100159,세탁세제/섬유유연제,3100872,세탁세제,이외 세탁세제,1100026,세제/구강,25.727272727272727,496,25
4101333,2100035,휴대폰/액세서리,3100254,휴대폰 주변기기,스마트폰 미러링,1100006,디지털/휴대폰/카메라,11.7,692,18
4100007,2100000,과자/베이커리/떡,3100001,떡/한과,가래떡/떡국떡,1100000,가공식품,44.0,200,22
4105644,2100046,강아지용품,3100302,강아지 사료,이즈칸,1100009,반려동물용품,13.0,21,1
4104362,2100138,컴퓨터 부품,3100775,PC 쿨러,이외 쿨러,1100022,컴퓨터/태블릿,4.111111111111111,313,19
4101129,2100028,학습/수험서,3100212,어학/언어/사전,국어,1100005,도서/교육/음반,3.25,46,8
4103357,2100097,자동차/오토바이용품,3100604,차량용 실외 용품,자동차 바디커버/가리개,1100018,자동차/공구,1.0,331,18
4102818,2100085,채소/두부/나물,3100505,양배추/상추/잎줄기채소,새싹채소,1100014,신선식품,3.6666666666666665,8,2
4102875,2100088,잠옷/홈웨어,3100516,슬립/캐미솔,속치마,1100015,언더웨어,13.5,132,3
4102881,2100088,잠옷/홈웨어,3100517,여성 잠옷/내의,잠옷/내의 상의,1100015,언더웨어,9.0,144,7
233120310,233120000,휴대폰/액세서리,233120300,휴대폰/태블릿 액세서리,휴대폰 케이스,233000000,디지털/가전,26.560869090512064,232378,46294
238060401,238060000,자전거/스키,238060400,자전거,자전거,238000000,스포츠/자동차,10.528571428571428,2966,302
240030403,240030000,신선식품,240030400,양곡,콩/잡곡/혼합곡,240000000,식품/건강,33.66091823613947,76847,13254
231010602,231010000,가구/DIY,231010600,침실가구,매트리스,231000000,가구/홈/데코,13.029370629370629,11346,1316
233100120,233100000,컴퓨터부품/액세서리,233100100,컴퓨터부품/액세서리,키보드/세트,233000000,디지털/가전,20.59227467811159,8749,398
238040501,238040000,블랙박스/네비게이션,238040500,하이패스,하이패스/GPS,238000000,스포츠/자동차,16.86178861788618,7149,347
4103508,2100102,수납/정리용품,3100627,수납소품/바구니,플라스틱 바구니,1100019,주방/욕실/생활용품,14.324324324324325,1594,542
4104917,2100154,여성 의류,3100862,여성 캐주얼 자켓/코트,레인코트/패션우비,1100024,패션 의류,4.0,110,12
4102325,2100071,등산/암벽,3100424,등산/산악 용품,망원경,1100013,스포츠/레저용품,2.8333333333333335,208,10
4103003,2100091,기저귀,3100537,군,군 팬티형,1100017,유아동/출산/완구,27.48148148148148,233,20
4103441,2100099,가정생활잡화,3100618,생활/주거 잡화,구두약/신발관리용품,1100019,주방/욕실/생활용품,9.478260869565217,424,65
4103805,2100186,블록/교육/퍼즐,3100960,음악/악기놀이,이외 음악/악기놀이,1100017,유아동/출산/완구,9.625,473,29
4104944,2100159,세탁세제/섬유유연제,3100872,세탁세제,캡슐/시트 세제,1100026,세제/구강,50.34615384615385,722,47
4101090,2100026,유아동/청소년도서,3100205,어린이 만화,어린이 역사/신화 만화,1100005,도서/교육/음반,2.6666666666666665,94,7
4103098,2100093,육아용품,3100559,유모차/카시트 용품,카시트 발판,1100017,유아동/출산/완구,10.545454545454545,1032,54
4102911,2100089,아동신발/잡화,3100524,유아동 샌들/구두/슬리퍼,남아/공용 구두,1100016,유아동 패션,8.777777777777779,455,32
4102016,2100062,남성 의류,3100377,남성 패딩/다운/점퍼,이외 패딩/다운/점퍼,1100011,브랜드 의류,5.125,712,67
238010205,238010000,골프,238010200,골프클럽,유틸리티우드,238000000,스포츠/자동차,4.333333333333333,21,2
4102916,2100089,아동신발/잡화,3100524,유아동 샌들/구두/슬리퍼,여아 샌들,1100016,유아동 패션,3.4285714285714284,129,10
4102084,2100064,여성 의류,3100387,여성 스커트/치마,이외 스커트/치마,1100011,브랜드 의류,4.333333333333333,72,16
4101783,2100056,시계/쥬얼리,3100341,반지/커플링,애끼반지/실반지,1100010,브랜드 신발/잡화,3.4285714285714284,140,36
4105120,2100169,트렌드-색조화장품,3100903,트렌드-아이메이크업,아이라이너,1100027,화장품,2.5,602,52
4102327,2100071,등산/암벽,3100424,등산/산악 용품,스패츠/아이젠,1100013,스포츠/레저용품,27.333333333333332,98,11
232050901,232050000,유아동도서,232050900,초등학교,과학/수학/환경,232000000,도서/교육,13.181818181818182,243,16
4102908,2100089,아동신발/잡화,3100522,유아동 모자/장갑/양말,팔토시/앞치마,1100016,유아동 패션,2.0,20,2
244020605,244020000,해외브랜드,244020600,쥬얼리,쥬얼리세트,244000000,잡화,11.4,84,3
233090310,233090000,카메라/액세서리,233090300,액세서리,조명,233000000,디지털/가전,15.25,102,5
4100118,2100005,통조림/식용유/잼,3100019,통조림/캔,깻잎/장조림캔,1100000,가공식품,9.666666666666666,152,8
4104234,2100132,노트북,3100745,2in1 노트북,이외 브랜드,1100022,컴퓨터/태블릿,4.5,35,2
4101798,2100056,시계/쥬얼리,3100343,시계,이외 시계/쥬얼리 용품,1100010,브랜드 신발/잡화,4.5,128,7
232071202,232070000,학습/수험서,232071200,초등학교,논술/한자,232000000,도서/교육,12.0,48,2
237060704,237060000,화장지/세제,237060700,칫솔/면도/비누,핸드워시,237000000,생활/주방,38.51448612381824,59541,4567
243010505,243010000,남성의류,243010500,하의,청바지/진,243000000,의류/소호,24.62478184991274,43932,7068
4104023,2100121,문구/사무용품,3100709,학용품/준비물,네임스티커,1100020,취미/문구/놀이,16.92753623188406,9168,2854
237060502,237060000,화장지/세제,237060500,일회용품/종이컵,위생용품,237000000,생활/주방,35.73397435897436,13965,484
4102662,2100083,김치/반찬,3100485,김치,맛김치/볶음김치,1100014,신선식품,29.066666666666666,162,19
4102601,2100079,가공육/양념육류,3100479,축산가공육,닭가슴살큐브/스테이크,1100014,신선식품,20.971223021582734,1971,617
233060113,233060000,생활/이미용가전,233060100,생활/이미용가전,전동칫솔,233000000,디지털/가전,19.44559585492228,4926,326
4101587,2100046,강아지용품,3100302,강아지 사료,이외 중형견 사료,1100009,반려동물용품,36.61764705882353,1143,107
4103463,2100100,디지털도어락/보안용품,3100620,디지털 도어락,이외 브랜드,1100019,주방/욕실/생활용품,8.555555555555555,266,39
4102689,2100084,생선/건해산물,3100488,건어물,황태채/황태포,1100014,신선식품,29.28205128205128,412,36
4105152,2100171,해외-기초케어/팩,3100910,해외-팩/마스크,블랙헤드/모공/코팩,1100027,화장품,26.8,523,17
4103998,2100121,문구/사무용품,3100705,칠판보드/게시판,화이트보드/투명칠판,1100020,취미/문구/놀이,8.76923076923077,430,38
4104378,2100139,컴퓨터 주변기기/용품,3100781,PC 스피커/헤드셋,PC 스피커,1100022,컴퓨터/태블릿,9.0,1469,46
4103924,2100120,꽃/원예/이벤트용품,3100692,이벤트/파티용품,야광봉/야광팔찌,1100020,취미/문구/놀이,12.857142857142858,313,30
4103707,2100109,쿡웨어,3100654,냄비/솥/찜기,양수냄비,1100019,주방/욕실/생활용품,6.411764705882353,789,102
4102840,2100087,트렌드 여성 언더웨어,3100509,보정 속옷,이외 보정 속옷,1100015,언더웨어,11.5,358,23
4101848,2100058,지갑/벨트,3100352,여성 지갑,장지갑,1100010,브랜드 신발/잡화,10.0,108,6
4104385,2100139,컴퓨터 주변기기/용품,3100783,마우스/키보드,무선 키보드,1100022,컴퓨터/태블릿,8.333333333333334,1013,36
4103566,2100104,욕실목욕용품,3100635,욕실보수/청소 용품,뚫어뻥/변기압축기,1100019,주방/욕실/생활용품,3.0,279,11
4104606,2100149,캐주얼화,3100824,샌들/슬리퍼,거실화,1100023,패션 신발/잡화,8.916666666666666,1319,129
4101108,2100028,학습/수험서,3100209,IT/컴퓨터/모바일,웹/디자인/포토샵,1100005,도서/교육/음반,43.0,68,8
4102894,2100089,아동신발/잡화,3100520,유아동 수영/스포츠잡화,유아동 스노클,1100016,유아동 패션,2.0,6,1
4103144,2100093,육아용품,3100567,유아 치약/칫솔/구강용품,유아 구강티슈/구강청결제,1100017,유아동/출산/완구,22.833333333333332,438,16
4101852,2100059,캐주얼화,3100353,샌들/슬리퍼,일반 슬리퍼,1100010,브랜드 신발/잡화,5.625,425,15
4102989,2100090,유아동의류,3100535,유아동 수영/스포츠의류,여아 수영복,1100016,유아동 패션,6.0,155,11
4100887,2100021,영양제/비타민/건강환,3100175,건강환/분말,청국장환/쑥환/분말,1100004,건강식품/다이어트,17.0,95,5
4100227,2100006,가구/DIY/시공,3100039,책장,사물함/사무용 책장,1100001,가구/침구/인테리어,1.0,125,15
4105768,2100203,패션잡화,3101066,신발,슬리퍼,1100035,소호패션,9.0,151,4
4105447,2100181,중고 유아동/청소년 도서,3100934,그림책/학습/놀이책,학습만화,1100005,도서/교육/음반,14.0,73,26
243020303,243020000,언더웨어/잠옷,243020300,여성속옷,여성팬티,243000000,의류/소호,28.903017060257163,103641,13792
237020403,237020000,문구/사무용품,237020400,지류,복사용지,237000000,생활/주방,25.572621035058432,7415,1027
244020603,244020000,해외브랜드,244020600,쥬얼리,반지,244000000,잡화,13.176470588235293,446,86
233020128,233020000,계절가전,233020100,계절가전,전기방석,233000000,디지털/가전,11.209876543209877,4654,256
238020119,238020000,공구/산업자재,238020100,공구/산업자재,절삭공구,238000000,스포츠/자동차,25.0,414,22
4103434,2100099,가정생활잡화,3100617,문풍지/단열에어캡,단열 에어캡/뽁뽁이,1100019,주방/욕실/생활용품,17.571428571428573,818,78
4102854,2100087,트렌드 여성 언더웨어,3100512,여성 브라팬티 세트,브라/팬티 세트,1100015,언더웨어,8.0,707,176
4104397,2100139,컴퓨터 주변기기/용품,3100785,케이블/젠더,HDMI/DVI/D-sub 변환,1100022,컴퓨터/태블릿,6.357142857142857,464,27
4103374,2100097,자동차/오토바이용품,3100607,차량용 편의 용품,이외 편의 용품,1100018,자동차/공구,14.31578947368421,1062,39
233020107,233020000,계절가전,233020100,계절가전,라디에이터,233000000,디지털/가전,10.571428571428571,218,11
4101712,2100052,남성화,3100326,남성 부츠/워커,워커,1100010,브랜드 신발/잡화,7.25,106,4
4102910,2100089,아동신발/잡화,3100523,유아동 목도리/스카프,스카프빕/스카프,1100016,유아동 패션,11.0,555,38
4102224,2100068,격투기/복싱,3100405,격투기/권투/복싱 용품,이외 격투기 용품,1100013,스포츠/레저용품,13.88888888888889,516,17
4101331,2100035,휴대폰/액세서리,3100253,휴대폰 거치대/액세서리,휴대폰 줄,1100006,디지털/휴대폰/카메라,12.428571428571429,170,34
4104583,2100147,여성화,3100819,여성 샌들,웨지 샌들,1100023,패션 신발/잡화,6.428571428571429,186,10
4100242,2100006,가구/DIY/시공,3100041,페인트/바니쉬,페인트 용품/부자재,1100001,가구/침구/인테리어,7.0,133,16
4104489,2100145,스포츠 신발/운동화,3100805,스포츠화/기능화,마라톤화,1100023,패션 신발/잡화,25.0,19,2
4102931,2100089,아동신발/잡화,3100527,유아동 잡화,선글라스/안경,1100016,유아동 패션,1.0,37,3
4101933,2100061,남성 스포츠/아웃도어 의류,3100366,남성 수영복/래쉬가드,래쉬가드 상의,1100011,브랜드 의류,4.0,224,22
4100593,2100189,생활가전,3100116,전화기/무전기,무선 전화기,1100002,가전,9.5,105,3
4102789,2100081,정육/계란,3100500,한우/국산 소고기,한우 선물세트,1100014,신선식품,2.6666666666666665,39,11
4102192,2100067,화장지/물티슈,3100401,기능성 물티슈,구강청결티슈,1100012,화장지/물티슈/생리대,35.5,15,2
4104534,2100146,시계/쥬얼리,3100812,반지/커플링,14K/18K 반지,1100023,패션 신발/잡화,1.0,85,13
234020103,234020000,트랜드,234020100,기초화장품,에센스/앰플,234000000,뷰티,26.869542392160294,57013,10210
4102802,2100085,채소/두부/나물,3100502,나물,시금치/미나리,1100014,신선식품,24.2,57,8
237050506,237050000,주방용품,237050500,쿡웨어,프라이팬,237000000,생활/주방,26.98428236591755,86380,9410
4100512,2100010,대형가전,3100099,이외 패널 TV,삼성 TV,1100002,가전,13.87292817679558,439,99
244010804,244010000,국내브랜드,244010800,패션잡화,스타킹/양말,244000000,잡화,21.60839160839161,35899,2988
4102234,2100069,골프,3100408,골프 연습용품,자세교정용품,1100013,스포츠/레저용품,4.5,76,3
244020206,244020000,해외브랜드,244020200,남성화,운동화/스니커즈,244000000,잡화,7.761363636363637,5258,453
233020117,233020000,계절가전,233020100,계절가전,업소용 계절가전,233000000,디지털/가전,4.666666666666667,68,8
4103027,2100091,기저귀,3100543,하기스,매직 썸머/팬티,1100017,유아동/출산/완구,21.901960784313726,297,44
4103518,2100102,수납/정리용품,3100629,행거,비키니옷장/커버형 행거,1100019,주방/욕실/생활용품,11.25,231,12
4100299,2100007,침구/커튼,3100052,솜,베개 솜,1100001,가구/침구/인테리어,7.2,454,35
4104285,2100134,데스크탑,3100755,일반 데스크탑,삼성,1100022,컴퓨터/태블릿,8.549356223175966,532,129
4103004,2100091,기저귀,3100538,기능성 기저귀/용품,면/천/땅콩 기저귀,1100017,유아동/출산/완구,22.13888888888889,316,88
4103134,2100093,육아용품,3100565,유아 안전용품,이외 안전용품,1100017,유아동/출산/완구,9.866666666666667,783,74
4100872,2100020,다이어트/보조식품,3100173,미용 보조식품/영양제,알로에 정/겔,1100004,건강식품/다이어트,28.176470588235293,299,20
4100869,2100020,다이어트/보조식품,3100172,다이어트/헬스 보조식품,허벌라이프/단백질쉐이크,1100004,건강식품/다이어트,22.272727272727273,575,46
4104147,2100126,생수/음료,3100729,생수/탄산수,풀무원,1100021,커피/음료,38.78082191780822,904,112
4104017,2100121,문구/사무용품,3100708,필기도구,연필,1100020,취미/문구/놀이,10.3,406,60
4103122,2100093,육아용품,3100563,유아 세제/세탁용품,천연/유기농 세탁세제/욕조세정제,1100017,유아동/출산/완구,29.09433962264151,2507,419
4101235,2100033,카메라/렌즈/액세서리,3100230,DSLR 카메라,이외 DSLR 카메라,1100006,디지털/휴대폰/카메라,25.4,88,15
237020503,237020000,문구/사무용품,237020500,파일/사무용품,서류보관용품,237000000,생활/주방,30.45,743,32
4103221,2100095,공구/설비/자재,3100580,안전기구/용품,소화기,1100018,자동차/공구,8.0,374,32
4102583,2100078,휘트니스/요가,3100474,헬스/다이어트 용품,줄넘기,1100013,스포츠/레저용품,10.333333333333334,587,52
4101610,2100047,고양이용품,3100306,고양이 모래/화장실,고양이 모래 탈취제,1100009,반려동물용품,31.818181818181817,243,13
4103488,2100102,수납/정리용품,3100624,리빙박스/정리함,속옷정리함/서랍칸막이,1100019,주방/욕실/생활용품,6.0,457,73
4101193,2100032,음향기기,3100222,라디오/MP3/CDP,효도 라디오,1100006,디지털/휴대폰/카메라,15.0,188,8
4104663,2100150,패션 잡화/소품,3100832,장갑,암워머/팔토시,1100023,패션 신발/잡화,4.0,153,6
4103923,2100120,꽃/원예/이벤트용품,3100692,이벤트/파티용품,셀프웨딩/화관/프로포즈,1100020,취미/문구/놀이,1.0,73,3
4100351,2100008,조명/인테리어,3100043,그림/액자,명화,1100001,가구/침구/인테리어,14.0,27,3
4101639,2100047,고양이용품,3100310,고양이 패션잡화/목줄,이외 고양이 패션잡화,1100009,반려동물용품,2.0,13,2
4100553,2100189,생활가전,3100107,로봇 청소기,삼성,1100002,가전,1.0,102,3
242020102,242020000,유아동의류,242020100,유아동의류,내의/잠옷/속옷,242000000,유아동패션/완구,26.791482278429623,206288,64380
241030212,241030000,출산/유아용품,241030200,생활용품,카시트,241000000,유아동/출산,13.419642857142858,5046,305
4100759,2100015,건강관리용품,3100156,성인용품,이외 성인용품,1100003,건강/의료용품,15.6875,2285,421
4102763,2100081,정육/계란,3100497,수입 소고기,등심/채끝,1100014,신선식품,23.1,580,141
231010501,231010000,가구/DIY,231010500,주방가구,렌지대,231000000,가구/홈/데코,10.365019011406844,5311,467
4103544,2100104,욕실목욕용품,3100632,샤워기/수전,욕조/샤워수전,1100019,주방/욕실/생활용품,12.777777777777779,365,17
4103083,2100093,육아용품,3100557,아기띠/외출용품,기저귀 가방,1100017,유아동/출산/완구,9.128205128205128,788,101
4103456,2100099,가정생활잡화,3100618,생활/주거 잡화,핸드카트/장바구니,1100019,주방/욕실/생활용품,19.866666666666667,712,48
239030204,239030000,스포츠 잡화,239030200,보호대/테이핑,손목,239000000,스포츠패션,10.588235294117647,1424,83
4101055,2100025,국내도서,3100202,패션/뷰티/취미 도서,미술 취미 도서,1100005,도서/교육/음반,12.909090909090908,139,35
4102872,2100088,트렌드 잠옷/홈웨어,3100515,남성 잠옷/내의,잠옷/내의 하의,1100015,언더웨어,15.166666666666666,517,74
4101705,2100051,가방,3100325,캐리어/여행가방,여행 파우치/속옷가방,1100010,브랜드 신발/잡화,5.25,226,10
4104727,2100152,남성 의류,3100843,남성 청바지/데님 팬츠,배기 팬츠,1100024,패션 의류,11.6,55,7
4102108,2100064,여성 의류,3100391,여성 캐주얼 바지/팬츠,기모 레깅스,1100011,브랜드 의류,4.0,83,4
4102259,2100069,골프,3100413,골프클럽,아이언,1100013,스포츠/레저용품,1.0,65,1
235020111,235020000,남성 캐주얼,235020100,상의,후드티/후드집업,235000000,브랜드패션,10.307692307692308,1859,130
236010101,236010000,상품권/e쿠폰,236010100,상품권/e쿠폰,상품권/e쿠폰,236000000,상품권/e쿠폰,7.618186515112374,13985,3981
241010204,241010000,기저귀/분유,241010200,분유,일동후디스,241000000,유아동/출산,29.482949009418643,13405,3389
244030505,244030000,트랜드,244030500,여성화,운동화/스니커즈,244000000,잡화,20.378087905036896,57397,6956
235010106,235010000,남성 정장,235010100,상의,자켓/코트,235000000,브랜드패션,12.367857142857142,2509,346
231060501,231060000,침구/커튼,231060500,홈패션/수예용품,방석/쿠션,231000000,가구/홈/데코,21.899388171312033,52616,5733
4102492,2100077,캠핑/낚시,3100460,캠핑 난방용품,이외 캠핑 난방용품,1100013,스포츠/레저용품,17.586206896551722,2670,833
4103929,2100120,꽃/원예/이벤트용품,3100692,이벤트/파티용품,풍선/풍선용품,1100020,취미/문구/놀이,11.622641509433961,1553,500
231050202,231050000,조명/인테리어,231050200,조명/스탠드,전구/형광등,231000000,가구/홈/데코,20.960739030023095,12732,1227
4104793,2100153,여성 스포츠/아웃도어 의류,3100853,여성 스포츠/트레이닝복,긴바지,1100024,패션 의류,10.962962962962964,698,65
4100911,2100021,영양제/비타민/건강환,3100179,유아/어린이 건강식품,어린이 칼슘/아연,1100004,건강식품/다이어트,32.78947368421053,469,37
4103780,2100186,블록/교육/퍼즐,3100959,미술/점토놀이,이외 미술/점토놀이,1100017,유아동/출산/완구,23.90909090909091,1832,258
233080116,233080000,주방가전,233080100,주방가전,전기오븐,233000000,디지털/가전,16.774193548387096,1611,88
4100257,2100008,조명/인테리어,3100044,샹들리에/조명등기구,야외등/램프,1100001,가구/침구/인테리어,11.4,306,32
4105010,2100163,국내-기초케어/팩,3100885,국내-미백/기능성 크림,아이 크림,1100027,화장품,29.367346938775512,1418,105
4100022,2100000,과자/베이커리/떡,3100003,아이스크림/빙수,팥빙수/얼음,1100000,가공식품,24.96,427,22
4104084,2100123,수예/공예,3100719,공예,리본 공예,1100020,취미/문구/놀이,11.0,94,12
4103341,2100097,자동차/오토바이용품,3100602,차량용 시트/쿠션,양모/겨울용 시트,1100018,자동차/공구,3.5,101,8
4104449,2100142,스포츠/아웃도어 잡화,3100798,스포츠/등산 잡화,마스크/바라크라마,1100023,패션 신발/잡화,11.047619047619047,1756,135
4104046,2100122,미술/화방용품,3100713,붓/물감/채색용품,수채화 물감/붓,1100020,취미/문구/놀이,12.555555555555555,499,83
4101665,2100049,반려동물 공용품,3100316,반려동물 식기,자동 급식기,1100009,반려동물용품,21.666666666666668,163,10
4105745,2100202,여성의류,3101057,아우터,코트,1100035,소호패션,2.5,138,12
239021204,239020000,스포츠 의류,239021200,골프의류,바람막이,239000000,스포츠패션,7.428571428571429,94,13
4104129,2100125,악기/악기용품,3100727,이외 악기,핸드벨,1100020,취미/문구/놀이,6.5,20,2
4104458,2100143,가방,3100800,여성 핸드백/가방,미니백,1100023,패션 신발/잡화,6.0,280,14
235030401,235030000,여성 정장,235030400,하의,바지/팬츠,235000000,브랜드패션,10.5,275,5
233090501,233090000,카메라/액세서리,233090500,중고/리퍼/반품/전시,중고/리퍼/반품/전시,233000000,디지털/가전,6.0,2,1
4101043,2100025,국내도서,3100200,잡지,여성/패션/대중문화,1100005,도서/교육/음반,14.5,141,27
4104467,2100143,가방,3100801,캐리어/여행가방,소프트캐리어(24인치 이상),1100023,패션 신발/잡화,2.5,92,5
4102591,2100020,다이어트/보조식품,3100172,다이어트/헬스 보조식품,바질시드/치아시드,1100004,건강식품/다이어트,1.0,32,1
4105161,2100172,해외-남성화장품,3100911,해외-남성화장품,남성 스킨,1100027,화장품,22.0,7,1
4102457,2100077,캠핑/낚시,3100452,낚시 줄,이외 낚시줄,1100013,스포츠/레저용품,22.0,89,3
237060104,237060000,화장지/세제,237060100,방향/살충/화장지,제습제/제설제,237000000,생활/주방,32.517391304347825,13826,1210
4102594,2100081,정육/계란,3100477,계란/알류,구운계란/반숙/완숙,1100014,신선식품,26.209964412811388,3689,292
235050402,235050000,유니섹스,235050400,하의,반바지,235000000,브랜드패션,6.2,2086,177
4102186,2100066,생리대/성인기저귀,3100399,성인용기저귀/위생패드,이외 성인용 기저귀/환자패드,1100012,화장지/물티슈/생리대,30.661290322580644,366,84
4103684,2100108,청소세탁용품,3100650,빨래건조대,실내/접이식 빨래건조대,1100019,주방/욕실/생활용품,9.028571428571428,2116,73
4103669,2100108,청소세탁용품,3100648,밀대/청소포,밀대/막대걸레,1100019,주방/욕실/생활용품,16.703703703703702,1245,83
4100388,2100009,계절가전,3100067,벽걸이 에어컨,캐리어,1100002,가전,7.233333333333333,783,79
4103189,2100095,공구/설비/자재,3100575,농기구/농기계/예초기,압축분무기/살포기,1100018,자동차/공구,8.5,98,6
239010503,239010000,스포츠 신발,239010500,런닝화/운동화,레인부츠,239000000,스포츠패션,9.333333333333334,144,11
4104861,2100154,여성 의류,3100861,여성 캐주얼 바지/팬츠,배기/카고 팬츠,1100024,패션 의류,4.1,191,16
4101565,2100046,강아지용품,3100299,강아지 간식/영양제,강아지 유기농/수제 간식,1100009,반려동물용품,20.396825396825395,666,261
232071208,232070000,학습/수험서,232071200,초등학교,학습/공부법/사전,232000000,도서/교육,24.64,476,28
4103320,2100097,자동차/오토바이용품,3100599,오토바이 용품/부품,오토바이 바디커버,1100018,자동차/공구,3.0,66,6
4104159,2100126,생수/음료,3100731,탄산/이온/에너지드링크,무알콜음료,1100021,커피/음료,18.6,64,13
4101576,2100046,강아지용품,3100301,강아지 배변용품,이외 배변용품,1100009,반려동물용품,26.857142857142858,294,9
238030202,238030000,구기/라켓스포츠,238030200,구기스포츠,배구,238000000,스포츠/자동차,26.833333333333332,232,10
4102342,2100072,수영/수상레저,3100428,수영 용품,수영가방,1100013,스포츠/레저용품,6.894736842105263,826,73
4103939,2100121,문구/사무용품,3100695,노트/수첩/다이어리,다이어리 속지,1100020,취미/문구/놀이,9.5,317,53
239021102,239020000,스포츠 의류,239021100,여성 팬츠/하의,반바지/7부바지,239000000,스포츠패션,5.733333333333333,508,30
4104595,2100148,지갑/벨트,3100821,남성 지갑,명함/카드 지갑,1100023,패션 신발/잡화,8.928571428571429,803,36
4103182,2100094,임산부/출산용품,3100574,임산부 용품,이외 임산부 용품,1100017,유아동/출산/완구,22.5,178,10
4101654,2100048,관상어용품,3100313,수조 청소용품,포획기/뜰채,1100009,반려동물용품,1.0,46,3
4102024,2100063,여성 스포츠/아웃도어 의류,3100379,여성 골프의류,골프 자켓/바람막이,1100011,브랜드 의류,15.857142857142858,123,14
4105176,2100173,해외-색조화장품,3100913,해외-베이스/피부메이크업,에어쿠션,1100027,화장품,5.666666666666667,91,6
4104783,2100153,여성 스포츠/아웃도어 의류,3100851,여성 수영복/래쉬가드/비치웨어,비치웨어/비치원피스,1100024,패션 의류,1.8,203,27
244010501,244010000,국내브랜드,244010500,여성화,가보시/웨지힐/통굽,244000000,잡화,23.166666666666668,145,9
4100431,2100009,계절가전,3100078,이동식/창문형 에어컨,이동식 에어컨,1100002,가전,3.3333333333333335,659,45
4102473,2100077,캠핑/낚시,3100456,뜰채/그물망,그물망,1100013,스포츠/레저용품,14.0,83,4
238010204,238010000,골프,238010200,골프클럽,웨지,238000000,스포츠/자동차,2.0,43,4
4103836,2100115,유아 자전거/승용완구,3100678,유아 자전거/보드,유아 킥보드/씽씽카,1100017,유아동/출산/완구,2.3333333333333335,228,15
4100056,2100002,조미료/소스/설탕,3100009,설탕/소금/조미료,후리가케,1100000,가공식품,30.666666666666668,81,8
