,time
130892,13.0
130893,6.0
130896,30.0
130902,26.0
130903,30.0
130904,13.0
130906,65.0
130909,10.0
130910,7.0
130911,30.0
130912,2.0
130913,15.0
130914,11.0
130915,49.0
130916,18.0
130917,34.0
130918,6.0
130920,69.0
130921,2.0
130922,44.0
130923,7.0
130924,24.0
130925,22.0
130926,10.0
130927,13.0
130930,7.0
130931,14.0
130932,11.0
130933,51.0
130934,26.0
130935,22.0
130936,17.0
130937,21.0
130940,34.0
130942,10.0
130943,49.0
130944,5.0
130946,100.0
130949,21.0
130950,31.0
130951,21.0
130952,22.0
130953,24.0
130954,17.0
130955,54.0
130959,20.0
130960,13.0
130961,11.0
130962,30.0
130963,3.0
130964,17.0
130965,15.0
130966,28.0
130967,6.0
130968,15.0
130971,24.0
130974,17.0
130975,20.0
130979,10.0
130984,23.0
130985,41.0
130986,44.0
130987,11.0
130988,32.0
130990,112.0
130992,76.0
130997,140.0
130999,22.0
131000,23.0
131001,22.0
131002,28.0
131003,29.0
131004,28.0
131006,37.0
131008,61.0
131011,89.0
131013,96.0
131015,34.0
131017,36.0
131018,25.0
131020,12.0
131021,54.0
131022,39.0
131023,2.0
131025,176.0
131027,38.0
131028,1.0
131029,51.0
131030,34.0
131031,13.0
131032,4.0
131033,3.0
131036,74.0
131037,30.0
131038,13.0
131039,7.0
131040,67.0
131043,158.0
131045,121.0
131046,35.0
131047,30.0
131049,100.0
131052,23.0
131056,133.0
131057,6.0
131058,16.0
131059,1.0
131061,29.0
131062,48.0
131063,32.0
131064,40.0
131065,38.0
131068,127.0
131069,35.0
131071,18.0
131072,5.0
131075,35.0
131076,85.0
131078,46.0
131080,150.0
131081,14.0
131083,6.0
131084,8.0
131085,55.0
131087,118.0
131088,31.0
131090,33.0
131091,28.0
131092,37.0
131093,22.0
131094,27.0
131095,45.0
131097,33.0
131098,85.0
131100,21.0
131101,76.0
131102,2.0
131103,68.0
131105,35.0
131108,185.0
131110,34.0
131112,33.0
131113,53.0
131114,23.0
131116,109.0
131117,55.0
131119,36.0
131121,48.0
131122,26.0
131123,32.0
131124,12.0
131125,32.0
131127,37.0
131129,11.0
131130,10.0
131131,20.0
131132,11.0
131133,22.0
131134,22.0
131138,62.0
131140,122.0
131141,57.0
131143,14.0
131144,43.0
131145,107.0
131148,55.0
131149,14.0
131151,77.0
131152,49.0
131154,34.0
131155,19.0
131158,57.0
131159,64.0
131160,3.0
131170,56.0
131171,65.0
131172,24.0
131174,142.0
131175,26.0
131178,41.0
131182,26.0
131184,152.0
131186,70.0
131187,12.0
131188,30.0
131191,33.0
131192,16.0
131193,61.0
131194,6.0
131198,65.0
131199,67.0
131202,38.0
131203,26.0
131204,28.0
131205,23.0
131207,24.0
131208,35.0
131209,7.0
131211,33.0
131212,42.0
131214,10.0
131215,24.0
131216,85.0
131218,17.0
131219,4.0
131221,69.0
131222,23.0
131223,47.0
131224,40.0
131226,49.0
131227,84.0
131229,191.0
131235,24.0
131237,15.0
131238,15.0
131239,12.0
131240,42.0
131242,6.0
131243,22.0
131244,29.0
131245,19.0
131246,2.0
131248,74.0
131249,64.0
131250,26.0
131252,10.0
131254,115.0
131257,15.0
131258,21.0
131259,13.0
131260,13.0
131261,25.0
131262,30.0
131264,40.0
131266,16.0
131267,17.0
131268,37.0
131269,32.0
131270,41.0
131271,37.0
131275,27.0
131276,25.0
131277,36.0
131278,21.0
131279,17.0
131280,16.0
131281,13.0
131282,16.0
131287,148.0
131289,20.0
131290,5.0
131293,25.0
131294,18.0
131296,9.0
131297,24.0
131298,14.0
131299,12.0
131301,19.0
131302,9.0
131303,10.0
131304,3.0
131305,10.0
131307,50.0
131308,29.0
131310,121.0
131312,141.0
131316,16.0
131317,19.0
131319,34.0
131320,15.0
131321,20.0
131322,33.0
131324,15.0
131325,34.0
131326,43.0
131328,30.0
131329,11.0
131330,46.0
131332,12.0
131333,34.0
131334,31.0
131335,43.0
131337,70.0
131338,91.0
131339,15.0
131341,35.0
131342,24.0
131343,31.0
131345,41.0
131346,7.0
131347,39.0
131348,17.0
131350,50.0
131352,46.0
131353,35.0
131354,16.0
131355,29.0
131356,13.0
131357,18.0
131358,10.0
131360,13.0
131361,44.0
131363,33.0
131364,25.0
131365,64.0
131366,2.0
131368,11.0
131369,29.0
131370,84.0
131371,37.0
131373,41.0
131374,1.0
131375,103.0
131376,14.0
131377,27.0
131380,158.0
131384,34.0
131385,50.0
131386,5.0
131388,33.0
131390,15.0
131391,40.0
131392,15.0
131393,33.0
131394,35.0
131397,23.0
131398,17.0
131399,5.0
131400,2.0
131402,32.0
131403,7.0
131404,6.0
131405,15.0
131406,43.0
131407,35.0
131409,42.0
131410,59.0
131412,22.0
131413,44.0
131415,145.0
131416,14.0
131417,9.0
131420,9.0
131421,5.0
131422,27.0
131423,2.0
131424,39.0
131425,11.0
131426,29.0
131427,2.0
131428,27.0
131429,1.0
131433,16.0
131439,22.0
131440,26.0
131441,13.0
131442,17.0
131443,8.0
131444,32.0
131446,24.0
131447,7.0
131451,52.0
131452,26.0
131453,60.0
131454,49.0
131457,12.0
131458,28.0
131459,67.0
131460,15.0
131461,2.0
131462,21.0
131465,34.0
131466,52.0
131467,32.0
131470,189.0
131473,15.0
131474,43.0
131475,71.0
131476,34.0
131477,29.0
131480,7.0
131481,58.0
131482,2.0
131483,51.0
131485,61.0
131487,19.0
131489,133.0
131491,33.0
131492,36.0
131493,24.0
131494,71.0
131497,7.0
131498,138.0
131499,2.0
131501,21.0
131503,18.0
131504,22.0
131505,13.0
131507,9.0
131508,8.0
131510,27.0
131511,61.0
131512,10.0
131514,17.0
131516,34.0
131517,1.0
131518,111.0
131519,35.0
131526,34.0
131527,72.0
131529,42.0
131530,53.0
131531,47.0
131532,15.0
131533,20.0
131536,46.0
131537,20.0
131538,10.0
131540,140.0
131541,28.0
131544,193.0
131548,120.0
131550,33.0
131552,25.0
131553,30.0
131555,12.0
131556,21.0
131557,14.0
131558,29.0
131559,12.0
131560,1.0
131563,36.0
131564,1.0
131565,22.0
131567,8.0
131568,19.0
131570,4.0
131572,10.0
131573,10.0
131574,119.0
131576,56.0
131577,62.0
131578,70.0
131580,34.0
131581,11.0
131583,11.0
131584,65.0
131585,30.0
131586,14.0
131587,44.0
131589,87.0
131590,14.0
131593,74.0
131594,75.0
131597,79.0
131598,3.0
131599,39.0
131600,33.0
131602,6.0
131604,49.0
131605,25.0
131606,44.0
131607,21.0
131608,25.0
131609,9.0
131612,65.0
131617,194.0
131619,16.0
131620,47.0
131621,105.0
131622,19.0
131624,96.0
131625,5.0
131626,49.0
131628,32.0
131631,74.0
131632,74.0
131633,23.0
131635,2.0
131640,10.0
131641,12.0
131642,32.0
131643,8.0
131644,18.0
131645,27.0
131646,43.0
131647,24.0
131652,7.0
131653,6.0
131654,20.0
131655,14.0
131656,1.0
131657,14.0
131658,23.0
131659,21.0
131660,16.0
131661,3.0
131662,8.0
131664,21.0
131665,19.0
131668,6.0
131669,105.0
131670,38.0
131672,11.0
131674,109.0
131677,154.0
131679,32.0
131681,12.0
131682,43.0
131683,39.0
131686,7.0
131687,8.0
131688,109.0
131690,128.0
131692,97.0
131694,35.0
131698,49.0
131699,14.0
131701,44.0
131704,41.0
131705,18.0
131706,62.0
131707,2.0
131710,42.0
131711,8.0
131712,1.0
131713,25.0
131714,55.0
131716,34.0
131717,8.0
131719,22.0
131720,75.0
131721,17.0
131722,22.0
131724,21.0
131725,163.0
131727,74.0
131729,36.0
131731,2.0
131732,59.0
131733,12.0
131736,1.0
131737,39.0
131738,50.0
131739,5.0
131740,26.0
131741,27.0
131742,14.0
131743,5.0
131745,100.0
131746,9.0
131749,8.0
131750,5.0
131751,40.0
131753,16.0
131754,8.0
131755,17.0
131756,75.0
131757,8.0
131758,10.0
131766,152.0
131767,19.0
131769,166.0
131771,91.0
131773,1.0
131774,16.0
131776,83.0
131777,19.0
131778,19.0
131779,6.0
131780,16.0
131781,1.0
131782,16.0
131783,9.0
131786,42.0
131787,123.0
131788,25.0
131790,33.0
131791,22.0
131792,28.0
131793,19.0
131794,6.0
131795,14.0
131796,8.0
131798,16.0
131799,18.0
131800,22.0
131804,17.0
131805,24.0
131806,28.0
131807,24.0
131808,63.0
131809,21.0
131810,10.0
131813,35.0
131814,12.0
131815,29.0
131816,14.0
131817,41.0
131818,29.0
131820,27.0
131822,10.0
131824,167.0
131825,13.0
131827,17.0
131828,52.0
131829,3.0
131830,55.0
131833,45.0
131835,3.0
131837,41.0
131838,21.0
131839,4.0
131840,29.0
131841,22.0
131842,32.0
131845,39.0
131848,12.0
131849,80.0
131850,76.0
131851,23.0
131853,111.0
131854,69.0
131856,26.0
131859,34.0
131860,20.0
131861,22.0
131862,15.0
131863,13.0
131864,13.0
131865,20.0
131866,38.0
131868,47.0
131869,60.0
131870,1.0
131872,24.0
131873,28.0
131875,24.0
131876,84.0
131877,41.0
131878,3.0
131881,84.0
131883,21.0
131884,2.0
131885,52.0
131886,9.0
131888,190.0
131892,35.0
131893,52.0
131894,50.0
131896,21.0
131897,28.0
131898,16.0
131899,51.0
131900,27.0
131901,23.0
131903,3.0
131904,38.0
131905,7.0
131906,47.0
131907,36.0
131909,14.0
131910,31.0
131912,21.0
131913,97.0
131914,14.0
131915,62.0
131917,21.0
131919,52.0
131920,21.0
131921,23.0
131924,82.0
131925,21.0
131926,37.0
131930,160.0
131931,23.0
131934,10.0
131936,4.0
131937,170.0
131938,14.0
131940,65.0
131941,21.0
131942,46.0
131945,47.0
131946,15.0
131947,57.0
131948,5.0
131951,4.0
131952,165.0
131953,11.0
131954,1.0
131956,34.0
131957,39.0
131960,77.0
131961,43.0
131963,25.0
131964,18.0
131966,43.0
131968,14.0
131969,22.0
131970,24.0
131971,8.0
131972,16.0
131973,44.0
131974,18.0
131975,18.0
131976,5.0
131979,12.0
131980,11.0
131981,10.0
131982,42.0
131983,63.0
131984,44.0
131987,15.0
131989,12.0
131990,39.0
131991,24.0
131992,58.0
131993,50.0
131995,22.0
131996,114.0
132000,33.0
132001,3.0
132002,45.0
132004,28.0
132005,30.0
132006,3.0
132007,37.0
132008,4.0
132013,49.0
132015,91.0
132017,64.0
132018,30.0
132019,87.0
132021,77.0
132022,17.0
132023,63.0
132027,121.0
132029,17.0
132033,25.0
132034,79.0
132036,75.0
132038,15.0
132039,34.0
132040,18.0
132041,33.0
132042,50.0
132043,19.0
132045,22.0
132046,34.0
132047,102.0
132048,15.0
132049,16.0
132058,14.0
132059,67.0
132060,16.0
132061,25.0
132062,25.0
132063,16.0
132065,62.0
132066,55.0
132067,21.0
132068,31.0
132070,147.0
132072,41.0
132073,78.0
132075,33.0
132076,39.0
132079,23.0
132080,31.0
132081,4.0
132082,25.0
132084,70.0
132085,47.0
132087,34.0
132089,14.0
132091,138.0
132092,17.0
132093,7.0
132095,47.0
132098,20.0
132099,13.0
132101,47.0
132102,9.0
132103,5.0
132104,35.0
132106,15.0
132107,20.0
132108,12.0
132109,13.0
132111,25.0
132112,28.0
132113,28.0
132114,29.0
132115,2.0
132116,31.0
132117,7.0
132118,23.0
132120,42.0
132121,49.0
132123,44.0
132124,40.0
132126,35.0
132127,60.0
132129,44.0
132134,55.0
132136,18.0
132137,1.0
132140,37.0
132145,5.0
132147,6.0
132149,24.0
132150,28.0
132151,31.0
132161,173.0
132163,177.0
132165,12.0
132167,35.0
132168,20.0
132170,55.0
132172,57.0
132173,3.0
132174,10.0
132175,13.0
132176,13.0
132177,34.0
132178,19.0
132179,13.0
132180,14.0
132182,19.0
132183,29.0
132184,31.0
132185,57.0
132186,16.0
132187,26.0
132189,15.0
132190,10.0
132191,11.0
132192,19.0
132193,12.0
132194,13.0
132195,20.0
132196,16.0
132198,9.0
132199,4.0
132200,20.0
132201,21.0
132203,50.0
132205,71.0
132207,87.0
132208,91.0
132212,99.0
132213,38.0
132215,11.0
132216,23.0
132217,26.0
132218,36.0
132219,1.0
132220,27.0
132221,24.0
132222,1.0
132223,28.0
132228,78.0
132229,10.0
132230,11.0
132231,16.0
132232,2.0
132233,5.0
132234,3.0
132235,6.0
132238,11.0
132239,5.0
132240,6.0
132241,4.0
132242,10.0
132244,37.0
132245,27.0
132246,27.0
132247,36.0
132248,23.0
132249,10.0
132251,77.0
132252,57.0
132254,26.0
132255,22.0
132257,62.0
132258,41.0
132260,147.0
132261,17.0
132262,7.0
132268,1.0
132269,21.0
132270,32.0
132271,7.0
132272,51.0
132273,17.0
132274,59.0
132276,12.0
132277,9.0
132278,31.0
132280,43.0
132281,37.0
132282,42.0
132286,54.0
132287,24.0
132289,21.0
132290,11.0
132291,23.0
132292,14.0
132293,48.0
132294,44.0
132296,17.0
132297,16.0
132298,22.0
132299,15.0
132300,25.0
132301,14.0
132302,13.0
132303,12.0
132304,15.0
132305,33.0
132307,32.0
132308,33.0
132311,65.0
132314,34.0
132316,65.0
132319,33.0
132320,78.0
132322,35.0
132324,16.0
132325,23.0
132326,11.0
132327,17.0
132328,9.0
132329,19.0
132331,36.0
132332,18.0
132334,29.0
132338,76.0
132339,40.0
132340,29.0
132342,20.0
132345,50.0
132346,36.0
132347,54.0
132350,25.0
132351,28.0
132352,28.0
132353,48.0
132355,21.0
132356,25.0
132359,12.0
132360,57.0
132361,14.0
132362,62.0
132365,10.0
132366,122.0
132368,50.0
132369,13.0
132370,59.0
132371,18.0
132372,5.0
132375,17.0
132376,36.0
132377,21.0
132378,27.0
132379,29.0
132380,56.0
132383,55.0
132384,22.0
132386,47.0
132390,22.0
132391,1.0
132392,49.0
132393,3.0
132394,43.0
132395,12.0
132397,152.0
132399,77.0
132400,71.0
132401,4.0
132406,151.0
132407,7.0
132408,35.0
132410,26.0
132411,25.0
132412,44.0
132413,35.0
132414,42.0
132416,54.0
132417,35.0
132418,92.0
132420,26.0
132421,152.0
132424,39.0
132425,56.0
132427,27.0
132428,18.0
132429,42.0
132433,40.0
132434,26.0
132435,33.0
132436,29.0
132437,55.0
132441,71.0
132442,24.0
132443,22.0
132444,3.0
132446,181.0
132448,63.0
132449,29.0
132450,37.0
132451,35.0
132454,64.0
132459,2.0
132460,39.0
132461,33.0
132462,16.0
132463,61.0
132464,40.0
132466,34.0
132467,16.0
132468,11.0
132469,20.0
132470,42.0
132473,88.0
132475,47.0
132476,23.0
132479,53.0
132480,19.0
132482,4.0
132483,26.0
132484,76.0
132486,37.0
132487,19.0
132488,20.0
132489,25.0
132490,21.0
132491,69.0
132493,60.0
132494,2.0
132495,35.0
132496,45.0
132500,31.0
132501,5.0
132502,134.0
132505,48.0
132506,79.0
132507,30.0
132508,24.0
132510,8.0
132511,23.0
132512,10.0
132513,14.0
132514,32.0
132515,14.0
132516,17.0
132518,36.0
132519,81.0
132520,24.0
132524,13.0
132525,22.0
132526,6.0
132527,6.0
132528,9.0
132530,16.0
132531,19.0
132532,21.0
132533,8.0
132534,3.0
132536,9.0
132537,13.0
132538,34.0
132540,137.0
132541,6.0
132542,46.0
132545,99.0
132546,83.0
132548,16.0
132551,34.0
132555,15.0
132556,31.0
132557,17.0
132558,5.0
132559,19.0
132560,63.0
132563,62.0
132565,60.0
132566,35.0
132567,63.0
132568,28.0
132569,3.0
132571,44.0
132572,32.0
132573,76.0
132574,20.0
132576,50.0
132577,32.0
132578,25.0
132579,33.0
132580,38.0
132582,72.0
132583,27.0
132585,56.0
132586,7.0
132587,25.0
132588,77.0
132589,14.0
132592,7.0
132594,11.0
132595,11.0
132596,12.0
132597,13.0
132598,13.0
132599,19.0
132600,38.0
132601,1.0
132602,24.0
132604,19.0
132607,154.0
132610,126.0
132612,140.0
132615,147.0
132617,88.0
132618,70.0
132620,17.0
132621,39.0
132622,23.0
132623,15.0
132624,37.0
132625,40.0
132627,45.0
132628,31.0
132629,26.0
132630,48.0
132631,9.0
132632,19.0
132635,173.0
132637,11.0
132638,35.0
132639,13.0
132640,21.0
132641,20.0
132642,13.0
132643,14.0
132644,21.0
132645,8.0
132647,29.0
132651,19.0
132652,30.0
132655,148.0
132656,26.0
132658,39.0
132660,29.0
132661,15.0
132663,45.0
132664,16.0
132666,104.0
132667,43.0
132670,69.0
132671,9.0
132672,18.0
132673,38.0
132675,92.0
132677,21.0
132678,19.0
132679,13.0
132680,13.0
132687,15.0
132688,63.0
132689,40.0
132691,32.0
132693,17.0
132694,15.0
132695,10.0
132696,17.0
132697,14.0
132698,9.0
132699,27.0
132701,27.0
132702,22.0
132703,16.0
132704,13.0
132706,34.0
132707,147.0
132711,15.0
132712,58.0
132713,31.0
132714,38.0
132715,5.0
132716,17.0
132719,16.0
132720,62.0
132722,34.0
132724,56.0
132727,173.0
132731,73.0
132732,11.0
132734,27.0
132735,54.0
132737,66.0
132739,125.0
132742,13.0
132743,12.0
132744,2.0
132745,40.0
132746,17.0
132747,56.0
132748,15.0
132749,8.0
132751,4.0
132752,15.0
132753,23.0
132754,33.0
132755,22.0
132756,26.0
132757,15.0
132759,20.0
132760,20.0
132762,75.0
132763,41.0
132765,20.0
132766,29.0
132767,53.0
132769,30.0
132770,21.0
132771,25.0
132772,2.0
132774,33.0
132776,74.0
132779,8.0
132780,87.0
132781,44.0
132783,53.0
132784,34.0
132785,31.0
132789,22.0
132790,28.0
132791,85.0
132793,15.0
132794,46.0
132795,40.0
132796,45.0
132797,27.0
132799,54.0
132801,65.0
132806,17.0
132808,26.0
132809,29.0
132810,24.0
132811,66.0
132813,55.0
132814,80.0
132815,22.0
132816,28.0
132817,3.0
132820,69.0
132821,19.0
132822,27.0
132823,25.0
132824,21.0
132825,16.0
132827,22.0
132828,24.0
132829,13.0
132830,86.0
132831,31.0
132834,57.0
132835,53.0
132836,28.0
132837,25.0
132842,29.0
132843,91.0
132844,50.0
132846,12.0
132847,28.0
132848,34.0
132849,42.0
132850,14.0
132852,42.0
132857,16.0
132858,24.0
132859,14.0
132860,13.0
132861,21.0
132863,9.0
132864,5.0
132865,129.0
132866,39.0
132869,18.0
132870,136.0
132873,20.0
132874,126.0
132876,51.0
132878,18.0
132879,32.0
132880,28.0
132881,31.0
132883,29.0
132884,36.0
132886,16.0
132887,56.0
132888,28.0
132889,17.0
132890,18.0
132891,22.0
132892,14.0
132893,18.0
132894,1.0
132896,77.0
132897,20.0
132898,30.0
132900,33.0
132902,86.0
132903,27.0
132904,42.0
132906,19.0
132907,26.0
132909,111.0
132910,16.0
132912,11.0
132915,33.0
132916,19.0
132917,20.0
132918,12.0
132919,54.0
132920,27.0
132922,23.0
132923,26.0
132924,111.0
132926,16.0
132927,27.0
132928,47.0
132931,99.0
132932,18.0
132933,57.0
132935,34.0
132936,40.0
132937,38.0
132938,32.0
132939,28.0
132941,171.0
132942,12.0
132948,19.0
132949,29.0
132950,106.0
132953,133.0
132954,22.0
132956,35.0
132957,50.0
132958,42.0
132959,25.0
132962,181.0
132964,14.0
132965,17.0
132966,37.0
132967,14.0
132969,41.0
132971,44.0
132972,16.0
132975,23.0
132976,26.0
132977,16.0
132981,54.0
132984,33.0
132985,99.0
132986,32.0
132988,76.0
132989,20.0
132990,23.0
132991,20.0
132992,42.0
132994,33.0
132995,29.0
132996,40.0
132997,29.0
132999,31.0
133002,28.0
133003,56.0
133004,37.0
133005,33.0
133006,3.0
133008,67.0
133009,1.0
133010,18.0
133011,25.0
133012,31.0
133013,8.0
133014,24.0
133016,13.0
133019,25.0
133020,75.0
133021,51.0
133023,17.0
133024,18.0
133026,26.0
133028,31.0
133029,113.0
133030,25.0
133031,23.0
133033,15.0
133035,98.0
133036,14.0
133038,30.0
133040,160.0
133041,24.0
133043,12.0
133046,11.0
133047,11.0
133049,26.0
133050,30.0
133051,24.0
133052,17.0
133053,27.0
133054,46.0
133056,15.0
133057,17.0
133058,15.0
133059,12.0
133060,18.0
133061,9.0
133062,25.0
133063,20.0
133065,25.0
133066,24.0
133067,45.0
133068,21.0
133069,49.0
133070,5.0
133071,4.0
133072,18.0
133074,26.0
133075,27.0
133077,14.0
133078,52.0
133079,25.0
133081,23.0
133082,78.0
133084,11.0
133085,61.0
133086,96.0
133087,5.0
133088,11.0
133091,57.0
133094,11.0
133097,20.0
133098,32.0
133100,29.0
133101,14.0
133102,13.0
133103,19.0
133104,30.0
133107,22.0
133108,37.0
133109,15.0
133110,41.0
133112,13.0
133113,31.0
133114,30.0
133116,6.0
133117,30.0
133118,22.0
133119,4.0
133120,81.0
133121,10.0
133122,4.0
133123,27.0
133126,24.0
133127,21.0
133129,165.0
133131,10.0
133132,40.0
133134,24.0
133135,88.0
133137,195.0
133139,33.0
133140,27.0
133141,29.0
133142,26.0
133144,52.0
133145,24.0
133147,19.0
133150,30.0
133151,49.0
133152,51.0
133153,12.0
133154,15.0
133155,30.0
133157,112.0
133158,57.0
133160,101.0
133163,63.0
133164,34.0
133166,39.0
133167,7.0
133168,10.0
133169,28.0
133170,2.0
133171,21.0
133175,14.0
133176,4.0
133177,10.0
133178,35.0
133180,41.0
133181,65.0
133182,35.0
133183,35.0
133185,45.0
133186,20.0
133187,49.0
133188,29.0
133191,5.0
133192,7.0
133193,6.0
133194,62.0
133195,29.0
133196,35.0
133197,42.0
133198,4.0
133200,95.0
133202,21.0
133203,39.0
133204,24.0
133205,74.0
133206,12.0
133207,17.0
133210,45.0
133213,55.0
133214,51.0
133215,24.0
133218,10.0
133219,29.0
133220,25.0
133221,10.0
133222,31.0
133223,44.0
133224,23.0
133227,47.0
133228,10.0
133230,68.0
133232,34.0
133233,61.0
133235,143.0
133237,20.0
133238,14.0
133239,12.0
133240,26.0
133241,31.0
133242,25.0
133246,35.0
133247,24.0
133248,28.0
133250,62.0
133251,15.0
133254,49.0
133255,137.0
133261,17.0
133262,70.0
133266,45.0
133267,116.0
133268,15.0
133269,9.0
133271,13.0
133272,28.0
133273,22.0
133274,32.0
133275,12.0
133276,23.0
133277,18.0
133278,7.0
133279,32.0
133281,137.0
133283,26.0
133284,23.0
133285,25.0
133286,20.0
133287,28.0
133288,56.0
133290,22.0
133291,12.0
133292,21.0
133293,30.0
133294,54.0
133295,15.0
133296,26.0
133298,8.0
133299,37.0
133300,2.0
133302,24.0
133303,22.0
133304,44.0
133305,21.0
133306,28.0
133309,63.0
133312,33.0
133313,40.0
133314,114.0
133316,37.0
133318,22.0
133319,27.0
133320,21.0
133322,20.0
133323,14.0
133324,18.0
133326,14.0
133327,14.0
133328,12.0
133329,14.0
133333,32.0
133334,34.0
133335,29.0
133336,34.0
133337,32.0
133342,13.0
133343,19.0
133344,36.0
133347,28.0
133348,50.0
133349,25.0
133357,41.0
133358,60.0
133360,24.0
133364,20.0
133366,32.0
133367,23.0
133368,26.0
133369,34.0
133370,27.0
133371,3.0
133372,17.0
133375,14.0
133376,33.0
133377,82.0
133378,9.0
133380,48.0
133381,15.0
133382,24.0
133383,31.0
133384,6.0
133385,29.0
133386,23.0
133392,53.0
133393,56.0
133396,61.0
133397,52.0
133398,45.0
133400,18.0
133401,18.0
133402,17.0
133403,13.0
133404,13.0
133405,15.0
133406,14.0
133407,30.0
133409,6.0
133410,4.0
133411,37.0
133412,67.0
133413,27.0
133415,22.0
133416,28.0
133419,32.0
133420,36.0
133421,57.0
133422,25.0
133423,35.0
133425,34.0
133426,29.0
133427,6.0
133428,26.0
133429,7.0
133431,62.0
133432,54.0
133433,56.0
133437,17.0
133439,17.0
133440,36.0
133441,17.0
133442,19.0
133446,12.0
133447,24.0
133448,117.0
133451,46.0
133452,128.0
133453,8.0
133457,35.0
133458,13.0
133459,27.0
133460,1.0
133461,61.0
133463,33.0
133465,74.0
133467,51.0
133468,36.0
133469,31.0
133472,77.0
133473,67.0
133474,36.0
133475,9.0
133479,78.0
133480,45.0
133483,34.0
133484,13.0
133486,99.0
133487,21.0
133489,32.0
133490,56.0
133492,18.0
133494,172.0
133496,32.0
133497,20.0
133498,71.0
133499,25.0
133500,31.0
133502,16.0
133503,26.0
133504,7.0
133505,41.0
133506,9.0
133507,32.0
133508,5.0
133509,29.0
133511,40.0
133512,4.0
133514,51.0
133515,13.0
133516,25.0
133517,17.0
133518,26.0
133520,18.0
133521,40.0
133522,14.0
133523,20.0
133524,96.0
133526,54.0
133527,23.0
133528,14.0
133529,17.0
133530,42.0
133531,8.0
133532,21.0
133534,3.0
133535,29.0
133537,19.0
133538,27.0
133540,15.0
133541,6.0
133542,33.0
133543,19.0
133546,140.0
133547,7.0
133550,35.0
133552,54.0
133555,96.0
133557,95.0
133560,40.0
133565,24.0
133566,23.0
133567,1.0
133568,54.0
133570,16.0
133571,9.0
133572,9.0
133574,39.0
133575,34.0
133576,29.0
133577,44.0
133578,42.0
133580,66.0
133581,23.0
133582,19.0
133583,20.0
133584,14.0
133585,14.0
133586,27.0
133588,95.0
133589,66.0
133591,48.0
133592,28.0
133593,42.0
133594,67.0
133597,2.0
133598,33.0
133599,10.0
133600,26.0
133601,12.0
133603,11.0
133604,26.0
133605,27.0
133606,28.0
133607,12.0
133609,21.0
133611,118.0
133613,61.0
133614,27.0
133617,1.0
133618,49.0
133619,24.0
133621,24.0
133622,14.0
133623,50.0
133624,5.0
133626,19.0
133627,27.0
133628,29.0
133629,19.0
133630,23.0
133631,19.0
133632,16.0
133633,26.0
133635,50.0
133637,15.0
133638,18.0
133639,9.0
133640,20.0
133641,30.0
133642,1.0
133643,34.0
133644,12.0
133645,11.0
133647,15.0
133649,15.0
133650,42.0
133652,19.0
133653,35.0
133654,27.0
133655,23.0
133656,29.0
133657,26.0
133658,19.0
133660,15.0
133661,19.0
133662,16.0
133664,77.0
133668,33.0
133669,65.0
133670,45.0
133671,1.0
133672,43.0
133674,34.0
133675,19.0
133676,19.0
133677,30.0
133678,34.0
133679,26.0
133681,24.0
133682,1.0
133684,14.0
133685,42.0
133686,99.0
133687,22.0
133689,135.0
133690,46.0
133693,24.0
133695,57.0
133697,43.0
133698,52.0
133699,46.0
133700,30.0
133701,21.0
133703,14.0
133704,11.0
133705,62.0
133706,4.0
133707,28.0
133708,31.0
133711,61.0
133712,19.0
133715,22.0
133716,25.0
133717,14.0
133718,18.0
133719,34.0
133721,32.0
133722,56.0
133724,48.0
133725,85.0
133728,56.0
133729,21.0
133731,12.0
133732,9.0
133733,17.0
133734,26.0
133735,31.0
133736,36.0
133737,25.0
133738,20.0
133740,6.0
133741,45.0
133742,78.0
133748,15.0
133752,4.0
133753,147.0
133755,111.0
133759,40.0
133760,36.0
133762,48.0
133763,25.0
133764,29.0
133767,15.0
133769,44.0
133770,12.0
133771,100.0
133773,35.0
133774,23.0
133775,75.0
133776,34.0
133777,21.0
133782,37.0
133784,64.0
133785,19.0
133786,47.0
133787,42.0
133790,21.0
133791,28.0
133792,19.0
133794,14.0
133795,34.0
133796,14.0
133797,6.0
133799,30.0
133800,10.0
133803,113.0
133804,7.0
133805,40.0
133807,24.0
133808,29.0
133809,29.0
133811,29.0
133813,62.0
133814,11.0
133817,179.0
133820,16.0
133821,80.0
133822,28.0
133824,21.0
133825,19.0
133826,23.0
133827,45.0
133828,40.0
133829,37.0
133831,18.0
133832,118.0
133834,98.0
133835,37.0
133837,11.0
133838,12.0
133839,24.0
133840,19.0
133842,19.0
133844,25.0
133846,25.0
133847,18.0
133849,22.0
133853,11.0
133854,29.0
133857,33.0
133858,19.0
133859,33.0
133860,42.0
133863,25.0
133865,6.0
133866,120.0
133867,32.0
133869,92.0
133870,36.0
133871,61.0
133873,144.0
133876,96.0
133877,51.0
133878,8.0
133879,1.0
133881,46.0
133882,29.0
133883,13.0
133884,34.0
133885,31.0
133886,34.0
133890,14.0
133891,51.0
133892,113.0
133893,4.0
133895,6.0
133898,31.0
133899,62.0
133904,20.0
133905,40.0
133906,18.0
133908,13.0
133909,20.0
133910,22.0
133911,21.0
133912,27.0
133913,25.0
133914,28.0
133916,11.0
133918,22.0
133920,10.0
133921,13.0
