,biz_dt,mid,price,prodNo,dcateCd,dcateNm
757,2018-08-23 12:47:13,7792073,599000,100229504,4104294,이외 브랜드
755,2018-08-23 12:59:19,6355277,599000,100229504,4104294,이외 브랜드
465,2018-08-23 14:02:35,5858368,93000,101376413,4104294,이외 브랜드
470,2018-08-23 14:54:02,1975263,204000,100342468,4104294,이외 브랜드
817,2018-08-23 17:03:13,10076859,279000,100014009,4104294,이외 브랜드
1,2018-08-23 22:51:11,2731820,259000,100445176,4104294,이외 브랜드
291,2018-08-23 23:38:31,2136362,164000,100926807,4104294,이외 브랜드
593,2018-08-23 23:57:03,14578856,239000,100445247,4104294,이외 브랜드
187,2018-08-24 09:45:06,3489210,279000,100448800,4104294,이외 브랜드
484,2018-08-24 13:39:52,5770512,119000,101353159,4104294,이외 브랜드
754,2018-08-24 14:05:37,5854159,599000,100229504,4104294,이외 브랜드
577,2018-08-24 14:09:52,9746818,142900,100043311,4104294,이외 브랜드
294,2018-08-24 14:18:33,24625154,164000,100926807,4104294,이외 브랜드
346,2018-08-24 14:38:11,2556688,219000,100228871,4104294,이외 브랜드
203,2018-08-24 14:46:04,4418631,265000,101354312,4104294,이외 브랜드
708,2018-08-24 15:02:17,13478536,103000,101356704,4104294,이외 브랜드
186,2018-08-24 15:53:37,21322723,279000,100448800,4104294,이외 브랜드
0,2018-08-24 17:41:57,24740343,259000,100445176,4104294,이외 브랜드
485,2018-08-24 18:30:20,2557803,119000,101353159,4104294,이외 브랜드
686,2018-08-24 19:42:21,24270902,125000,106215978,4104294,이외 브랜드
475,2018-08-25 00:45:38,16851262,85000,106215778,4104294,이외 브랜드
372,2018-08-25 11:16:32,25567761,359000,100230823,4104294,이외 브랜드
799,2018-08-25 12:09:18,9264081,99000,106216044,4104294,이외 브랜드
416,2018-08-25 13:07:26,25572005,134900,100043331,4104294,이외 브랜드
706,2018-08-25 16:55:35,25573048,399000,100229445,4104294,이외 브랜드
711,2018-08-25 20:32:59,4323218,229000,100227985,4104294,이외 브랜드
433,2018-08-25 21:46:50,18162870,109000,106216014,4104294,이외 브랜드
681,2018-08-26 03:13:21,23681387,459000,100351374,4104294,이외 브랜드
675,2018-08-26 03:15:12,23681387,459000,100351374,4104294,이외 브랜드
719,2018-08-26 10:36:00,3864407,168000,100377446,4104294,이외 브랜드
354,2018-08-26 11:22:16,10065461,135000,105455992,4104294,이외 브랜드
658,2018-08-26 11:34:44,3634464,85000,106216066,4104294,이외 브랜드
667,2018-08-26 16:03:23,23903288,114000,100285657,4104294,이외 브랜드
178,2018-08-26 16:31:52,8684593,159000,100227752,4104294,이외 브랜드
339,2018-08-26 18:15:38,4385135,79000,100189893,4104294,이외 브랜드
718,2018-08-26 19:06:39,20708990,219000,100813718,4104294,이외 브랜드
800,2018-08-26 21:24:45,11598500,359000,100274666,4104294,이외 브랜드
434,2018-08-26 23:14:10,8110915,439000,106996665,4104294,이외 브랜드
851,2018-08-26 23:29:43,19485462,159000,100821926,4104294,이외 브랜드
344,2018-08-26 23:36:24,24270167,219000,100228871,4104294,이외 브랜드
486,2018-08-27 00:05:30,8768892,119000,101353159,4104294,이외 브랜드
502,2018-08-27 00:14:51,16085758,209000,100813333,4104294,이외 브랜드
722,2018-08-27 00:17:28,22339314,209000,106996831,4104294,이외 브랜드
337,2018-08-27 11:20:08,7052316,79000,100189893,4104294,이외 브랜드
749,2018-08-27 11:25:12,5534756,599000,100229504,4104294,이외 브랜드
50,2018-08-27 12:13:22,9096600,109000,100077126,4104294,이외 브랜드
687,2018-08-27 15:44:17,20236048,125000,106215978,4104294,이외 브랜드
481,2018-08-27 18:19:53,13026475,82900,100051493,4104294,이외 브랜드
369,2018-08-27 19:39:44,2115361,359000,100230823,4104294,이외 브랜드
721,2018-08-27 20:00:32,4463324,209000,106996831,4104294,이외 브랜드
669,2018-08-27 21:02:36,1563594,157000,100830107,4104294,이외 브랜드
693,2018-08-27 22:06:29,2776571,539000,100231519,4104294,이외 브랜드
371,2018-08-27 22:33:49,2115361,359000,100230823,4104294,이외 브랜드
183,2018-08-27 23:01:50,5805514,155900,100043321,4104294,이외 브랜드
573,2018-08-28 01:44:02,10456884,139000,100043276,4104294,이외 브랜드
589,2018-08-28 10:05:23,22807493,119000,100189971,4104294,이외 브랜드
473,2018-08-28 10:49:37,13629366,119000,100360654,4104294,이외 브랜드
653,2018-08-28 11:03:32,6215834,85000,106216066,4104294,이외 브랜드
760,2018-08-28 12:23:32,22693663,479000,100231628,4104294,이외 브랜드
412,2018-08-28 12:54:50,1013554,175000,105409508,4104294,이외 브랜드
472,2018-08-28 13:45:24,9411765,119000,100360654,4104294,이외 브랜드
767,2018-08-28 14:45:47,13383039,145000,100926733,4104294,이외 브랜드
360,2018-08-28 15:00:43,18417947,359000,100230823,4104294,이외 브랜드
366,2018-08-28 17:24:50,22537308,359000,100230823,4104294,이외 브랜드
358,2018-08-28 17:32:24,22537308,359000,100230823,4104294,이외 브랜드
562,2018-08-28 18:07:55,8998219,649000,100231497,4104294,이외 브랜드
501,2018-08-28 21:09:51,13955773,399000,100230153,4104294,이외 브랜드
654,2018-08-28 21:38:44,10660340,85000,106216066,4104294,이외 브랜드
568,2018-08-28 23:39:22,21270112,115000,101352224,4104294,이외 브랜드
580,2018-08-29 09:42:06,1562934,142900,100043311,4104294,이외 브랜드
764,2018-08-29 09:46:45,2056122,129900,101576629,4104294,이외 브랜드
798,2018-08-29 10:05:13,15606813,99000,106216044,4104294,이외 브랜드
180,2018-08-29 11:01:28,1845150,359000,107490799,4104294,이외 브랜드
166,2018-08-29 13:02:34,3179882,429000,100496372,4104294,이외 브랜드
293,2018-08-29 15:29:00,1348173,164000,100926807,4104294,이외 브랜드
726,2018-08-29 19:54:22,24474354,139000,100822031,4104294,이외 브랜드
670,2018-08-29 21:16:18,4013907,157000,100830107,4104294,이외 브랜드
652,2018-08-29 22:51:18,9584856,85000,106216066,4104294,이외 브랜드
422,2018-08-29 22:59:21,3530718,134900,100043331,4104294,이외 브랜드
797,2018-08-30 08:04:20,9584856,99000,106216044,4104294,이외 브랜드
347,2018-08-30 12:13:21,21911577,219000,100228871,4104294,이외 브랜드
657,2018-08-30 12:49:20,7936246,85000,106216066,4104294,이외 브랜드
176,2018-08-30 14:56:56,11388426,159000,100227752,4104294,이외 브랜드
476,2018-08-30 17:28:41,12219954,249000,101624945,4104294,이외 브랜드
328,2018-08-30 17:30:04,10160879,89900,106443179,4104294,이외 브랜드
355,2018-08-30 17:42:07,21146961,359000,100230823,4104294,이외 브랜드
348,2018-08-30 19:07:12,4553593,219000,100228871,4104294,이외 브랜드
487,2018-08-30 20:47:39,21976843,119000,101353159,4104294,이외 브랜드
413,2018-08-30 22:47:56,6960008,175000,105409508,4104294,이외 브랜드
361,2018-08-30 23:48:20,21146961,359000,100230823,4104294,이외 브랜드
342,2018-08-31 00:08:47,24269480,219000,100228871,4104294,이외 브랜드
492,2018-08-31 09:30:35,6718554,399000,100230926,4104294,이외 브랜드
338,2018-08-31 11:17:03,2666940,79000,100189893,4104294,이외 브랜드
853,2018-08-31 11:20:07,14303177,99000,101906172,4104294,이외 브랜드
818,2018-08-31 11:54:24,10076859,279000,100014009,4104294,이외 브랜드
297,2018-08-31 12:01:47,25576427,154900,101577289,4104294,이외 브랜드
163,2018-08-31 13:22:39,7719428,87000,100189904,4104294,이외 브랜드
766,2018-08-31 14:04:35,3465746,145000,100926733,4104294,이외 브랜드
762,2018-08-31 17:23:00,1167947,479000,100231628,4104294,이외 브랜드
655,2018-08-31 19:08:24,24150725,85000,106216066,4104294,이외 브랜드
289,2018-08-31 23:53:52,22927675,164000,100926807,4104294,이외 브랜드
607,2018-09-01 01:03:49,2568312,145000,100926733,4104294,이외 브랜드
602,2018-09-01 01:57:42,3164647,119000,101353159,4104294,이외 브랜드
651,2018-09-01 05:36:32,25225527,119000,100227539,4104294,이외 브랜드
914,2018-09-01 08:39:09,25615147,109000,106216014,4104294,이외 브랜드
433,2018-09-01 10:40:26,23680673,249000,100327254,4104294,이외 브랜드
605,2018-09-01 11:20:49,23141181,85000,106215778,4104294,이외 브랜드
715,2018-09-01 15:02:37,3401521,249000,101906680,4104294,이외 브랜드
828,2018-09-01 21:09:05,3451224,125000,106215978,4104294,이외 브랜드
729,2018-09-02 05:31:12,25621506,212000,107869036,4104294,이외 브랜드
337,2018-09-02 11:31:55,9697887,192000,107869636,4104294,이외 브랜드
733,2018-09-02 14:29:59,23338844,139000,107870301,4104294,이외 브랜드
844,2018-09-02 15:09:04,17156832,289000,100101854,4104294,이외 브랜드
834,2018-09-02 17:26:11,22972975,309000,100265484,4104294,이외 브랜드
865,2018-09-02 19:19:58,3987169,135000,105455992,4104294,이외 브랜드
604,2018-09-02 19:34:54,24243068,85000,106215778,4104294,이외 브랜드
859,2018-09-02 19:46:01,25315076,114000,100077174,4104294,이외 브랜드
922,2018-09-02 19:54:21,16098736,259000,100445176,4104294,이외 브랜드
653,2018-09-02 20:02:31,1919954,209000,100639808,4104294,이외 브랜드
652,2018-09-02 21:23:21,19622468,209000,100639808,4104294,이외 브랜드
111,2018-09-03 00:14:54,3825143,259000,101729811,4104294,이외 브랜드
867,2018-09-03 04:42:08,25211094,123000,107871459,4104294,이외 브랜드
866,2018-09-03 10:15:44,19598900,123000,107871459,4104294,이외 브랜드
4,2018-09-03 10:53:38,13052983,189000,100227960,4104294,이외 브랜드
739,2018-09-03 11:03:31,19598900,139000,107870301,4104294,이외 브랜드
625,2018-09-03 11:12:50,20649131,279000,100268660,4104294,이외 브랜드
491,2018-09-03 11:35:58,1356642,99000,106216044,4104294,이외 브랜드
552,2018-09-03 11:54:55,11210933,219000,100364713,4104294,이외 브랜드
274,2018-09-03 12:19:26,1405390,279000,100229346,4104294,이외 브랜드
543,2018-09-03 15:31:08,23039838,87900,100101299,4104294,이외 브랜드
486,2018-09-03 15:52:09,22406226,109000,106215684,4104294,이외 브랜드
447,2018-09-03 16:17:45,2739006,168000,101158787,4104294,이외 브랜드
727,2018-09-03 18:50:32,7086985,212000,107869036,4104294,이외 브랜드
340,2018-09-03 18:52:14,15961736,192000,107869636,4104294,이외 브랜드
345,2018-09-03 19:02:20,25459804,192000,107869636,4104294,이외 브랜드
550,2018-09-03 19:08:14,25633096,403000,107751308,4104294,이외 브랜드
730,2018-09-03 19:12:33,1402439,212000,107869036,4104294,이외 브랜드
348,2018-09-03 19:36:00,17126339,192000,107869636,4104294,이외 브랜드
551,2018-09-03 20:11:52,25633096,403000,107751308,4104294,이외 브랜드
344,2018-09-03 20:26:24,8279457,192000,107869636,4104294,이외 브랜드
719,2018-09-03 20:39:52,11758349,212000,107869036,4104294,이외 브랜드
731,2018-09-03 20:41:09,8409294,139000,107870301,4104294,이외 브랜드
555,2018-09-03 20:43:34,14862259,219000,100364713,4104294,이외 브랜드
780,2018-09-03 20:45:49,8576173,169000,100342396,4104294,이외 브랜드
864,2018-09-03 21:03:34,1153970,103900,101356704,4104294,이외 브랜드
812,2018-09-03 21:16:32,25634050,209000,106996831,4104294,이외 브랜드
262,2018-09-03 21:16:52,1143939,132000,107871172,4104294,이외 브랜드
737,2018-09-03 21:58:25,2198407,139000,107870301,4104294,이외 브랜드
783,2018-09-03 22:22:29,1285479,142000,107870724,4104294,이외 브랜드
357,2018-09-03 22:37:24,4694536,192000,107869636,4104294,이외 브랜드
745,2018-09-03 23:09:24,22574126,139000,107870301,4104294,이외 브랜드
722,2018-09-03 23:19:19,2910637,212000,107869036,4104294,이외 브랜드
721,2018-09-03 23:35:22,18425569,212000,107869036,4104294,이외 브랜드
336,2018-09-04 00:48:44,15961736,192000,107869636,4104294,이외 브랜드
606,2018-09-04 02:59:29,7173523,85000,106215778,4104294,이외 브랜드
350,2018-09-04 06:09:56,15961736,192000,107869636,4104294,이외 브랜드
261,2018-09-04 07:03:09,7458893,132000,107871172,4104294,이외 브랜드
741,2018-09-04 08:21:20,3774649,139000,107870301,4104294,이외 브랜드
354,2018-09-04 10:12:23,2625247,192000,107869636,4104294,이외 브랜드
738,2018-09-04 10:12:41,5927754,139000,107870301,4104294,이외 브랜드
361,2018-09-04 10:59:49,4866061,192000,107869636,4104294,이외 브랜드
263,2018-09-04 11:06:58,19252332,132000,107871172,4104294,이외 브랜드
743,2018-09-04 11:19:26,1272513,139000,107870301,4104294,이외 브랜드
744,2018-09-04 11:46:35,8409294,139000,107870301,4104294,이외 브랜드
868,2018-09-04 12:22:27,1356891,123000,107871459,4104294,이외 브랜드
734,2018-09-04 12:32:45,12961365,139000,107870301,4104294,이외 브랜드
742,2018-09-04 13:19:53,12271449,139000,107870301,4104294,이외 브랜드
747,2018-09-04 13:28:20,4594705,139000,107870301,4104294,이외 브랜드
723,2018-09-04 13:46:13,5384876,212000,107869036,4104294,이외 브랜드
724,2018-09-04 13:50:32,11205956,212000,107869036,4104294,이외 브랜드
578,2018-09-04 15:01:02,2782687,97000,100342131,4104294,이외 브랜드
256,2018-09-04 15:21:52,7614961,162000,107870075,4104294,이외 브랜드
635,2018-09-04 16:40:56,1782446,449000,100496407,4104294,이외 브랜드
726,2018-09-04 18:26:21,3458293,212000,107869036,4104294,이외 브랜드
718,2018-09-04 20:12:55,3157465,212000,107869036,4104294,이외 브랜드
565,2018-09-04 20:46:16,25641012,249000,101624945,4104294,이외 브랜드
818,2018-09-04 21:00:09,23681387,459000,100351374,4104294,이외 브랜드
819,2018-09-04 21:02:39,23681387,459000,100351374,4104294,이외 브랜드
346,2018-09-04 21:05:21,12001661,192000,107869636,4104294,이외 브랜드
781,2018-09-04 21:53:50,6896439,169000,100342396,4104294,이외 브랜드
549,2018-09-04 22:19:07,12352857,403000,107751308,4104294,이외 브랜드
264,2018-09-04 23:24:03,24570470,279000,100822610,4104294,이외 브랜드
338,2018-09-04 23:51:58,12076859,192000,107869636,4104294,이외 브랜드
547,2018-09-05 01:33:44,22431438,119000,100360654,4104294,이외 브랜드
892,2018-09-05 02:06:46,21986263,599000,100229504,4104294,이외 브랜드
749,2018-09-05 02:49:04,4568065,139000,107870301,4104294,이외 브랜드
352,2018-09-05 02:49:04,4568065,192000,107869636,4104294,이외 브랜드
353,2018-09-05 03:09:16,4568065,192000,107869636,4104294,이외 브랜드
750,2018-09-05 03:09:16,4568065,139000,107870301,4104294,이외 브랜드
600,2018-09-05 09:18:27,2551951,164000,100926807,4104294,이외 브랜드
772,2018-09-05 10:04:44,10616629,139000,100043276,4104294,이외 브랜드
360,2018-09-05 10:09:18,1582723,192000,107869636,4104294,이외 브랜드
472,2018-09-05 10:16:05,10616629,155000,100043295,4104294,이외 브랜드
475,2018-09-05 10:16:34,21864420,155000,100043295,4104294,이외 브랜드
548,2018-09-05 11:02:06,17125306,149000,100227917,4104294,이외 브랜드
1,2018-09-05 11:55:05,7575768,189000,100227960,4104294,이외 브랜드
841,2018-09-05 12:04:03,16635941,102900,100043153,4104294,이외 브랜드
347,2018-09-05 13:06:47,8955710,192000,107869636,4104294,이외 브랜드
2,2018-09-05 13:27:13,4085082,189000,100227960,4104294,이외 브랜드
654,2018-09-05 13:39:27,16238608,249000,101574847,4104294,이외 브랜드
773,2018-09-05 14:50:45,10705973,139000,100043276,4104294,이외 브랜드
554,2018-09-05 15:24:21,12027367,219000,100364713,4104294,이외 브랜드
810,2018-09-05 15:46:27,22339314,209000,106996831,4104294,이외 브랜드
599,2018-09-05 16:22:39,3855308,269000,100877628,4104294,이외 브랜드
898,2018-09-05 16:24:16,21703837,479000,100231628,4104294,이외 브랜드
817,2018-09-05 17:56:46,21406398,379000,100275916,4104294,이외 브랜드
816,2018-09-05 18:21:17,25647766,109000,100279015,4104294,이외 브랜드
909,2018-09-05 18:23:59,1209926,134900,100043331,4104294,이외 브랜드
714,2018-09-05 19:48:19,16539136,249000,101906680,4104294,이외 브랜드
232,2018-09-05 20:22:45,10845134,165000,100051548,4104294,이외 브랜드
910,2018-09-05 21:13:44,5655810,134900,100043331,4104294,이외 브랜드
609,2018-09-05 22:12:20,3399042,139000,100926733,4104294,이외 브랜드
870,2018-09-05 22:23:55,6091362,239000,100445247,4104294,이외 브랜드
610,2018-09-05 22:36:04,2772933,139000,100926733,4104294,이외 브랜드
358,2018-09-05 23:00:17,16875884,192000,107869636,4104294,이외 브랜드
911,2018-09-06 00:23:13,6382728,134900,100043331,4104294,이외 브랜드
545,2018-09-06 00:29:04,12969285,119000,100360654,4104294,이외 브랜드
560,2018-09-06 00:39:49,23049003,249000,101624945,4104294,이외 브랜드
767,2018-09-06 06:43:03,2391396,129900,101576629,4104294,이외 브랜드
253,2018-09-06 11:23:56,25651884,162000,107870075,4104294,이외 브랜드
254,2018-09-06 12:13:12,2658823,162000,107870075,4104294,이외 브랜드
561,2018-09-06 12:23:34,12890861,249000,101624945,4104294,이외 브랜드
562,2018-09-06 12:25:42,25615684,249000,101624945,4104294,이외 브랜드
905,2018-09-06 13:02:49,8470920,204000,100342481,4104294,이외 브랜드
895,2018-09-06 14:23:35,5564835,599000,100229504,4104294,이외 브랜드
255,2018-09-06 14:23:37,6570262,162000,107870075,4104294,이외 브랜드
839,2018-09-06 15:23:44,25653365,219000,100813718,4104294,이외 브랜드
553,2018-09-06 15:26:41,5262121,219000,100364713,4104294,이외 브랜드
894,2018-09-06 16:05:45,21703837,599000,100229504,4104294,이외 브랜드
902,2018-09-06 17:38:56,5382466,479000,100231628,4104294,이외 브랜드
601,2018-09-06 22:09:47,8091762,164000,100926807,4104294,이외 브랜드
341,2018-09-06 22:57:42,20269549,192000,107869636,4104294,이외 브랜드
339,2018-09-06 23:44:39,1559918,192000,107869636,4104294,이외 브랜드
568,2018-09-07 00:09:13,11635451,99999,111390175,4104294,이외 브랜드
855,2018-09-07 00:53:58,24583446,114000,100077174,4104294,이외 브랜드
570,2018-09-07 01:29:03,6004309,99999,111390175,4104294,이외 브랜드
575,2018-09-07 01:33:39,7989067,99999,111390175,4104294,이외 브랜드
569,2018-09-07 08:26:40,5958904,99999,111390175,4104294,이외 브랜드
479,2018-09-07 09:22:09,1712482,519000,100230155,4104294,이외 브랜드
231,2018-09-07 09:26:48,7163272,75900,100042117,4104294,이외 브랜드
455,2018-09-07 10:33:31,3446441,239000,100538763,4104294,이외 브랜드
881,2018-09-07 10:50:29,23888497,85000,106216066,4104294,이외 브랜드
854,2018-09-07 11:20:44,20955937,114000,100077174,4104294,이외 브랜드
752,2018-09-07 13:58:07,1839158,139000,107870301,4104294,이외 브랜드
492,2018-09-07 14:35:57,16952407,99000,106216044,4104294,이외 브랜드
904,2018-09-07 16:06:51,19610661,479000,100231628,4104294,이외 브랜드
571,2018-09-07 16:12:58,5766067,99999,111390175,4104294,이외 브랜드
343,2018-09-07 18:10:59,14587447,192000,107869636,4104294,이외 브랜드
572,2018-09-07 18:44:53,4905932,99999,111390175,4104294,이외 브랜드
257,2018-09-07 19:49:50,1886796,162000,107870075,4104294,이외 브랜드
809,2018-09-07 19:56:40,25662152,209000,106996831,4104294,이외 브랜드
573,2018-09-07 20:37:19,13134298,99999,111390175,4104294,이외 브랜드
746,2018-09-07 20:38:19,13491074,139000,107870301,4104294,이외 브랜드
576,2018-09-07 20:50:06,20257005,99999,111390175,4104294,이외 브랜드
574,2018-09-07 21:42:31,1475573,99999,111390175,4104294,이외 브랜드
784,2018-09-07 21:59:41,25661688,142000,107870724,4104294,이외 브랜드
566,2018-09-07 22:47:12,22904874,99999,111390175,4104294,이외 브랜드
748,2018-09-07 22:55:54,9555082,139000,107870301,4104294,이외 브랜드
567,2018-09-07 23:30:46,10631919,99999,111390175,4104294,이외 브랜드
487,2018-09-08 01:36:28,5562795,265000,100275520,4104294,이외 브랜드
811,2018-09-08 03:42:17,14770590,209000,106996831,4104294,이외 브랜드
445,2018-09-08 09:22:29,16640069,122000,101084367,4104294,이외 브랜드
246,2018-09-08 09:58:15,24730090,85000,101330313,4104294,이외 브랜드
648,2018-09-08 17:49:41,11034743,126000,107870964,4104294,이외 브랜드
647,2018-09-08 20:41:17,10487714,126000,107870964,4104294,이외 브랜드
355,2018-09-09 01:58:11,9520889,192000,107869636,4104294,이외 브랜드
837,2018-09-09 02:02:40,1062532,299000,100450445,4104294,이외 브랜드
917,2018-09-09 19:17:08,20459921,109000,106216014,4104294,이외 브랜드
245,2018-09-09 20:02:12,6462561,85000,101330313,4104294,이외 브랜드
234,2018-09-09 20:49:59,25675820,79000,100189893,4104294,이외 브랜드
862,2018-09-09 21:01:06,20138092,349000,100264763,4104294,이외 브랜드
799,2018-09-09 21:30:33,10031189,168000,100377446,4104294,이외 브랜드
265,2018-09-10 02:28:32,13891234,279000,100822610,4104294,이외 브랜드
267,2018-09-10 07:34:08,13891234,279000,100822610,4104294,이외 브랜드
608,2018-09-10 08:49:56,4259091,139000,100926733,4104294,이외 브랜드
244,2018-09-10 08:56:05,10998834,85000,101330313,4104294,이외 브랜드
241,2018-09-10 09:34:35,25675820,79000,100189893,4104294,이외 브랜드
333,2018-09-10 09:36:51,22143581,359000,100230823,4104294,이외 브랜드
236,2018-09-10 09:39:48,25675820,79000,100189893,4104294,이외 브랜드
223,2018-09-10 09:57:18,5842159,118900,100101750,4104294,이외 브랜드
239,2018-09-10 11:21:41,21246898,79000,100189893,4104294,이외 브랜드
478,2018-09-10 11:36:36,1712482,519000,100230155,4104294,이외 브랜드
857,2018-09-10 12:19:51,12273315,114000,100077174,4104294,이외 브랜드
113,2018-09-10 12:56:16,10429417,299000,100101120,4104294,이외 브랜드
454,2018-09-10 14:47:22,12273315,109000,101906172,4104294,이외 브랜드
777,2018-09-10 15:04:18,12948315,142900,100043311,4104294,이외 브랜드
915,2018-09-10 15:38:08,11751032,109000,106216014,4104294,이외 브랜드
882,2018-09-10 15:54:00,9511357,85000,106216066,4104294,이외 브랜드
769,2018-09-10 17:13:21,24220026,189000,101633064,4104294,이외 브랜드
564,2018-09-10 18:14:32,20172598,249000,101624945,4104294,이외 브랜드
768,2018-09-10 19:44:27,8531777,189000,101633064,4104294,이외 브랜드
444,2018-09-10 21:30:24,25682566,239000,101160328,4104294,이외 브랜드
856,2018-09-10 22:11:39,3369191,114000,100077174,4104294,이외 브랜드
623,2018-09-10 22:50:26,25675678,265000,101354312,4104294,이외 브랜드
650,2018-09-10 22:58:09,1887990,126000,107870964,4104294,이외 브랜드
873,2018-09-10 23:59:52,25146858,239000,100445247,4104294,이외 브랜드
884,2018-09-11 10:20:48,1482574,85000,106216066,4104294,이외 브랜드
544,2018-09-11 10:40:38,10960678,124000,100360654,4104294,이외 브랜드
725,2018-09-11 10:46:09,2956907,212000,107869036,4104294,이외 브랜드
644,2018-09-11 12:02:51,18848132,269000,113042788,4104294,이외 브랜드
643,2018-09-11 12:05:10,18848132,269000,113042788,4104294,이외 브랜드
845,2018-09-11 13:01:47,16838108,259000,104331487,4104294,이외 브랜드
586,2018-09-11 14:07:22,24401019,279000,112515462,4104294,이외 브랜드
728,2018-09-11 15:04:26,6403981,212000,107869036,4104294,이외 브랜드
798,2018-09-11 15:23:17,4625731,168000,100377446,4104294,이외 브랜드
753,2018-09-11 15:35:11,1535063,139000,107870301,4104294,이외 브랜드
836,2018-09-11 16:00:59,25547742,299000,100450445,4104294,이외 브랜드
786,2018-09-11 16:06:10,4435762,168000,100377446,4104294,이외 브랜드
557,2018-09-11 16:40:35,7012495,249000,101624945,4104294,이외 브랜드
782,2018-09-11 17:18:38,24218857,189000,100822566,4104294,이외 브랜드
432,2018-09-11 18:00:11,23252401,109000,100077126,4104294,이외 브랜드
252,2018-09-11 18:06:37,23563613,379000,100275111,4104294,이외 브랜드
589,2018-09-11 18:28:31,19986433,279000,112515462,4104294,이외 브랜드
775,2018-09-11 19:03:07,4978895,142900,100043311,4104294,이외 브랜드
579,2018-09-11 20:45:35,2366922,279000,112515462,4104294,이외 브랜드
592,2018-09-11 21:22:48,24392966,279000,112515462,4104294,이외 브랜드
801,2018-09-11 22:20:26,23123978,168000,100377446,4104294,이외 브랜드
356,2018-09-11 22:32:41,1887990,192000,107869636,4104294,이외 브랜드
468,2018-09-12 01:15:26,24577799,109000,112539926,4104294,이외 브랜드
332,2018-09-12 02:34:40,10101778,359000,100230823,4104294,이외 브랜드
580,2018-09-12 10:17:30,17610005,279000,112515462,4104294,이외 브랜드
583,2018-09-12 11:26:03,19891801,279000,112515462,4104294,이외 브랜드
328,2018-09-12 12:07:15,18183091,105000,101084990,4104294,이외 브랜드
838,2018-09-12 12:40:59,21644717,219000,100813718,4104294,이외 브랜드
916,2018-09-12 13:41:21,1187798,109000,106216014,4104294,이외 브랜드
789,2018-09-12 14:09:27,17364128,168000,100377446,4104294,이외 브랜드
790,2018-09-12 14:27:49,17364128,168000,100377446,4104294,이외 브랜드
242,2018-09-12 15:08:33,25252192,74400,100189893,4104294,이외 브랜드
713,2018-09-12 15:20:23,3835336,499000,100231090,4104294,이외 브랜드
476,2018-09-12 18:15:16,21963288,289000,100275620,4104294,이외 브랜드
469,2018-09-12 22:39:28,18616131,109000,112539926,4104294,이외 브랜드
275,2018-09-12 23:27:39,9479603,129000,105453908,4104294,이외 브랜드
893,2018-09-13 09:44:45,2558467,599000,100229504,4104294,이외 브랜드
858,2018-09-13 09:59:13,5400989,114000,100077174,4104294,이외 브랜드
671,2018-09-13 10:49:53,3423057,212000,101827115,4104294,이외 브랜드
774,2018-09-13 10:57:12,17288453,139000,100043276,4104294,이외 브랜드
831,2018-09-13 13:09:12,13514791,159900,101576167,4104294,이외 브랜드
847,2018-09-13 13:13:31,12384665,93000,101376413,4104294,이외 브랜드
645,2018-09-13 14:39:10,1750099,126000,107870964,4104294,이외 브랜드
331,2018-09-13 14:48:52,21846072,339000,100230823,4104294,이외 브랜드
598,2018-09-13 14:57:34,5858662,359000,100274666,4104294,이외 브랜드
779,2018-09-13 15:02:32,9037342,175000,100051565,4104294,이외 브랜드
646,2018-09-13 16:38:00,25253532,126000,107870964,4104294,이외 브랜드
627,2018-09-13 16:57:22,13514791,115000,101353689,4104294,이외 브랜드
785,2018-09-13 19:50:59,13955773,599000,100230589,4104294,이외 브랜드
803,2018-09-13 20:15:55,21604128,168000,100377446,4104294,이외 브랜드
459,2018-09-13 21:14:07,15107151,109000,112539926,4104294,이외 브랜드
710,2018-09-13 21:49:38,16641976,359000,107490799,4104294,이외 브랜드
3,2018-09-13 23:17:39,5273055,189000,100227960,4104294,이외 브랜드
351,2018-09-14 00:23:55,15361007,192000,107869636,4104294,이외 브랜드
584,2018-09-14 02:50:59,25708641,279000,112515462,4104294,이외 브랜드
362,2018-09-14 07:43:27,1569512,192000,107869636,4104294,이외 브랜드
272,2018-09-14 10:05:48,2892876,629000,110272745,4104294,이외 브랜드
238,2018-09-14 10:35:05,16952407,74400,100189893,4104294,이외 브랜드
342,2018-09-14 14:00:07,7778064,192000,107869636,4104294,이외 브랜드
497,2018-09-14 15:03:09,13388060,99000,106216044,4104294,이외 브랜드
485,2018-09-14 15:47:19,25233804,119000,100342428,4104294,이외 브랜드
460,2018-09-14 15:55:26,25489816,109000,112539926,4104294,이외 브랜드
791,2018-09-14 16:05:07,25041908,168000,100377446,4104294,이외 브랜드
796,2018-09-14 16:19:06,25711713,168000,100377446,4104294,이외 브랜드
100,2018-09-14 17:46:19,25225527,179000,101633398,4104294,이외 브랜드
596,2018-09-14 19:21:54,8202049,279000,112515462,4104294,이외 브랜드
861,2018-09-14 21:46:01,4290625,539000,100231519,4104294,이외 브랜드
581,2018-09-15 00:58:40,9649926,279000,112515462,4104294,이외 브랜드
595,2018-09-15 03:00:18,17050481,279000,112515462,4104294,이외 브랜드
456,2018-09-15 11:16:24,2539285,299000,114024534,4104294,이외 브랜드
849,2018-09-15 16:53:00,15974812,339000,100539910,4104294,이외 브랜드
