,biz_dt,mid,price,prodNo,dcateCd,dcateNm
923,2018-09-15 21:03:59,10826253,259000,100445176,4104294,이외 브랜드
885,2018-09-16 00:42:11,2909101,85000,106216066,4104294,이외 브랜드
461,2018-09-16 02:54:20,9763881,109000,112539926,4104294,이외 브랜드
712,2018-09-16 02:56:12,5176466,359000,107490799,4104294,이외 브랜드
462,2018-09-16 12:38:07,4897113,109000,112539926,4104294,이외 브랜드
735,2018-09-16 13:00:04,25721932,139000,107870301,4104294,이외 브랜드
853,2018-09-16 17:06:25,3792798,114000,100077174,4104294,이외 브랜드
896,2018-09-16 19:01:42,22696584,599000,100229504,4104294,이외 브랜드
540,2018-09-16 19:43:35,18581190,1269000,111648997,4104294,이외 브랜드
271,2018-09-16 20:50:15,1508884,629000,110272745,4104294,이외 브랜드
110,2018-09-16 21:17:30,20638768,399000,100230926,4104294,이외 브랜드
594,2018-09-16 21:38:22,25725286,279000,112515462,4104294,이외 브랜드
458,2018-09-16 22:36:08,1557362,269000,100480882,4104294,이외 브랜드
832,2018-09-16 22:57:07,2484068,159900,101576167,4104294,이외 브랜드
924,2018-09-16 23:06:53,15536321,149000,102108688,4104294,이외 브랜드
925,2018-09-16 23:09:53,15536321,149000,102108688,4104294,이외 브랜드
335,2018-09-17 01:00:01,9832948,339000,100230823,4104294,이외 브랜드
920,2018-09-17 01:22:59,5402177,259000,100445176,4104294,이외 브랜드
875,2018-09-17 01:42:22,7946411,259000,100538632,4104294,이외 브랜드
463,2018-09-17 02:50:09,15827022,109000,112539926,4104294,이외 브랜드
22,2018-09-17 03:06:56,1880782,199000,114025532,4104294,이외 브랜드
590,2018-09-17 10:36:50,7921480,279000,112515462,4104294,이외 브랜드
670,2018-09-17 11:30:04,5990423,159000,100821926,4104294,이외 브랜드
488,2018-09-17 11:32:00,22252377,265000,100275520,4104294,이외 브랜드
591,2018-09-17 11:36:38,4138278,279000,112515462,4104294,이외 브랜드
471,2018-09-17 11:55:32,17591023,109000,112539926,4104294,이외 브랜드
15,2018-09-17 12:31:02,13341733,199000,114025532,4104294,이외 브랜드
349,2018-09-17 12:33:13,25729818,192000,107869636,4104294,이외 브랜드
16,2018-09-17 12:40:26,25373828,199000,114025532,4104294,이외 브랜드
498,2018-09-17 12:55:28,3964862,99000,106216044,4104294,이외 브랜드
23,2018-09-17 13:19:16,6431013,199000,114025532,4104294,이외 브랜드
852,2018-09-17 13:46:14,10109128,114000,100077174,4104294,이외 브랜드
464,2018-09-17 14:12:33,5819943,109000,112539926,4104294,이외 브랜드
876,2018-09-17 14:35:34,2977632,85000,106216066,4104294,이외 브랜드
14,2018-09-17 15:43:10,3700563,199000,114025532,4104294,이외 브랜드
871,2018-09-17 15:53:28,25293041,239000,100445247,4104294,이외 브랜드
778,2018-09-17 16:23:17,15975215,142900,100043311,4104294,이외 브랜드
9,2018-09-17 17:39:33,6899432,199000,114025532,4104294,이외 브랜드
582,2018-09-17 19:16:59,2865449,279000,112515462,4104294,이외 브랜드
20,2018-09-17 20:49:40,25166502,199000,114025532,4104294,이외 브랜드
24,2018-09-17 21:05:12,12962704,199000,114025532,4104294,이외 브랜드
13,2018-09-17 21:35:43,3367034,199000,114025532,4104294,이외 브랜드
823,2018-09-17 22:40:15,8535731,125000,106215978,4104294,이외 브랜드
6,2018-09-17 23:15:23,13829373,199000,114025532,4104294,이외 브랜드
585,2018-09-17 23:19:53,5151301,279000,112515462,4104294,이외 브랜드
25,2018-09-17 23:22:07,9989513,199000,114025532,4104294,이외 브랜드
588,2018-09-17 23:39:14,5151301,279000,112515462,4104294,이외 브랜드
7,2018-09-17 23:42:20,18556149,199000,114025532,4104294,이외 브랜드
12,2018-09-17 23:47:01,13937667,199000,114025532,4104294,이외 브랜드
11,2018-09-18 04:25:19,23422322,199000,114025532,4104294,이외 브랜드
21,2018-09-18 07:08:57,13829373,199000,114025532,4104294,이외 브랜드
827,2018-09-18 08:32:42,7079061,125000,106215978,4104294,이외 브랜드
108,2018-09-18 09:48:12,3688792,249000,113932895,4104294,이외 브랜드
793,2018-09-18 12:50:50,14992711,168000,100377446,4104294,이외 브랜드
470,2018-09-18 12:58:12,8062483,109000,112539926,4104294,이외 브랜드
8,2018-09-18 13:21:06,2914152,199000,114025532,4104294,이외 브랜드
466,2018-09-18 14:35:45,2152285,109000,112539926,4104294,이외 브랜드
465,2018-09-18 14:50:59,18468924,109000,112539926,4104294,이외 브랜드
330,2018-09-18 14:54:21,25739088,339000,100230823,4104294,이외 브랜드
10,2018-09-18 15:10:17,8317837,199000,114025532,4104294,이외 브랜드
480,2018-09-18 15:32:33,5949293,150000,101258435,4104294,이외 브랜드
467,2018-09-18 16:59:10,21017747,109000,112539926,4104294,이외 브랜드
329,2018-09-18 17:16:55,17593113,339000,100230823,4104294,이외 브랜드
268,2018-09-18 17:58:42,12764709,629000,110272745,4104294,이외 브랜드
814,2018-09-18 18:45:45,25428453,179000,101619260,4104294,이외 브랜드
112,2018-09-18 19:06:48,1446641,259000,101729811,4104294,이외 브랜드
0,2018-09-18 19:41:36,25740823,189000,100227960,4104294,이외 브랜드
18,2018-09-18 20:06:54,18562284,199000,114025532,4104294,이외 브랜드
17,2018-09-18 22:14:07,3149786,199000,114025532,4104294,이외 브랜드
250,2018-09-18 22:42:57,21783151,149000,100043283,4104294,이외 브랜드
5,2018-09-18 23:47:28,25742681,199000,114025532,4104294,이외 브랜드
815,2018-09-18 23:48:56,1088417,179000,101619260,4104294,이외 브랜드
913,2018-09-19 00:51:48,25684080,134900,100043331,4104294,이외 브랜드
824,2018-09-19 08:24:28,15089526,125000,106215978,4104294,이외 브랜드
273,2018-09-19 08:46:06,5338626,279000,100014009,4104294,이외 브랜드
559,2018-09-19 11:25:47,20394198,249000,101624945,4104294,이외 브랜드
848,2018-09-19 11:25:57,15974812,339000,100539910,4104294,이외 브랜드
880,2018-09-19 11:49:10,11338702,85000,106216066,4104294,이외 브랜드
860,2018-09-19 13:24:24,2479055,114000,100077174,4104294,이외 브랜드
542,2018-09-19 14:20:05,9542858,148000,114074970,4104294,이외 브랜드
541,2018-09-19 14:31:32,9542858,148000,114074970,4104294,이외 브랜드
825,2018-09-19 17:39:06,22536272,125000,106215978,4104294,이외 브랜드
558,2018-09-19 17:42:09,5764435,249000,101624945,4104294,이외 브랜드
249,2018-09-19 21:27:15,7790187,279000,115477550,4104294,이외 브랜드
830,2018-09-19 22:13:10,16541637,125000,106215978,4104294,이외 브랜드
912,2018-09-20 00:41:06,1508515,134900,100043331,4104294,이외 브랜드
813,2018-09-20 01:46:28,3878584,179000,101619260,4104294,이외 브랜드
900,2018-09-20 11:13:31,6829551,479000,100231628,4104294,이외 브랜드
843,2018-09-20 11:15:24,16160680,127000,107709786,4104294,이외 브랜드
624,2018-09-20 11:28:31,1389924,265000,101354312,4104294,이외 브랜드
453,2018-09-20 11:59:43,7719428,82400,100189904,4104294,이외 브랜드
899,2018-09-20 12:14:19,1167947,479000,100231628,4104294,이외 브랜드
626,2018-09-20 13:47:37,22553102,115000,101353689,4104294,이외 브랜드
450,2018-09-20 14:40:02,20261529,168000,101158787,4104294,이외 브랜드
101,2018-09-20 17:00:33,11038313,179000,101633398,4104294,이외 브랜드
850,2018-09-20 18:56:47,8320601,339000,100539910,4104294,이외 브랜드
851,2018-09-21 02:41:51,21623454,114000,100077174,4104294,이외 브랜드
556,2018-09-21 08:59:24,25753308,219000,100364713,4104294,이외 브랜드
247,2018-09-21 11:32:25,11669134,234000,100582723,4104294,이외 브랜드
243,2018-09-21 11:33:58,24640378,219000,100228871,4104294,이외 브랜드
776,2018-09-21 14:16:38,21194780,142900,100043311,4104294,이외 브랜드
109,2018-09-21 16:04:32,18484071,265000,113109005,4104294,이외 브랜드
886,2018-09-22 08:46:56,2804662,599000,100229504,4104294,이외 브랜드
800,2018-09-22 14:14:07,2606754,168000,100377446,4104294,이외 브랜드
903,2018-09-22 15:09:26,6362246,479000,100231628,4104294,이외 브랜드
887,2018-09-23 00:01:14,10791210,599000,100229504,4104294,이외 브랜드
117,2018-09-23 09:30:08,6084085,119000,116337763,4104294,이외 브랜드
820,2018-09-24 00:46:16,2721429,429000,100351374,4104294,이외 브랜드
795,2018-09-24 09:15:17,17942856,168000,100377446,4104294,이외 브랜드
494,2018-09-24 10:23:49,12805253,99000,106216044,4104294,이외 브랜드
806,2018-09-24 13:57:40,1431650,168000,100377446,4104294,이외 브랜드
808,2018-09-24 15:29:59,13362827,209000,106996831,4104294,이외 브랜드
787,2018-09-24 21:31:55,14412727,168000,100377446,4104294,이외 브랜드
788,2018-09-24 21:49:38,14412727,168000,100377446,4104294,이외 브랜드
496,2018-09-24 23:40:42,22356145,99000,106216044,4104294,이외 브랜드
792,2018-09-24 23:46:56,5491496,168000,100377446,4104294,이외 브랜드
805,2018-09-25 10:29:11,25781777,168000,100377446,4104294,이외 브랜드
248,2018-09-25 11:43:30,11669134,234000,100582723,4104294,이외 브랜드
448,2018-09-25 12:56:41,13922358,168000,101158787,4104294,이외 브랜드
493,2018-09-25 13:02:15,20588134,99000,106216044,4104294,이외 브랜드
878,2018-09-25 13:52:01,10185485,85000,106216066,4104294,이외 브랜드
874,2018-09-25 13:52:37,22353582,329000,116208918,4104294,이외 브랜드
649,2018-09-25 16:20:07,14073202,126000,107870964,4104294,이외 브랜드
908,2018-09-25 18:41:16,10908254,439000,106996665,4104294,이외 브랜드
907,2018-09-25 20:36:42,25260426,439000,106996665,4104294,이외 브랜드
103,2018-09-25 22:35:40,14028465,159000,100227779,4104294,이외 브랜드
269,2018-09-25 23:04:48,11388793,629000,110272745,4104294,이외 브랜드
546,2018-09-26 00:09:15,2776008,124000,100360654,4104294,이외 브랜드
888,2018-09-26 02:48:25,10613728,599000,100229504,4104294,이외 브랜드
240,2018-09-26 12:15:31,17192816,74400,100189893,4104294,이외 브랜드
237,2018-09-26 12:19:17,17192816,74400,100189893,4104294,이외 브랜드
597,2018-09-26 12:37:39,13803651,329000,100022884,4104294,이외 브랜드
846,2018-09-26 13:17:28,4450646,129000,101905991,4104294,이외 브랜드
872,2018-09-26 14:13:24,4222707,239000,100445247,4104294,이외 브랜드
118,2018-09-26 14:29:54,13499696,119000,116337763,4104294,이외 브랜드
235,2018-09-26 14:59:36,2938323,74400,100189893,4104294,이외 브랜드
802,2018-09-26 16:56:27,24443087,168000,100377446,4104294,이외 브랜드
821,2018-09-26 17:31:33,21713801,125000,106215978,4104294,이외 브랜드
869,2018-09-26 17:44:16,4090928,239000,100445247,4104294,이외 브랜드
826,2018-09-26 18:02:55,14151219,125000,106215978,4104294,이외 브랜드
711,2018-09-26 19:13:17,10469326,359000,107490799,4104294,이외 브랜드
822,2018-09-26 19:45:54,10623280,125000,106215978,4104294,이외 브랜드
919,2018-09-26 20:07:40,6575521,259000,100445176,4104294,이외 브랜드
766,2018-09-26 20:23:34,18683680,120000,105453632,4104294,이외 브랜드
901,2018-09-26 22:02:41,11689469,479000,100231628,4104294,이외 브랜드
120,2018-09-26 22:14:57,13499696,119000,116337763,4104294,이외 브랜드
452,2018-09-26 22:33:27,1180097,159000,100227752,4104294,이외 브랜드
490,2018-09-27 02:04:04,24763773,269000,100275526,4104294,이외 브랜드
890,2018-09-27 10:07:47,1167947,599000,100229504,4104294,이외 브랜드
877,2018-09-27 10:21:16,20469002,85000,106216066,4104294,이외 브랜드
603,2018-09-27 12:11:01,19582995,119000,101353159,4104294,이외 브랜드
116,2018-09-27 12:30:27,6247500,119000,116337763,4104294,이외 브랜드
797,2018-09-27 13:26:59,13517852,168000,100377446,4104294,이외 브랜드
829,2018-09-27 15:03:29,14697092,125000,106215978,4104294,이외 브랜드
233,2018-09-27 15:44:19,4891435,165000,100051548,4104294,이외 브랜드
906,2018-09-27 17:31:01,25770957,154900,101577289,4104294,이외 브랜드
897,2018-09-27 18:33:44,7638190,599000,100229504,4104294,이외 브랜드
883,2018-09-27 22:07:47,7007786,85000,106216066,4104294,이외 브랜드
835,2018-09-27 23:37:41,17415013,289000,113061145,4104294,이외 브랜드
891,2018-09-28 01:40:29,2884754,599000,100229504,4104294,이외 브랜드
833,2018-09-28 05:05:48,5898234,309000,100265484,4104294,이외 브랜드
563,2018-09-28 09:35:34,22326462,249000,101624945,4104294,이외 브랜드
794,2018-09-28 10:09:55,3864407,168000,100377446,4104294,이외 브랜드
270,2018-09-28 10:12:02,4025615,629000,110272745,4104294,이외 브랜드
921,2018-09-28 10:20:45,22049658,259000,100445176,4104294,이외 브랜드
804,2018-09-28 12:10:43,6497978,168000,100377446,4104294,이외 브랜드
449,2018-09-28 12:43:26,1999728,168000,101158787,4104294,이외 브랜드
918,2018-09-28 16:00:52,6589870,259000,100445176,4104294,이외 브랜드
115,2018-09-28 16:31:13,3991502,119000,116337763,4104294,이외 브랜드
451,2018-09-28 19:09:35,21451961,215000,100927105,4104294,이외 브랜드
102,2018-09-28 21:19:00,8797166,159000,100227779,4104294,이외 브랜드
457,2018-09-29 00:55:36,13698080,299000,114024534,4104294,이외 브랜드
770,2018-09-29 01:40:30,6081405,189000,101633064,4104294,이외 브랜드
489,2018-09-29 16:26:04,7873844,265000,100275520,4104294,이외 브랜드
481,2018-09-29 17:08:15,8284461,109000,116514560,4104294,이외 브랜드
807,2018-09-29 17:13:30,17409665,168000,100377446,4104294,이외 브랜드
119,2018-09-29 17:23:49,17054799,119000,116337763,4104294,이외 브랜드
251,2018-09-29 21:33:03,16490751,299000,100101298,4104294,이외 브랜드
482,2018-09-29 22:25:19,17637571,109000,116514560,4104294,이외 브랜드
889,2018-09-29 23:43:24,7328085,599000,100229504,4104294,이외 브랜드
484,2018-09-29 23:44:19,25813184,109000,116514560,4104294,이외 브랜드
260,2018-09-30 04:03:11,25814008,139000,100822031,4104294,이외 브랜드
483,2018-09-30 08:22:50,3231172,109000,116514560,4104294,이외 브랜드
879,2018-09-30 08:35:57,10505046,85000,106216066,4104294,이외 브랜드
863,2018-09-30 09:54:50,14879014,113900,117306565,4104294,이외 브랜드
121,2018-09-30 15:47:02,6430573,269000,100511042,4104294,이외 브랜드
473,2018-09-30 15:48:21,8540141,155000,100043295,4104294,이외 브랜드
771,2018-09-30 17:11:55,2298502,189000,101633064,4104294,이외 브랜드
842,2018-09-30 18:56:30,15252218,689000,116208767,4104294,이외 브랜드
477,2018-09-30 19:05:34,18366977,999000,111648598,4104294,이외 브랜드
259,2018-09-30 19:23:32,2821859,139000,100822031,4104294,이외 브랜드
258,2018-09-30 19:43:02,20679298,139000,100822031,4104294,이외 브랜드
21,2018-10-01 00:01:52,18645013,114000,100077174,4104294,이외 브랜드
1171,2018-10-01 00:17:07,22840503,179000,107277081,4104294,이외 브랜드
1289,2018-10-01 00:34:46,16662510,359000,100230823,4104294,이외 브랜드
813,2018-10-01 00:43:23,19980103,189000,100227960,4104294,이외 브랜드
116,2018-10-01 00:59:56,11549927,569000,111645900,4104294,이외 브랜드
39,2018-10-01 01:06:16,6912020,113900,117306565,4104294,이외 브랜드
1442,2018-10-01 05:29:03,1289336,109000,116514560,4104294,이외 브랜드
1070,2018-10-01 07:59:04,15342082,168000,101158787,4104294,이외 브랜드
85,2018-10-01 08:53:43,25796748,689000,116208767,4104294,이외 브랜드
96,2018-10-01 09:20:15,25796748,689000,116208767,4104294,이외 브랜드
98,2018-10-01 10:25:33,5424149,689000,116208767,4104294,이외 브랜드
319,2018-10-01 10:26:35,18389793,154900,101577289,4104294,이외 브랜드
1173,2018-10-01 12:03:51,1726805,25000,116184860,4104294,이외 브랜드
1291,2018-10-01 13:14:25,14202059,359000,100230823,4104294,이외 브랜드
334,2018-10-01 13:28:27,15918612,429000,100351374,4104294,이외 브랜드
818,2018-10-01 13:43:06,14473649,215000,100927105,4104294,이외 브랜드
911,2018-10-01 14:54:40,2148581,85000,106216066,4104294,이외 브랜드
1251,2018-10-01 15:35:45,18250356,139000,100822031,4104294,이외 브랜드
129,2018-10-01 16:18:08,7023166,219000,100228871,4104294,이외 브랜드
1254,2018-10-01 16:35:02,3548298,124000,100227591,4104294,이외 브랜드
1299,2018-10-01 16:44:08,25824377,989000,116207002,4104294,이외 브랜드
1275,2018-10-01 20:45:07,2655595,209000,111642375,4104294,이외 브랜드
1444,2018-10-01 20:58:52,20847209,109000,116514560,4104294,이외 브랜드
1295,2018-10-01 21:30:45,7981856,359000,100230823,4104294,이외 브랜드
302,2018-10-01 22:30:28,6416645,379000,100134339,4104294,이외 브랜드
574,2018-10-01 23:41:51,1853192,399000,100230926,4104294,이외 브랜드
1446,2018-10-01 23:42:57,3516878,109000,116514560,4104294,이외 브랜드
1186,2018-10-01 23:58:26,1855158,249000,101624945,4104294,이외 브랜드
1460,2018-10-02 00:33:37,23549658,479000,100231628,4104294,이외 브랜드
1294,2018-10-02 07:48:37,7981856,359000,100230823,4104294,이외 브랜드
1084,2018-10-02 08:41:06,25829703,259000,100445176,4104294,이외 브랜드
948,2018-10-02 08:55:48,6344709,119000,116337763,4104294,이외 브랜드
943,2018-10-02 09:00:23,1363594,119000,116337763,4104294,이외 브랜드
1451,2018-10-02 09:31:28,4536142,599000,100229504,4104294,이외 브랜드
922,2018-10-02 12:21:24,3603432,85000,106216066,4104294,이외 브랜드
817,2018-10-02 14:21:42,5055755,215000,100927105,4104294,이외 브랜드
29,2018-10-02 14:28:32,7477540,154000,111641449,4104294,이외 브랜드
18,2018-10-02 17:24:22,6207794,125000,106215978,4104294,이외 브랜드
1063,2018-10-02 18:54:49,7459019,1269000,111648997,4104294,이외 브랜드
1445,2018-10-02 18:57:59,5649853,109000,116514560,4104294,이외 브랜드
1076,2018-10-02 19:00:16,21100559,168000,101158787,4104294,이외 브랜드
1064,2018-10-02 19:11:17,7459019,1269000,111648997,4104294,이외 브랜드
1061,2018-10-02 19:18:33,7459019,1269000,111648997,4104294,이외 브랜드
1062,2018-10-02 20:19:13,19731129,1269000,111648997,4104294,이외 브랜드
625,2018-10-02 20:35:56,14138234,189000,101633064,4104294,이외 브랜드
577,2018-10-02 21:35:48,25344665,179000,100822147,4104294,이외 브랜드
808,2018-10-02 21:43:41,10366673,189000,100227960,4104294,이외 브랜드
57,2018-10-02 21:55:26,19255342,113900,117306565,4104294,이외 브랜드
626,2018-10-02 21:55:55,15041769,189000,101633064,4104294,이외 브랜드
1188,2018-10-02 22:36:48,22166260,249000,101624945,4104294,이외 브랜드
111,2018-10-02 23:04:07,25834154,379000,116209510,4104294,이외 브랜드
1065,2018-10-02 23:15:25,25835829,1269000,111648997,4104294,이외 브랜드
949,2018-10-02 23:17:19,4116920,119000,116337763,4104294,이외 브랜드
952,2018-10-02 23:25:52,4116920,119000,116337763,4104294,이외 브랜드
1447,2018-10-03 01:43:32,3849931,109000,116514560,4104294,이외 브랜드
122,2018-10-03 02:45:36,12383559,74400,100189893,4104294,이외 브랜드
836,2018-10-03 10:26:18,20717163,299000,117571087,4104294,이외 브랜드
134,2018-10-03 10:48:29,4457190,219000,100228871,4104294,이외 브랜드
1320,2018-10-03 11:15:46,19251733,142900,100043311,4104294,이외 브랜드
590,2018-10-03 13:23:26,17318561,106900,116246620,4104294,이외 브랜드
43,2018-10-03 14:31:19,22064901,113900,117306565,4104294,이외 브랜드
944,2018-10-03 14:43:03,2135714,119000,116337763,4104294,이외 브랜드
954,2018-10-03 16:58:23,1340988,119000,116337763,4104294,이외 브랜드
1331,2018-10-03 17:56:24,1009146,629000,110272745,4104294,이외 브랜드
1167,2018-10-03 18:32:20,25628830,139000,100227679,4104294,이외 브랜드
1085,2018-10-03 19:17:32,25774105,169000,105456045,4104294,이외 브랜드
962,2018-10-03 19:33:11,15965546,119000,116337763,4104294,이외 브랜드
1308,2018-10-03 20:12:26,22362271,989000,116207002,4104294,이외 브랜드
829,2018-10-03 20:54:12,12058837,439000,106996665,4104294,이외 브랜드
967,2018-10-03 21:11:42,13748525,119000,116337763,4104294,이외 브랜드
1443,2018-10-03 23:57:01,1073627,109000,116514560,4104294,이외 브랜드
1221,2018-10-04 01:01:35,14250827,209000,106996831,4104294,이외 브랜드
936,2018-10-04 01:13:25,8198232,119000,116337763,4104294,이외 브랜드
11,2018-10-04 01:57:56,1009146,789000,116208590,4104294,이외 브랜드
92,2018-10-04 03:27:44,16908857,689000,116208767,4104294,이외 브랜드
575,2018-10-04 10:02:28,22657939,399000,100230926,4104294,이외 브랜드
881,2018-10-04 10:06:09,22362271,999000,114333911,4104294,이외 브랜드
929,2018-10-04 10:14:10,4947370,119000,116337763,4104294,이외 브랜드
937,2018-10-04 10:42:02,11279428,119000,116337763,4104294,이외 브랜드
1296,2018-10-04 11:28:29,18029667,359000,100230823,4104294,이외 브랜드
1266,2018-10-04 11:32:30,14119569,359000,107490799,4104294,이외 브랜드
1190,2018-10-04 12:06:45,5155192,230000,101354210,4104294,이외 브랜드
1355,2018-10-04 14:18:25,12227764,289000,101902648,4104294,이외 브랜드
100,2018-10-04 14:19:05,19731129,689000,116208767,4104294,이외 브랜드
1384,2018-10-04 14:47:27,25233804,119000,100342428,4104294,이외 브랜드
569,2018-10-04 15:15:23,3808585,87900,106443179,4104294,이외 브랜드
957,2018-10-04 15:38:47,12155569,119000,116337763,4104294,이외 브랜드
951,2018-10-04 15:40:59,12155569,119000,116337763,4104294,이외 브랜드
1094,2018-10-04 16:05:34,19479783,124000,100360654,4104294,이외 브랜드
809,2018-10-04 17:31:30,24234764,189000,100227960,4104294,이외 브랜드
55,2018-10-04 17:39:02,14239002,113900,117306565,4104294,이외 브랜드
159,2018-10-04 17:57:35,2003791,670000,108763599,4104294,이외 브랜드
323,2018-10-04 19:31:42,8818052,115000,101352224,4104294,이외 브랜드
103,2018-10-04 19:41:27,13702378,689000,116208767,4104294,이외 브랜드
89,2018-10-04 20:34:17,13702378,689000,116208767,4104294,이외 브랜드
1271,2018-10-04 21:11:31,2091837,359000,107490799,4104294,이외 브랜드
332,2018-10-05 00:51:58,1864949,459000,100351374,4104294,이외 브랜드
912,2018-10-05 01:53:45,23615687,85000,106216066,4104294,이외 브랜드
966,2018-10-05 02:52:33,18769433,119000,116337763,4104294,이외 브랜드
848,2018-10-05 10:56:34,11670116,119000,101353159,4104294,이외 브랜드
971,2018-10-05 12:18:34,24557500,99000,106216044,4104294,이외 브랜드
880,2018-10-05 13:40:35,24269480,159000,100227752,4104294,이외 브랜드
1301,2018-10-05 15:27:20,25796748,989000,116207002,4104294,이외 브랜드
19,2018-10-05 15:39:50,6083476,125000,106215978,4104294,이외 브랜드
44,2018-10-05 16:00:11,15966181,113900,117306565,4104294,이외 브랜드
9,2018-10-05 17:19:35,4013904,789000,116208590,4104294,이외 브랜드
599,2018-10-05 17:55:52,22767111,234000,111635717,4104294,이외 브랜드
622,2018-10-05 18:58:50,9809735,189000,101633064,4104294,이외 브랜드
108,2018-10-05 19:14:50,15501441,359000,100134286,4104294,이외 브랜드
623,2018-10-05 19:49:12,24161648,189000,101633064,4104294,이외 브랜드
26,2018-10-05 21:10:52,23191952,539000,100231519,4104294,이외 브랜드
945,2018-10-05 21:58:14,12504646,119000,116337763,4104294,이외 브랜드
1439,2018-10-05 23:25:20,2929449,279000,115477550,4104294,이외 브랜드
1305,2018-10-06 11:34:24,24539424,989000,116207002,4104294,이외 브랜드
1292,2018-10-06 12:03:26,17542999,359000,100230823,4104294,이외 브랜드
932,2018-10-06 14:50:00,13383140,119000,116337763,4104294,이외 브랜드
53,2018-10-06 15:25:22,20984655,113900,117306565,4104294,이외 브랜드
931,2018-10-06 16:19:10,5048987,119000,116337763,4104294,이외 브랜드
821,2018-10-06 17:08:58,23790825,279000,100014009,4104294,이외 브랜드
52,2018-10-06 20:57:22,25844088,113900,117306565,4104294,이외 브랜드
1071,2018-10-06 23:13:32,13061513,168000,101158787,4104294,이외 브랜드
815,2018-10-07 02:59:58,3861756,189000,100227960,4104294,이외 브랜드
1335,2018-10-07 07:53:33,10411492,189000,100822566,4104294,이외 브랜드
1227,2018-10-07 11:44:02,5802778,205000,100347461,4104294,이외 브랜드
578,2018-10-07 14:18:02,2395605,135000,105455992,4104294,이외 브랜드
879,2018-10-07 15:19:37,19038259,345000,106180398,4104294,이외 브랜드
24,2018-10-07 15:41:33,3085957,114000,100077174,4104294,이외 브랜드
830,2018-10-07 15:45:53,25866262,439000,106996665,4104294,이외 브랜드
40,2018-10-07 15:51:01,20650090,113900,117306565,4104294,이외 브랜드
831,2018-10-07 16:23:41,25864589,439000,106996665,4104294,이외 브랜드
54,2018-10-07 16:30:15,23381577,113900,117306565,4104294,이외 브랜드
1069,2018-10-07 17:02:28,9490716,168000,101158787,4104294,이외 브랜드
819,2018-10-07 19:51:47,11908992,215000,100927105,4104294,이외 브랜드
1399,2018-10-07 20:58:27,23260695,157000,114222756,4104294,이외 브랜드
345,2018-10-07 22:22:09,3895710,139000,114231705,4104294,이외 브랜드
820,2018-10-07 22:55:54,25869133,279000,100014009,4104294,이외 브랜드
94,2018-10-08 01:15:44,2750413,689000,116208767,4104294,이외 브랜드
806,2018-10-08 07:53:36,10264243,189000,100227960,4104294,이외 브랜드
1080,2018-10-08 09:36:09,4173418,168000,101158787,4104294,이외 브랜드
1218,2018-10-08 12:20:42,6519496,168000,100377446,4104294,이외 브랜드
58,2018-10-08 13:19:41,22835259,113900,117306565,4104294,이외 브랜드
969,2018-10-08 15:29:28,24111176,269000,100275526,4104294,이외 브랜드
589,2018-10-08 16:18:36,1765110,106900,116246620,4104294,이외 브랜드
161,2018-10-08 16:28:59,6669012,670000,108763599,4104294,이외 브랜드
83,2018-10-08 17:38:37,25874807,309000,116208918,4104294,이외 브랜드
102,2018-10-08 18:13:49,14291787,689000,116208767,4104294,이외 브랜드
123,2018-10-08 18:39:34,16198817,219000,100228871,4104294,이외 브랜드
37,2018-10-08 19:03:53,8257698,113900,117306565,4104294,이외 브랜드
1272,2018-10-08 20:56:37,6137378,359000,107490799,4104294,이외 브랜드
1083,2018-10-08 21:42:44,19649462,259000,100445176,4104294,이외 브랜드
621,2018-10-08 22:09:26,11099931,189000,101633064,4104294,이외 브랜드
1349,2018-10-09 10:33:56,9613651,255000,100538632,4104294,이외 브랜드
572,2018-10-09 11:59:45,15489593,399000,100230926,4104294,이외 브랜드
82,2018-10-09 14:37:26,4077054,309000,116208918,4104294,이외 브랜드
1307,2018-10-09 16:03:40,24985488,969000,116207002,4104294,이외 브랜드
1311,2018-10-09 16:06:25,24985488,969000,116207002,4104294,이외 브랜드
1228,2018-10-09 16:52:06,13249525,205000,100347461,4104294,이외 브랜드
1315,2018-10-09 17:38:11,21483318,359000,100521726,4104294,이외 브랜드
101,2018-10-09 17:52:21,20657575,689000,116208767,4104294,이외 브랜드
45,2018-10-09 17:59:28,15862742,113900,117306565,4104294,이외 브랜드
1072,2018-10-09 19:07:00,4219905,168000,101158787,4104294,이외 브랜드
1219,2018-10-09 19:28:45,19990651,209000,106996831,4104294,이외 브랜드
28,2018-10-09 20:00:54,2678555,159000,111641449,4104294,이외 브랜드
970,2018-10-09 21:17:13,9338289,269000,100275526,4104294,이외 브랜드
552,2018-10-09 22:15:52,8629796,109000,100077126,4104294,이외 브랜드
1222,2018-10-09 22:22:25,25884150,209000,106996831,4104294,이외 브랜드
349,2018-10-09 23:05:01,6519496,235000,100538763,4104294,이외 브랜드
946,2018-10-09 23:31:32,2047627,119000,116337763,4104294,이외 브랜드
807,2018-10-10 00:24:26,16141981,189000,100227960,4104294,이외 브랜드
1334,2018-10-10 00:28:01,23947837,189000,100822566,4104294,이외 브랜드
950,2018-10-10 08:46:44,14541678,119000,116337763,4104294,이외 브랜드
1313,2018-10-10 09:08:15,25796748,969000,116207002,4104294,이외 브랜드
1259,2018-10-10 09:52:53,2294599,359000,107490799,4104294,이외 브랜드
