mid,dcateCd,scateCd,mcateCd,lcateCd,userOrderCnt,userFirstLastOrderPeriod,orderMeanPeriod,userRecentlyOrderPeriod,alpha,beta,lambda,prob,rcp,score
1307769,233070110,233070100,233070000,233000000,2,17,17.0,17,Infinity,Infinity,NaN,NaN,0.03825622775800712,NaN
13110231,4102985,3100534,2100090,1100016,2,2,2.0,2,Infinity,Infinity,NaN,NaN,0.06666666666666667,NaN
13115011,4105738,3101052,2100201,1100034,2,1,1.0,1,Infinity,Infinity,NaN,NaN,,
13129283,4105738,3101052,2100201,1100034,4,1,1.0,1,Infinity,Infinity,NaN,NaN,,
