,index,dcateCd,rcp_diff,rcp_x,rcp_y,totalOrderUserCnt_x,totalOrderUserCnt_y
413,593,233100124,0.009035715847167003,0.042790542790542,0.051826258637709004,6006.0,10130
414,1265,240030606,0.009025929151759038,0.287404260295063,0.29643018944682203,102622.0,108157
415,891,237060103,0.008998726961057996,0.14475195711368202,0.15375068407474002,94016.0,102328
416,942,238020108,0.008943507709218007,0.09210258082929,0.10104608853850801,24527.0,26384
417,885,237050506,0.008914911415960985,0.14990102573330902,0.15881593714927,166710.0,178200
418,1376,242030401,0.008895453349630003,0.079863589499563,0.088759042849193,12609.0,17970
419,1125,239020704,0.008888821536574998,0.07855973813420601,0.08744855967078101,611.0,972
420,600,233110302,0.008848267563175,0.100671140939597,0.109519408502772,149.0,2164
421,511,233070111,0.008847756932459996,0.026838619728128003,0.035686376660588,2869.0,3839
422,449,233040113,0.008837209302325004,0.04,0.048837209302325005,75.0,430
423,940,238020106,0.008829178128401005,0.13646414848111302,0.14529332660951402,110344.0,118980
424,581,233100111,0.008805118752707002,0.039756782039289,0.048561900791996,2138.0,4798
425,1310,241030201,0.00879010367430999,0.18538240668232803,0.19417251035663802,38310.0,43209
426,919,237060703,0.008732256259601001,0.29657806648654,0.305310322746141,508163.0,534073
427,437,233030501,0.008720625584936997,0.11234474971772601,0.12106537530266301,5314.0,7847
428,1450,244010602,0.008719965902730997,0.11139896373056901,0.12011892963330001,3474.0,5045
429,810,237020601,0.008649687192109998,0.11871965473835601,0.127369341930466,27805.0,30863
430,893,237060105,0.008643479743447008,0.134136406591138,0.14277988633458502,92063.0,101702
431,822,237030102,0.008605456095352015,0.147410892256253,0.15601634835160502,186628.0,206504
432,1274,240040301,0.008586323354381975,0.19997999755525603,0.208566320909638,89989.0,96214
433,1227,240020109,0.008565304661414003,0.172906900848513,0.18147220550992701,67412.0,71471
434,1359,242030109,0.008527726606305991,0.129839427711768,0.138367154318074,32571.0,42380
435,1401,243020204,0.008518100567531994,0.24476081854091103,0.253278919108443,227087.0,245279
436,383,233010503,0.008497352680433001,0.101694915254237,0.11019226793467,2950.0,4837
437,1386,243010201,0.00846393661144798,0.15456628219307902,0.163030218804527,50632.0,64761
438,846,237040301,0.00844825661173898,0.18813031927977503,0.196578575891514,162616.0,172852
439,1259,240030505,0.008337165466092006,0.241592868453463,0.249930033919555,85255.0,89329
440,88,231060503,0.008303993727638001,0.11420429880118801,0.12250829252882602,89839.0,94965
441,790,237020202,0.00828539024210699,0.11522094926350201,0.123506339505609,9165.0,10963
442,1362,242030203,0.008282633864124006,0.16669869331283602,0.17498132717696002,93672.0,103091
443,857,237040404,0.008216652992679985,0.17390414812541502,0.182120801118095,273714.0,290494
444,629,234010101,0.008182557290762005,0.09206323697796301,0.10024579426872501,49781.0,67943
445,1054,238080405,0.00814533099584,0.11583683263347301,0.12398216362931301,100020.0,113476
446,501,233060124,0.008136190822036999,0.025737444639425,0.033873635461462,11967.0,15115
447,488,233060111,0.008125425471266004,0.054886912029769,0.063012337501035,17199.0,24154
448,835,237030401,0.008119313760064029,0.289150298125818,0.297269611885882,692996.0,726307
449,11,231010501,0.008092752517287,0.092630803242446,0.100723555759733,13570.0,17414
450,548,233090304,0.008077693442968006,0.06831119544592,0.076388888888888,1054.0,1440
451,1271,240040103,0.008039205347402018,0.24948955185569702,0.25752875720309903,171418.0,181172
452,1199,240010105,0.008003257680363002,0.181213925049684,0.189217182730047,105163.0,110064
453,888,237050603,0.007925828060755008,0.130177111716621,0.138102939777376,44040.0,52555
454,1440,244010403,0.00790256511802799,0.08228980322003501,0.090192368338063,1677.0,3171
455,1049,238080301,0.007902212334690004,0.11925787895973401,0.12716009129442402,86401.0,98144
456,418,233020135,0.007852897336352,0.09071931018833601,0.09857220752468801,44070.0,49517
457,966,238030501,0.007822870715684022,0.136563036429525,0.14438590714520902,5243.0,6074
458,1044,238070314,0.007804028091113004,0.030969376007368002,0.038773404098481005,26058.0,27132
459,579,233100109,0.007772643908155005,0.044621952899049,0.05239459680720401,14522.0,21987
460,1464,244010901,0.007627149513986006,0.118980169971671,0.126607319485657,1412.0,2022
461,1332,241030503,0.0076011754668690035,0.23902739596170203,0.24662857142857103,21098.0,21875
462,1167,239030207,0.007550315504849001,0.024571854058078,0.032122169562927,1343.0,1899
463,867,237050102,0.007511086679536011,0.186616418685237,0.19412750536477302,148331.0,161703
464,25,231020203,0.007499746630182005,0.113712374581939,0.12121212121212101,2093.0,2277
465,1064,239010304,0.007483428475837994,0.071578947368421,0.079062375844259,1425.0,2517
466,70,231050203,0.0074807752999100086,0.14691790971056,0.15439868501047002,40492.0,44411
467,988,238050206,0.007480634449610002,0.092026052474779,0.099506686924389,48671.0,53313
468,58,231040404,0.007470967067423007,0.374972782301964,0.382443749369387,91852.0,99110
469,77,231060202,0.007411594001717009,0.16280631431050802,0.17021790831222502,96796.0,103438
470,1439,244010401,0.0073949462289050055,0.072841444270015,0.08023639049892001,6370.0,8799
471,530,233080119,0.007392835330807999,0.054690089492873004,0.062082924823681,12068.0,31619
472,535,233080124,0.007308632951666998,0.031841255191509,0.039149888143176,2167.0,6258
473,1313,241030204,0.007298934049181027,0.288878683919068,0.29617761796824904,222114.0,232499
474,995,238050305,0.007276275460721002,0.120901529380198,0.128177804840919,18635.0,26276
475,1186,239030607,0.0072185851340009904,0.11047021364957701,0.117688798783578,65013.0,69055
476,1229,240020201,0.0071400202291639625,0.24469153026848603,0.25183155049765,117548.0,131719
477,1047,238080201,0.007137897804478016,0.133124314426623,0.14026221223110102,115779.0,121886
478,1275,240040302,0.007136181747467996,0.182784432326022,0.18992061407349,125979.0,137052
479,609,233110601,0.007131286004379005,0.042349304482225,0.049480590486604005,3235.0,3658
480,1360,242030201,0.007059990300850999,0.07941777323799701,0.08647776353884801,7832.0,21069
481,1269,240040101,0.007018996409883987,0.20921689083005002,0.216235887239934,48997.0,56332
482,398,233020115,0.006975244747161005,0.10240178737665201,0.10937703212381301,5371.0,15378
483,1365,242030206,0.006950239621823992,0.06353574267718401,0.070485982299008,16353.0,18869
484,85,231060402,0.006936421722696984,0.27075105601153804,0.277687477734235,87357.0,89824
485,868,237050103,0.006912111914536993,0.06068356196233401,0.067595673876871,8602.0,9616
486,504,233070104,0.006876250775240997,0.096867167919799,0.10374341869504,63840.0,72554
487,905,237060301,0.006850626262282999,0.302359537437215,0.309210163699498,17122.0,18143
488,887,237050602,0.006846190179494005,0.223147455826217,0.229993646005711,127055.0,143217
489,1163,239030203,0.006805277781505997,0.06403940886699501,0.070844686648501,3654.0,5872
490,769,237010103,0.006805273001259021,0.133556660914289,0.14036193391554802,29553.0,33321
491,479,233060102,0.0067968236205899965,0.03631444033039,0.04311126395098,21066.0,31987
492,1016,238060602,0.006780528628294008,0.126878191101385,0.13365871972967902,27420.0,31962
493,915,237060602,0.006777948994430016,0.133342884109755,0.14012083310418502,118664.0,127283
494,480,233060103,0.006764668719835998,0.062010659167057,0.068775327886893,57603.0,77237
495,1354,242030104,0.006749898354495007,0.098837639742355,0.10558753809685001,13507.0,14765
496,618,233120203,0.006745504071026004,0.13869193263203,0.145437436703056,111982.0,125401
497,485,233060108,0.0066491846004130065,0.041684759009986,0.048333943610399006,2303.0,2731
498,428,233030203,0.006646405544351003,0.036697247706422,0.043343653250773,109.0,323
499,412,233020129,0.006621690952795009,0.103794278247071,0.11041596919986602,42854.0,47792
500,466,233050104,0.006611613839027995,0.04839506172839501,0.055006675567423,2025.0,3745
501,861,237040502,0.006601158842756999,0.155875078599874,0.162476237442631,119275.0,125723
502,386,233020103,0.00658381136397701,0.085233965092622,0.09181777645659901,46695.0,53824
503,291,232063604,0.006544022310835,0.036585365853658,0.043129388164493,82.0,997
504,1188,239030702,0.006474262286785,0.061699650756693,0.068173913043478,859.0,2875
505,1311,241030202,0.0063896938973429795,0.19772099619336703,0.20411069009071,80386.0,87090
506,1333,241030601,0.006361892808539993,0.09234234234234201,0.098704235150882,10212.0,11499
507,1341,242020102,0.006337760430195016,0.43954764765541504,0.44588540808561006,373691.0,382383
508,1043,238070313,0.006306782457433005,0.12254941770753801,0.128856200164971,61567.0,72740
509,57,231040403,0.006299026151331988,0.24093567251461903,0.24723469866595102,55575.0,59668
510,1456,244010701,0.006297459127076993,0.08071585098612101,0.087013310113198,13690.0,16078
511,990,238050208,0.006286078512046003,0.118393436367105,0.12467951487915101,31446.0,34713
512,794,237020303,0.006264040557690989,0.09923791511375601,0.105501955671447,17977.0,19175
513,409,233020126,0.006257455236983997,0.10735064836293101,0.11360810359991501,26297.0,32973
514,464,233050102,0.0062387919767230016,0.10477299185098901,0.11101178382771201,6013.0,24610
515,1334,241030602,0.006229936790548007,0.126332622601279,0.132562559391827,13132.0,18942
516,877,237050403,0.006228287875655991,0.254909681836748,0.261137969712404,340297.0,359289
517,1241,240030101,0.006167730748854017,0.139294014310026,0.14546174505888002,54647.0,58084
518,984,238050201,0.006118267720578011,0.087362108536314,0.09348037625689201,13507.0,15415
519,12,231010502,0.006084360935735,0.08657512595080501,0.09265948688654001,50615.0,59519
520,1154,239021208,0.006069405488643015,0.189792663476874,0.19586206896551703,627.0,725
521,492,233060115,0.006046882945789998,0.050037119524870007,0.056084002470660005,6735.0,8095
522,792,237020301,0.006030206680620001,0.11576704545454501,0.12179725213516501,9856.0,16158
523,1458,244010801,0.0060268800070030215,0.127622894296128,0.13364977430313102,20302.0,21489
524,524,233080113,0.005968820823328003,0.08966571463051601,0.09563453545384401,24859.0,80358
525,1029,238070202,0.005961739029981997,0.071423184252206,0.077384923282188,13259.0,16489
