dcateCd,scateCd,mcateCd,lcateCd,moreT2TimesOrderUserCnt,totalOrderUserCnt,rcp,,,
4101157,3100215,2100028,1100005,16,117,0.136752137,,,
4101158,3100215,2100028,1100005,881,3111,0.283188685,,,
4101159,3100215,2100028,1100005,30,133,0.22556391,,,
4101160,3100215,2100028,1100005,331,1445,0.229065744,,,
4101161,3100216,2100029,1100005,1,25,0.04,,,
4101162,3100216,2100029,1100005,3,27,0.111111111,,,
4101163,3100216,2100029,1100005,0,1,0,,,
4101166,3100216,2100029,1100005,4,9,0.444444444,,,
4101167,3100216,2100029,1100005,0,1,0,,,
4101168,3100216,2100029,1100005,223,703,0.317211949,,,
4101169,3100216,2100029,1100005,2,9,0.222222222,,,
4101171,3100217,2100030,1100006,22,548,0.040145985,,,
4101172,3100217,2100030,1100006,7,154,0.045454545,,,
4101173,3100218,2100031,1100006,5,183,0.027322404,,,
4101174,3100218,2100031,1100006,162,1632,0.099264706,,,
4101176,3100218,2100031,1100006,21,184,0.114130435,,,
4101177,3100218,2100031,1100006,224,2319,0.096593359,,,
4101179,3100219,2100031,1100006,3,60,0.05,,,
4101180,3100219,2100031,1100006,247,1988,0.124245473,,,
4101181,3100219,2100031,1100006,1020,8212,0.124208475,,,
4101183,3100220,2100031,1100006,6,56,0.107142857,,,
4101184,3100220,2100031,1100006,142,883,0.160815402,,,
4101185,3100220,2100031,1100006,329,1760,0.186931818,,,
4101187,3100220,2100031,1100006,205,3043,0.067367729,,,
4101189,3100222,2100032,1100006,127,2318,0.054788611,,,
4101190,3100222,2100032,1100006,15,241,0.062240664,,,
4101191,3100222,2100032,1100006,2,89,0.02247191,,,
4101192,3100222,2100032,1100006,0,52,0,,,
4101193,3100222,2100032,1100006,10,201,0.049751244,,,
4101194,3100222,2100032,1100006,29,941,0.030818278,,,
4101195,3100223,2100032,1100006,0,11,0,,,
4101196,3100223,2100032,1100006,400,7277,0.054967706,,,
4101197,3100223,2100032,1100006,24,751,0.03195739,,,
4101198,3100223,2100032,1100006,6,125,0.048,,,
4101199,3100224,2100032,1100006,4,76,0.052631579,,,
4101200,3100224,2100032,1100006,6,95,0.063157895,,,
4101201,3100225,2100032,1100006,7423,75588,0.098203419,,,
4101202,3100225,2100032,1100006,62,1440,0.043055556,,,
4101203,3100225,2100032,1100006,1209,14898,0.081151832,,,
4101204,3100225,2100032,1100006,46,979,0.046986721,,,
4101205,3100226,2100032,1100006,6,51,0.117647059,,,
4101206,3100226,2100032,1100006,9,428,0.021028037,,,
4101207,3100226,2100032,1100006,22,503,0.043737575,,,
4101208,3100226,2100032,1100006,998,4144,0.240830116,,,
4101209,3100226,2100032,1100006,183,2777,0.065898452,,,
4101210,3100227,2100032,1100006,1,14,0.071428571,,,
4101214,3100227,2100032,1100006,0,2,0,,,
4101216,3100227,2100032,1100006,0,2,0,,,
4101218,3100228,2100032,1100006,0,1,0,,,
4101221,3100228,2100032,1100006,1,7,0.142857143,,,
4101224,3100228,2100032,1100006,1,42,0.023809524,,,
4101226,3100229,2100033,1100006,15,85,0.176470588,,,
4101227,3100229,2100033,1100006,1,7,0.142857143,,,
4101228,3100229,2100033,1100006,0,1,0,,,
4101229,3100229,2100033,1100006,163,290,0.562068966,,,
4101230,3100229,2100033,1100006,0,7,0,,,
4101231,3100229,2100033,1100006,450,661,0.680786687,,,
4101232,3100229,2100033,1100006,1,12,0.083333333,,,
4101233,3100230,2100033,1100006,159,304,0.523026316,,,
4101234,3100230,2100033,1100006,20,45,0.444444444,,,
4101235,3100230,2100033,1100006,15,87,0.172413793,,,
4101236,3100230,2100033,1100006,521,1059,0.49197356,,,
4101237,3100231,2100033,1100006,15,217,0.069124424,,,
4101238,3100231,2100033,1100006,5,45,0.111111111,,,
4101239,3100231,2100033,1100006,3,37,0.081081081,,,
4101240,3100232,2100033,1100006,3,75,0.04,,,
4101241,3100232,2100033,1100006,54,177,0.305084746,,,
4101243,3100232,2100033,1100006,23,215,0.106976744,,,
4101244,3100232,2100033,1100006,2,32,0.0625,,,
4101245,3100232,2100033,1100006,11,217,0.050691244,,,
4101246,3100232,2100033,1100006,2,48,0.041666667,,,
4101247,3100233,2100033,1100006,0,17,0,,,
4101248,3100233,2100033,1100006,12,128,0.09375,,,
4101249,3100233,2100033,1100006,1,28,0.035714286,,,
4101250,3100233,2100033,1100006,0,1,0,,,
4101251,3100233,2100033,1100006,2,69,0.028985507,,,
4101254,3100234,2100033,1100006,132,308,0.428571429,,,
4101255,3100234,2100033,1100006,78,168,0.464285714,,,
4101256,3100234,2100033,1100006,3,23,0.130434783,,,
4101257,3100234,2100033,1100006,61,116,0.525862069,,,
4101259,3100235,2100033,1100006,239,569,0.420035149,,,
4101260,3100235,2100033,1100006,1,6,0.166666667,,,
4101261,3100235,2100033,1100006,0,39,0,,,
4101262,3100235,2100033,1100006,2,77,0.025974026,,,
4101263,3100235,2100033,1100006,36,114,0.315789474,,,
4101264,3100236,2100033,1100006,19,237,0.080168776,,,
4101265,3100236,2100033,1100006,7,32,0.21875,,,
4101266,3100236,2100033,1100006,3,42,0.071428571,,,
4101267,3100236,2100033,1100006,29,438,0.066210046,,,
4101268,3100237,2100033,1100006,0,29,0,,,
4101269,3100237,2100033,1100006,13,151,0.086092715,,,
4101270,3100237,2100033,1100006,2,18,0.111111111,,,
4101274,3100239,2100033,1100006,1,7,0.142857143,,,
4101276,3100239,2100033,1100006,0,6,0,,,
4101277,3100239,2100033,1100006,31,519,0.05973025,,,
4101278,3100239,2100033,1100006,4,24,0.166666667,,,
4101279,3100240,2100033,1100006,9,244,0.036885246,,,
4101280,3100240,2100033,1100006,24,508,0.047244094,,,
4101281,3100240,2100033,1100006,25,955,0.02617801,,,
4101282,3100240,2100033,1100006,61,2581,0.02363425,,,
4101283,3100240,2100033,1100006,4,65,0.061538462,,,
4101284,3100240,2100033,1100006,14,306,0.045751634,,,
4101285,3100240,2100033,1100006,13,221,0.058823529,,,
4101287,3100241,2100033,1100006,0,2,0,,,
4101288,3100241,2100033,1100006,4,76,0.052631579,,,
4101290,3100242,2100033,1100006,0,23,0,,,
4101291,3100242,2100033,1100006,1,41,0.024390244,,,
4101292,3100242,2100033,1100006,26,205,0.126829268,,,
4101293,3100242,2100033,1100006,0,25,0,,,
4101295,3100243,2100033,1100006,62,674,0.091988131,,,
4101296,3100243,2100033,1100006,48,332,0.144578313,,,
4101297,3100244,2100033,1100006,2,3,0.666666667,,,
4101298,3100244,2100033,1100006,20,132,0.151515152,,,
4101299,3100244,2100033,1100006,0,2,0,,,
4101300,3100245,2100033,1100006,462,5231,0.088319633,,,
4101301,3100245,2100033,1100006,83,398,0.208542714,,,
4101302,3100245,2100033,1100006,19,359,0.052924791,,,
4101303,3100245,2100033,1100006,33,300,0.11,,,
4101304,3100246,2100034,1100006,0,2,0,,,
4101305,3100246,2100034,1100006,0,6,0,,,
4101306,3100246,2100034,1100006,0,5,0,,,
4101307,3100247,2100034,1100006,12,276,0.043478261,,,
4101308,3100247,2100034,1100006,1,31,0.032258065,,,
4101309,3100248,2100034,1100006,3,61,0.049180328,,,
4101310,3100248,2100034,1100006,0,11,0,,,
4101312,3100249,2100034,1100006,0,1,0,,,
4101313,3100249,2100034,1100006,1,39,0.025641026,,,
4101316,3100251,2100035,1100006,799,3990,0.200250627,,,
4101317,3100251,2100035,1100006,168,1385,0.121299639,,,
4101318,3100251,2100035,1100006,396,3339,0.118598383,,,
4101319,3100252,2100035,1100006,12,262,0.045801527,,,
4101320,3100252,2100035,1100006,769,5732,0.134159107,,,
4101321,3100252,2100035,1100006,379,3344,0.113337321,,,
4101322,3100252,2100035,1100006,79,915,0.086338798,,,
4101323,3100253,2100035,1100006,187,4280,0.043691589,,,
4101324,3100253,2100035,1100006,482,7894,0.061059032,,,
4101325,3100253,2100035,1100006,0,1,0,,,
4101326,3100253,2100035,1100006,23,555,0.041441441,,,
4101327,3100253,2100035,1100006,4,38,0.105263158,,,
4101328,3100253,2100035,1100006,1568,16432,0.095423564,,,
4101329,3100253,2100035,1100006,27,793,0.034047919,,,
4101330,3100253,2100035,1100006,64,1596,0.040100251,,,
4101331,3100253,2100035,1100006,43,241,0.178423237,,,
4101332,3100254,2100035,1100006,10,198,0.050505051,,,
4101333,3100254,2100035,1100006,24,787,0.030495553,,,
4101334,3100254,2100035,1100006,3,11,0.272727273,,,
4101335,3100255,2100035,1100006,7,380,0.018421053,,,
4101336,3100255,2100035,1100006,386,6624,0.058272947,,,
4101337,3100255,2100035,1100006,49,1265,0.038735178,,,
4101338,3100255,2100035,1100006,176,3122,0.056374119,,,
4101339,3100255,2100035,1100006,96,1709,0.056173201,,,
4101340,3100255,2100035,1100006,114,1365,0.083516484,,,
4101341,3100255,2100035,1100006,882,14196,0.062130178,,,
4101342,3100255,2100035,1100006,102,2498,0.040832666,,,
4101343,3100255,2100035,1100006,1,22,0.045454545,,,
4101344,3100256,2100035,1100006,14,379,0.036939314,,,
4101345,3100256,2100035,1100006,6,205,0.029268293,,,
4101346,3100256,2100035,1100006,215,6601,0.032570823,,,
4101347,3100257,2100035,1100006,85,1487,0.057162071,,,
4101348,3100257,2100035,1100006,396,3852,0.102803738,,,
4101349,3100257,2100035,1100006,865,7246,0.119376208,,,
4101350,3100257,2100035,1100006,3365,15172,0.22179014,,,
4101351,3100257,2100035,1100006,95,1686,0.056346382,,,
4101352,3100257,2100035,1100006,1791,15627,0.11460933,,,
4101353,3100258,2100035,1100006,3016,28303,0.106561142,,,
4101354,3100258,2100035,1100006,2753,22841,0.120528874,,,
4101355,3100258,2100035,1100006,305,3903,0.078145017,,,
4101356,3100258,2100035,1100006,1753,15436,0.113565691,,,
4101357,3100258,2100035,1100006,41,674,0.060830861,,,
4101358,3100258,2100035,1100006,2207,21767,0.101392015,,,
4101359,3100258,2100035,1100006,8448,60328,0.140034478,,,
4101360,3100258,2100035,1100006,15,317,0.047318612,,,
4101363,3100259,2100035,1100006,1,2,0.5,,,
4101364,3100259,2100035,1100006,0,4,0,,,
4101367,3100260,2100030,1100006,0,12,0,,,
4101368,3100260,2100030,1100006,4,52,0.076923077,,,
4101369,3100260,2100030,1100006,0,5,0,,,
4101370,3100261,2100030,1100006,15,371,0.040431267,,,
4101371,3100261,2100030,1100006,87,1903,0.045717288,,,
4101372,3100261,2100030,1100006,670,9383,0.071405734,,,
4101373,3100261,2100030,1100006,3,90,0.033333333,,,
4101374,3100262,2100030,1100006,11,277,0.039711191,,,
4101375,3100262,2100030,1100006,16,296,0.054054054,,,
4101376,3100262,2100030,1100006,22,360,0.061111111,,,
4101377,3100262,2100030,1100006,1,84,0.011904762,,,
4101378,3100263,2100036,1100007,14,77,0.181818182,,,
4101379,3100263,2100036,1100007,30,139,0.215827338,,,
4101380,3100263,2100036,1100007,0,13,0,,,
4101381,3100264,2100037,1100007,2,15,0.133333333,,,
4101382,3100264,2100037,1100007,253,1213,0.208573784,,,
4101383,3100264,2100037,1100007,14,118,0.118644068,,,
4101384,3100264,2100037,1100007,450,1998,0.225225225,,,
4101385,3100265,2100037,1100007,4,153,0.026143791,,,
4101386,3100265,2100037,1100007,2,77,0.025974026,,,
4101387,3100265,2100037,1100007,2,16,0.125,,,
4101388,3100265,2100037,1100007,0,13,0,,,
4101389,3100265,2100037,1100007,1,55,0.018181818,,,
4101390,3100266,2100037,1100007,5,80,0.0625,,,
4101391,3100266,2100037,1100007,2,77,0.025974026,,,
4101392,3100266,2100037,1100007,5,199,0.025125628,,,
4101393,3100266,2100037,1100007,1,85,0.011764706,,,
4101394,3100266,2100037,1100007,0,10,0,,,
4101395,3100266,2100037,1100007,12,278,0.043165468,,,
4101396,3100266,2100037,1100007,13,865,0.015028902,,,
4101397,3100266,2100037,1100007,98,878,0.111617312,,,
4101398,3100266,2100037,1100007,31,205,0.151219512,,,
4101399,3100266,2100037,1100007,1,112,0.008928571,,,
4101400,3100266,2100037,1100007,0,22,0,,,
4101401,3100266,2100037,1100007,14,324,0.043209877,,,
4101402,3100266,2100037,1100007,3,54,0.055555556,,,
4101403,3100266,2100037,1100007,8,184,0.043478261,,,
4101404,3100266,2100037,1100007,3,147,0.020408163,,,
4101405,3100266,2100037,1100007,19,275,0.069090909,,,
4101406,3100267,2100037,1100007,1,32,0.03125,,,
4101407,3100267,2100037,1100007,17,179,0.094972067,,,
4101408,3100267,2100037,1100007,1,4,0.25,,,
4101409,3100267,2100037,1100007,1,42,0.023809524,,,
4101410,3100268,2100037,1100007,1,45,0.022222222,,,
4101411,3100268,2100037,1100007,12,287,0.041811847,,,
4101412,3100268,2100037,1100007,17,191,0.089005236,,,
4101413,3100269,2100038,1100007,0,23,0,,,
4101414,3100269,2100038,1100007,15,52,0.288461538,,,
4101415,3100269,2100038,1100007,0,10,0,,,
4101416,3100270,2100039,1100007,1,5,0.2,,,
4101417,3100270,2100039,1100007,11,105,0.104761905,,,
4101418,3100270,2100039,1100007,4,50,0.08,,,
4101419,3100270,2100039,1100007,15,63,0.238095238,,,
4101420,3100271,2100039,1100007,8,73,0.109589041,,,
4101421,3100271,2100039,1100007,4,191,0.020942408,,,
4101422,3100271,2100039,1100007,2,28,0.071428571,,,
4101423,3100271,2100039,1100007,0,1,0,,,
4101424,3100271,2100039,1100007,2,16,0.125,,,
4101425,3100272,2100039,1100007,1,14,0.071428571,,,
4101426,3100272,2100039,1100007,0,65,0,,,
4101427,3100272,2100039,1100007,5,184,0.027173913,,,
4101428,3100272,2100039,1100007,1,44,0.022727273,,,
4101429,3100272,2100039,1100007,1,9,0.111111111,,,
4101430,3100272,2100039,1100007,0,5,0,,,
4101431,3100272,2100039,1100007,6,247,0.024291498,,,
4101432,3100272,2100039,1100007,283,3356,0.084326579,,,
4101433,3100272,2100039,1100007,1,8,0.125,,,
4101434,3100272,2100039,1100007,3,157,0.01910828,,,
4101435,3100272,2100039,1100007,32,117,0.273504274,,,
4101436,3100272,2100039,1100007,11,224,0.049107143,,,
4101437,3100272,2100039,1100007,4,71,0.056338028,,,
4101438,3100272,2100039,1100007,3,14,0.214285714,,,
4101439,3100272,2100039,1100007,30,695,0.043165468,,,
4101440,3100272,2100039,1100007,26,207,0.125603865,,,
4101441,3100273,2100039,1100007,6,80,0.075,,,
4101442,3100273,2100039,1100007,23,180,0.127777778,,,
4101443,3100273,2100039,1100007,9,42,0.214285714,,,
4101444,3100273,2100039,1100007,12,448,0.026785714,,,
4101445,3100274,2100039,1100007,61,594,0.102693603,,,
4101446,3100274,2100039,1100007,24,420,0.057142857,,,
4101447,3100274,2100039,1100007,145,1900,0.076315789,,,
4101448,3100275,2100040,1100007,0,1,0,,,
4101450,3100275,2100040,1100007,0,1,0,,,
4101453,3100276,2100041,1100007,0,7,0,,,
4101454,3100276,2100041,1100007,4,122,0.032786885,,,
4101456,3100277,2100041,1100007,0,27,0,,,
4101457,3100277,2100041,1100007,1,8,0.125,,,
4101460,3100278,2100041,1100007,4,70,0.057142857,,,
4101461,3100278,2100041,1100007,2,223,0.00896861,,,
4101462,3100278,2100041,1100007,15,74,0.202702703,,,
4101463,3100278,2100041,1100007,6,189,0.031746032,,,
4101466,3100278,2100041,1100007,0,46,0,,,
4101467,3100278,2100041,1100007,11,217,0.050691244,,,
4101469,3100278,2100041,1100007,1,29,0.034482759,,,
4101471,3100278,2100041,1100007,0,23,0,,,
4101472,3100278,2100041,1100007,0,36,0,,,
4101473,3100278,2100041,1100007,0,3,0,,,
4101474,3100278,2100041,1100007,114,529,0.215500945,,,
4101475,3100278,2100041,1100007,0,16,0,,,
4101476,3100279,2100041,1100007,1,25,0.04,,,
4101479,3100279,2100041,1100007,4,210,0.019047619,,,
4101480,3100280,2100041,1100007,0,11,0,,,
4101481,3100280,2100041,1100007,2,47,0.042553191,,,
4101482,3100280,2100041,1100007,1,83,0.012048193,,,
4101483,3100281,2100042,1100008,71,2334,0.03041988,,,
4101484,3100281,2100042,1100008,0,11,0,,,
4101485,3100281,2100042,1100008,23,124,0.185483871,,,
4101486,3100282,2100042,1100008,1115,13612,0.081913018,,,
4101487,3100282,2100042,1100008,110,985,0.111675127,,,
4101488,3100282,2100042,1100008,80,1477,0.054163846,,,
4101489,3100282,2100042,1100008,16,315,0.050793651,,,
4101490,3100282,2100042,1100008,7,169,0.041420118,,,
4101492,3100283,2100042,1100008,18,147,0.12244898,,,
4101493,3100283,2100042,1100008,27,99,0.272727273,,,
4101495,3100283,2100042,1100008,1,4,0.25,,,
4101496,3100283,2100042,1100008,50,375,0.133333333,,,
4101497,3100284,2100042,1100008,108,1535,0.070358306,,,
4101498,3100284,2100042,1100008,16,460,0.034782609,,,
4101499,3100284,2100042,1100008,20,401,0.049875312,,,
4101500,3100284,2100042,1100008,21,426,0.049295775,,,
4101501,3100284,2100042,1100008,7,136,0.051470588,,,
4101502,3100284,2100042,1100008,179,2266,0.078993822,,,
4101503,3100285,2100043,1100008,42,782,0.05370844,,,
4101504,3100285,2100043,1100008,18,425,0.042352941,,,
4101505,3100285,2100043,1100008,42,676,0.062130178,,,
4101506,3100285,2100043,1100008,4,156,0.025641026,,,
4101507,3100286,2100043,1100008,18,634,0.028391167,,,
4101508,3100286,2100043,1100008,810,9301,0.08708741,,,
4101509,3100287,2100043,1100008,140,928,0.150862069,,,
4101510,3100287,2100043,1100008,3,75,0.04,,,
4101511,3100287,2100043,1100008,6,180,0.033333333,,,
4101512,3100287,2100043,1100008,1,19,0.052631579,,,
4101513,3100288,2100043,1100008,9,238,0.037815126,,,
4101514,3100288,2100043,1100008,61,427,0.142857143,,,
4101515,3100288,2100043,1100008,93,830,0.112048193,,,
4101516,3100288,2100043,1100008,6,190,0.031578947,,,
4101517,3100289,2100043,1100008,1,27,0.037037037,,,
4101518,3100289,2100043,1100008,6,144,0.041666667,,,
4101519,3100289,2100043,1100008,5,40,0.125,,,
4101520,3100289,2100043,1100008,68,2116,0.032136106,,,
4101521,3100289,2100043,1100008,9,334,0.026946108,,,
4101522,3100290,2100043,1100008,1,54,0.018518519,,,
4101523,3100290,2100043,1100008,0,3,0,,,
4101524,3100290,2100043,1100008,0,53,0,,,
4101526,3100291,2100044,1100008,3,61,0.049180328,,,
4101527,3100291,2100044,1100008,23,447,0.051454139,,,
4101528,3100291,2100044,1100008,7,68,0.102941176,,,
4101529,3100291,2100044,1100008,407,7118,0.057178983,,,
4101530,3100292,2100044,1100008,98,1254,0.07814992,,,
4101531,3100292,2100044,1100008,563,5637,0.09987582,,,
4101532,3100292,2100044,1100008,3371,29414,0.11460529,,,
4101533,3100292,2100044,1100008,0,50,0,,,
4101534,3100292,2100044,1100008,7,105,0.066666667,,,
4101535,3100293,2100044,1100008,13,202,0.064356436,,,
4101536,3100293,2100044,1100008,3,25,0.12,,,
4101537,3100293,2100044,1100008,15,277,0.054151625,,,
4101538,3100293,2100044,1100008,28,291,0.096219931,,,
4101539,3100294,2100044,1100008,12,195,0.061538462,,,
4101540,3100294,2100044,1100008,319,5573,0.057240266,,,
4101541,3100294,2100044,1100008,290,4964,0.058420629,,,
4101542,3100294,2100044,1100008,84,1660,0.05060241,,,
4101543,3100295,2100044,1100008,32,358,0.089385475,,,
4101544,3100295,2100044,1100008,13,196,0.066326531,,,
4101545,3100295,2100044,1100008,0,29,0,,,
4101546,3100295,2100044,1100008,12,146,0.082191781,,,
4101547,3100296,2100045,1100008,296,3216,0.092039801,,,
4101548,3100296,2100045,1100008,136,1439,0.094510076,,,
4101549,3100296,2100045,1100008,28,331,0.084592145,,,
4101550,3100296,2100045,1100008,107,1597,0.067000626,,,
4101551,3100296,2100045,1100008,25,251,0.099601594,,,
4101552,3100296,2100045,1100008,33,294,0.112244898,,,
4101553,3100297,2100045,1100008,3,146,0.020547945,,,
4101554,3100297,2100045,1100008,4,93,0.043010753,,,
4101555,3100297,2100045,1100008,1,46,0.02173913,,,
4101556,3100297,2100045,1100008,15,149,0.100671141,,,
4101557,3100298,2100045,1100008,20,709,0.028208745,,,
4101558,3100298,2100045,1100008,11,89,0.123595506,,,
4101559,3100298,2100045,1100008,75,1277,0.058731402,,,
4101560,3100298,2100045,1100008,57,1420,0.040140845,,,
4101561,3100298,2100045,1100008,26,871,0.029850746,,,
4101562,3100299,2100046,1100009,692,3672,0.188453159,,,
4101563,3100299,2100046,1100009,73,378,0.193121693,,,
4101564,3100299,2100046,1100009,145,1142,0.126970228,,,
4101565,3100299,2100046,1100009,241,654,0.368501529,,,
4101566,3100299,2100046,1100009,604,1707,0.353837141,,,
4101567,3100299,2100046,1100009,241,1084,0.222324723,,,
4101568,3100299,2100046,1100009,71,383,0.18537859,,,
4101569,3100300,2100046,1100009,100,1719,0.058173357,,,
4101570,3100300,2100046,1100009,119,1041,0.11431316,,,
4101571,3100300,2100046,1100009,6,58,0.103448276,,,
4101572,3100300,2100046,1100009,96,1643,0.058429702,,,
4101573,3100301,2100046,1100009,129,767,0.168187744,,,
4101574,3100301,2100046,1100009,79,1023,0.077223851,,,
4101575,3100301,2100046,1100009,424,4934,0.085934333,,,
4101576,3100301,2100046,1100009,10,311,0.032154341,,,
4101577,3100301,2100046,1100009,23,429,0.053613054,,,
4101578,3100302,2100046,1100009,52,662,0.078549849,,,
4101579,3100302,2100046,1100009,14,372,0.037634409,,,
4101580,3100302,2100046,1100009,133,1394,0.095408895,,,
4101581,3100302,2100046,1100009,109,1207,0.090306545,,,
4101582,3100302,2100046,1100009,167,1337,0.124906507,,,
4101583,3100302,2100046,1100009,20,99,0.202020202,,,
4101584,3100302,2100046,1100009,22,225,0.097777778,,,
4101585,3100302,2100046,1100009,21,146,0.143835616,,,
4101586,3100302,2100046,1100009,241,1620,0.148765432,,,
4101587,3100302,2100046,1100009,117,1290,0.090697674,,,
4101589,3100302,2100046,1100009,27,299,0.090301003,,,
4101590,3100302,2100046,1100009,47,358,0.131284916,,,
4101591,3100303,2100046,1100009,11,119,0.092436975,,,
4101592,3100303,2100046,1100009,19,50,0.38,,,
4101593,3100303,2100046,1100009,34,465,0.07311828,,,
4101594,3100303,2100046,1100009,190,1562,0.121638924,,,
4101595,3100303,2100046,1100009,19,272,0.069852941,,,
4101596,3100303,2100046,1100009,1872,3614,0.517985612,,,
4101597,3100303,2100046,1100009,42,445,0.094382022,,,
4101598,3100304,2100046,1100009,16,280,0.057142857,,,
4101599,3100304,2100046,1100009,42,165,0.254545455,,,
4101600,3100304,2100046,1100009,15,74,0.202702703,,,
4101601,3100304,2100046,1100009,1,60,0.016666667,,,
4101602,3100304,2100046,1100009,84,1023,0.082111437,,,
4101603,3100304,2100046,1100009,25,390,0.064102564,,,
4101604,3100305,2100047,1100009,15,213,0.070422535,,,
4101605,3100305,2100047,1100009,6,14,0.428571429,,,
4101606,3100305,2100047,1100009,57,363,0.157024793,,,
4101607,3100305,2100047,1100009,284,1282,0.221528861,,,
4101608,3100305,2100047,1100009,4,40,0.1,,,
4101609,3100305,2100047,1100009,458,1417,0.323218066,,,
4101610,3100306,2100047,1100009,15,268,0.055970149,,,
4101611,3100306,2100047,1100009,7,147,0.047619048,,,
4101612,3100306,2100047,1100009,81,852,0.095070423,,,
4101613,3100306,2100047,1100009,276,2243,0.123049487,,,
4101614,3100306,2100047,1100009,86,1135,0.075770925,,,
4101615,3100307,2100047,1100009,3,47,0.063829787,,,
4101616,3100307,2100047,1100009,44,318,0.13836478,,,
4101618,3100307,2100047,1100009,5,171,0.029239766,,,
4101619,3100308,2100047,1100009,54,519,0.104046243,,,
4101620,3100308,2100047,1100009,13,170,0.076470588,,,
4101621,3100308,2100047,1100009,55,441,0.124716553,,,
4101622,3100308,2100047,1100009,9,66,0.136363636,,,
4101623,3100308,2100047,1100009,192,1611,0.119180633,,,
4101624,3100308,2100047,1100009,10,52,0.192307692,,,
4101625,3100308,2100047,1100009,12,69,0.173913043,,,
4101626,3100308,2100047,1100009,286,2279,0.125493638,,,
4101627,3100308,2100047,1100009,11,59,0.186440678,,,
4101629,3100308,2100047,1100009,0,44,0,,,
4101630,3100308,2100047,1100009,10,64,0.15625,,,
4101631,3100309,2100047,1100009,6,79,0.075949367,,,
4101632,3100309,2100047,1100009,10,105,0.095238095,,,
4101633,3100309,2100047,1100009,22,153,0.14379085,,,
4101634,3100309,2100047,1100009,20,197,0.101522843,,,
4101635,3100309,2100047,1100009,223,2755,0.080943739,,,
4101636,3100310,2100047,1100009,0,15,0,,,
4101637,3100310,2100047,1100009,3,40,0.075,,,
4101638,3100310,2100047,1100009,1,4,0.25,,,
4101639,3100310,2100047,1100009,2,14,0.142857143,,,
4101640,3100311,2100048,1100009,27,165,0.163636364,,,
4101641,3100311,2100048,1100009,41,349,0.11747851,,,
4101642,3100311,2100048,1100009,29,160,0.18125,,,
4101643,3100312,2100048,1100009,7,55,0.127272727,,,
4101644,3100312,2100048,1100009,2,16,0.125,,,
4101645,3100312,2100048,1100009,3,45,0.066666667,,,
4101646,3100312,2100048,1100009,2,31,0.064516129,,,
4101647,3100312,2100048,1100009,28,240,0.116666667,,,
4101648,3100312,2100048,1100009,27,214,0.126168224,,,
4101649,3100312,2100048,1100009,11,104,0.105769231,,,
4101650,3100312,2100048,1100009,22,108,0.203703704,,,
4101651,3100313,2100048,1100009,6,92,0.065217391,,,
4101652,3100313,2100048,1100009,11,97,0.113402062,,,
4101653,3100313,2100048,1100009,5,39,0.128205128,,,
4101654,3100313,2100048,1100009,2,53,0.037735849,,,
4101655,3100314,2100048,1100009,22,146,0.150684932,,,
4101656,3100314,2100048,1100009,251,1677,0.149672033,,,
4101657,3100314,2100048,1100009,15,141,0.106382979,,,
4101658,3100314,2100048,1100009,1,17,0.058823529,,,
4101659,3100315,2100049,1100009,181,1593,0.113622097,,,
4101660,3100315,2100049,1100009,180,1553,0.115904701,,,
4101661,3100315,2100049,1100009,162,960,0.16875,,,
4101662,3100316,2100049,1100009,114,907,0.125689085,,,
4101663,3100316,2100049,1100009,216,2069,0.10439826,,,
4101664,3100316,2100049,1100009,3,46,0.065217391,,,
4101665,3100316,2100049,1100009,11,186,0.059139785,,,
4101666,3100317,2100049,1100009,5,124,0.040322581,,,
4101667,3100317,2100049,1100009,16,156,0.102564103,,,
4101668,3100317,2100049,1100009,9,229,0.03930131,,,
4101669,3100317,2100049,1100009,6,262,0.022900763,,,
4101670,3100317,2100049,1100009,12,150,0.08,,,
4101671,3100318,2100049,1100009,5,226,0.022123894,,,
4101672,3100318,2100049,1100009,104,1019,0.102060844,,,
4101673,3100318,2100049,1100009,75,1366,0.054904832,,,
4101674,3100319,2100049,1100009,7,179,0.039106145,,,
4101675,3100319,2100049,1100009,81,1360,0.059558824,,,
4101676,3100319,2100049,1100009,183,1487,0.123066577,,,
4101677,3100319,2100049,1100009,6,119,0.050420168,,,
4101678,3100320,2100050,1100009,70,187,0.374331551,,,
4101679,3100320,2100050,1100009,0,2,0,,,
4101680,3100320,2100050,1100009,1,7,0.142857143,,,
4101681,3100320,2100050,1100009,2,16,0.125,,,
4101682,3100321,2100050,1100009,29,263,0.11026616,,,
4101683,3100321,2100050,1100009,3,69,0.043478261,,,
4101684,3100321,2100050,1100009,39,252,0.154761905,,,
4101685,3100322,2100050,1100009,6,149,0.040268456,,,
4101686,3100322,2100050,1100009,0,4,0,,,
4101687,3100322,2100050,1100009,46,213,0.215962441,,,
4101688,3100322,2100050,1100009,15,137,0.109489051,,,
4101689,3100323,2100051,1100010,72,1199,0.060050042,,,
4101690,3100323,2100051,1100010,2,81,0.024691358,,,
4101691,3100323,2100051,1100010,90,1797,0.050083472,,,
4101692,3100323,2100051,1100010,28,726,0.038567493,,,
4101693,3100323,2100051,1100010,5,74,0.067567568,,,
4101694,3100324,2100051,1100010,0,15,0,,,
4101695,3100324,2100051,1100010,3,83,0.036144578,,,
4101696,3100324,2100051,1100010,4,139,0.028776978,,,
