dcateCd,scateCd,mcateCd,lcateCd,moreT2TimesOrderUserCnt,totalOrderUserCnt,rcp,,,
4101182,3100220,2100031,1100006,239,2024,0.118083004,,,
4101747,3100335,2100054,1100010,2272,20536,0.110634982,,,
4104294,3100757,2100135,1100022,251,2807,0.089419309,,,
4104496,3100805,2100145,1100023,83,843,0.098457888,,,
244030804,244030800,244030000,244000000,266288,836855,0.318200883,,,
4100000,3100000,2100000,1100000,3158,12837,0.246007634,,,
4100001,3100000,2100000,1100000,85,632,0.134493671,,,
4100002,3100488,2100084,1100014,56,507,0.110453649,,,
4100003,3100000,2100000,1100000,575,5536,0.103865607,,,
4100004,3100000,2100000,1100000,43,277,0.155234657,,,
4100005,3100000,2100000,1100000,65,729,0.089163237,,,
4100006,3100000,2100000,1100000,732,5105,0.143388834,,,
4100007,3100001,2100000,1100000,23,198,0.116161616,,,
4100008,3100001,2100000,1100000,42,566,0.074204947,,,
4100009,3100001,2100000,1100000,42,322,0.130434783,,,
4100010,3100001,2100000,1100000,39,220,0.177272727,,,
4100011,3100001,2100000,1100000,144,1048,0.13740458,,,
4100012,3100001,2100000,1100000,72,492,0.146341463,,,
4100013,3100001,2100000,1100000,269,1080,0.249074074,,,
4100014,3100001,2100000,1100000,63,405,0.155555556,,,
4100015,3100002,2100000,1100000,33,214,0.154205607,,,
4100016,3100002,2100000,1100000,56,396,0.141414141,,,
4100017,3100002,2100000,1100000,344,2077,0.165623495,,,
4100018,3100002,2100000,1100000,319,3274,0.097434331,,,
4100019,3100002,2100000,1100000,745,6568,0.113428745,,,
4100020,3100003,2100000,1100000,2,15,0.133333333,,,
4100021,3100003,2100000,1100000,536,3030,0.17689769,,,
4100022,3100003,2100000,1100000,53,632,0.083860759,,,
4100023,3100003,2100000,1100000,8,62,0.129032258,,,
4100024,3100004,2100000,1100000,30,303,0.099009901,,,
4100025,3100004,2100000,1100000,1005,9927,0.101239045,,,
4100026,3100004,2100000,1100000,1050,4060,0.25862069,,,
4100027,3100004,2100000,1100000,31,410,0.075609756,,,
4100028,3100004,2100000,1100000,842,6284,0.133991088,,,
4100029,3100004,2100000,1100000,39,411,0.094890511,,,
4100030,3100005,2100001,1100000,279,1707,0.16344464,,,
4100031,3100005,2100001,1100000,285,3743,0.076142132,,,
4100032,3100005,2100001,1100000,49,222,0.220720721,,,
4100033,3100005,2100001,1100000,122,2382,0.051217464,,,
4100034,3100005,2100001,1100000,100,1017,0.098328417,,,
4100035,3100005,2100001,1100000,27,163,0.165644172,,,
4100036,3100005,2100001,1100000,5,83,0.060240964,,,
4100037,3100006,2100001,1100000,1633,15280,0.106871728,,,
4100038,3100006,2100001,1100000,17,63,0.26984127,,,
4100039,3100006,2100001,1100000,6140,31805,0.193051407,,,
4100040,3100007,2100002,1100000,82,938,0.087420043,,,
4100041,3100007,2100002,1100000,35,591,0.059221658,,,
4100042,3100007,2100002,1100000,105,1025,0.102439024,,,
4100043,3100007,2100002,1100000,4,75,0.053333333,,,
4100044,3100007,2100002,1100000,3,69,0.043478261,,,
4100045,3100008,2100002,1100000,23,200,0.115,,,
4100046,3100008,2100002,1100000,6,134,0.044776119,,,
4100047,3100008,2100002,1100000,38,324,0.117283951,,,
4100048,3100008,2100002,1100000,4,29,0.137931034,,,
4100049,3100506,2100085,1100014,4,142,0.028169014,,,
4100050,3100009,2100002,1100000,58,613,0.094616639,,,
4100051,3100009,2100002,1100000,37,457,0.080962801,,,
4100052,3100009,2100002,1100000,38,433,0.087759815,,,
4100053,3100009,2100002,1100000,37,471,0.078556263,,,
4100054,3100009,2100002,1100000,55,1166,0.047169811,,,
4100055,3100009,2100002,1100000,43,606,0.070957096,,,
4100056,3100009,2100002,1100000,10,99,0.101010101,,,
4100057,3100009,2100002,1100000,110,700,0.157142857,,,
4100058,3100009,2100002,1100000,17,154,0.11038961,,,
4100059,3100010,2100002,1100000,5,88,0.056818182,,,
4100060,3100010,2100002,1100000,44,466,0.094420601,,,
4100061,3100010,2100002,1100000,44,328,0.134146341,,,
4100062,3100010,2100002,1100000,14,213,0.0657277,,,
4100063,3100010,2100002,1100000,24,457,0.052516411,,,
4100064,3100010,2100002,1100000,87,460,0.189130435,,,
4100065,3100010,2100002,1100000,31,839,0.036948749,,,
4100066,3100010,2100002,1100000,21,160,0.13125,,,
4100067,3100010,2100002,1100000,43,241,0.178423237,,,
4100068,3100011,2100002,1100000,21,256,0.08203125,,,
4100069,3100011,2100002,1100000,8,84,0.095238095,,,
4100070,3100011,2100002,1100000,29,411,0.070559611,,,
4100071,3100011,2100002,1100000,24,230,0.104347826,,,
4100072,3100011,2100002,1100000,46,303,0.151815182,,,
4100073,3100011,2100002,1100000,193,1928,0.100103734,,,
4100074,3100011,2100002,1100000,7,126,0.055555556,,,
4100075,3100012,2100003,1100000,127,1115,0.113901345,,,
4100076,3100012,2100003,1100000,1,35,0.028571429,,,
4100077,3100012,2100003,1100000,122,1203,0.101413134,,,
4100078,3100012,2100003,1100000,102,688,0.148255814,,,
4100079,3100012,2100003,1100000,62,253,0.245059289,,,
4100080,3100012,2100003,1100000,66,729,0.090534979,,,
4100081,3100013,2100003,1100000,125,1379,0.090645395,,,
4100082,3100013,2100003,1100000,79,714,0.110644258,,,
4100083,3100013,2100003,1100000,5,69,0.072463768,,,
4100084,3100479,2100079,1100014,15,82,0.182926829,,,
4100085,3100014,2100003,1100000,6525,14385,0.453597497,,,
4100086,3100014,2100003,1100000,41,436,0.094036697,,,
4100087,3100014,2100003,1100000,244,2040,0.119607843,,,
4100088,3100014,2100003,1100000,6798,26693,0.25467351,,,
4100089,3100014,2100003,1100000,3324,26670,0.124634421,,,
4100090,3100014,2100003,1100000,388,1509,0.257123923,,,
4100091,3100015,2100003,1100000,163,1002,0.162674651,,,
4100092,3100015,2100003,1100000,75,506,0.148221344,,,
4100093,3100015,2100003,1100000,147,966,0.152173913,,,
4100094,3100015,2100003,1100000,193,674,0.286350148,,,
4100095,3100015,2100003,1100000,263,1272,0.206761006,,,
4100096,3100015,2100003,1100000,61,538,0.1133829,,,
4100097,3100016,2100004,1100000,202,2441,0.08275297,,,
4100098,3100016,2100004,1100000,39,385,0.101298701,,,
4100099,3100016,2100004,1100000,49,925,0.052972973,,,
4100100,3100016,2100004,1100000,29,359,0.080779944,,,
4100101,3100016,2100004,1100000,12,197,0.060913706,,,
4100102,3100016,2100004,1100000,19,287,0.066202091,,,
4100103,3100016,2100004,1100000,32,492,0.06504065,,,
4100104,3100017,2100005,1100000,1,30,0.033333333,,,
4100105,3100017,2100005,1100000,52,399,0.130325815,,,
4100106,3100017,2100005,1100000,37,570,0.064912281,,,
4100107,3100017,2100005,1100000,54,776,0.069587629,,,
4100108,3100017,2100005,1100000,39,270,0.144444444,,,
4100109,3100017,2100005,1100000,9,427,0.021077283,,,
4100110,3100017,2100005,1100000,3,127,0.023622047,,,
4100111,3100017,2100005,1100000,11,167,0.065868263,,,
4100112,3100017,2100005,1100000,1,12,0.083333333,,,
4100113,3100018,2100005,1100000,19,382,0.04973822,,,
4100114,3100018,2100005,1100000,5,108,0.046296296,,,
4100115,3100018,2100005,1100000,27,394,0.068527919,,,
4100116,3100018,2100005,1100000,53,406,0.130541872,,,
4100117,3100019,2100005,1100000,122,763,0.159895151,,,
4100118,3100019,2100005,1100000,10,182,0.054945055,,,
4100119,3100019,2100005,1100000,18,139,0.129496403,,,
4100120,3100019,2100005,1100000,31,307,0.100977199,,,
4100121,3100019,2100005,1100000,17,127,0.133858268,,,
4100122,3100019,2100005,1100000,6512,28398,0.229311923,,,
4100123,3100019,2100005,1100000,160,1896,0.084388186,,,
4100124,3100019,2100005,1100000,308,3252,0.094710947,,,
4100125,3100019,2100005,1100000,77,525,0.146666667,,,
4100126,3100020,2100006,1100001,1,15,0.066666667,,,
4100127,3100020,2100006,1100001,78,771,0.101167315,,,
4100128,3100020,2100006,1100001,42,531,0.079096045,,,
4100129,3100020,2100006,1100001,6,30,0.2,,,
4100130,3100020,2100006,1100001,1,11,0.090909091,,,
4100131,3100020,2100006,1100001,66,282,0.234042553,,,
4100132,3100020,2100006,1100001,4,50,0.08,,,
4100133,3100021,2100007,1100001,14,245,0.057142857,,,
4100134,3100022,2100006,1100001,24,214,0.112149533,,,
4100135,3100022,2100006,1100001,48,580,0.082758621,,,
4100136,3100022,2100006,1100001,222,1894,0.117212249,,,
4100137,3100023,2100006,1100001,204,2789,0.073144496,,,
4100138,3100023,2100006,1100001,108,2334,0.046272494,,,
4100139,3100023,2100006,1100001,54,914,0.059080963,,,
4100140,3100023,2100006,1100001,14,201,0.069651741,,,
4100141,3100023,2100006,1100001,55,607,0.090609555,,,
4100142,3100023,2100006,1100001,26,689,0.037735849,,,
4100143,3100024,2100006,1100001,11,125,0.088,,,
4100144,3100024,2100006,1100001,72,709,0.101551481,,,
4100145,3100024,2100006,1100001,120,1919,0.062532569,,,
4100146,3100025,2100006,1100001,256,2563,0.09988295,,,
4100147,3100025,2100006,1100001,144,1288,0.111801242,,,
4100148,3100025,2100006,1100001,23,207,0.111111111,,,
4100149,3100025,2100006,1100001,21,291,0.072164948,,,
4100150,3100026,2100006,1100001,67,890,0.075280899,,,
4100151,3100026,2100006,1100001,102,1559,0.065426555,,,
4100152,3100026,2100006,1100001,26,328,0.079268293,,,
4100153,3100026,2100006,1100001,222,3704,0.059935205,,,
4100154,3100026,2100006,1100001,17,228,0.074561404,,,
4100155,3100026,2100006,1100001,16,157,0.101910828,,,
4100156,3100027,2100006,1100001,4,10,0.4,,,
4100157,3100027,2100006,1100001,80,498,0.16064257,,,
4100158,3100027,2100006,1100001,1,15,0.066666667,,,
4100159,3100027,2100006,1100001,11,44,0.25,,,
4100160,3100027,2100006,1100001,7,48,0.145833333,,,
4100162,3100028,2100006,1100001,44,410,0.107317073,,,
4100163,3100028,2100006,1100001,666,5520,0.120652174,,,
4100164,3100028,2100006,1100001,115,1227,0.093724531,,,
4100165,3100028,2100006,1100001,33,327,0.100917431,,,
4100166,3100028,2100006,1100001,16,214,0.074766355,,,
4100167,3100028,2100006,1100001,175,2443,0.071633238,,,
4100168,3100028,2100006,1100001,92,1384,0.066473988,,,
4100169,3100029,2100006,1100001,137,1779,0.077009556,,,
4100170,3100029,2100006,1100001,43,607,0.070840198,,,
4100171,3100029,2100006,1100001,105,810,0.12962963,,,
4100172,3100029,2100006,1100001,52,962,0.054054054,,,
4100173,3100029,2100006,1100001,3,49,0.06122449,,,
4100174,3100029,2100006,1100001,4,41,0.097560976,,,
4100175,3100029,2100006,1100001,62,778,0.079691517,,,
4100176,3100030,2100006,1100001,10,111,0.09009009,,,
4100177,3100030,2100006,1100001,3,42,0.071428571,,,
4100178,3100030,2100006,1100001,40,124,0.322580645,,,
4100179,3100030,2100006,1100001,12,114,0.105263158,,,
4100180,3100031,2100006,1100001,61,421,0.144893112,,,
4100181,3100031,2100006,1100001,82,507,0.1617357,,,
4100182,3100031,2100006,1100001,6,95,0.063157895,,,
4100183,3100031,2100006,1100001,33,374,0.088235294,,,
4100184,3100031,2100006,1100001,64,658,0.097264438,,,
4100185,3100031,2100006,1100001,109,590,0.184745763,,,
4100186,3100031,2100006,1100001,6,74,0.081081081,,,
4100187,3100032,2100006,1100001,1,16,0.0625,,,
4100188,3100032,2100006,1100001,11,66,0.166666667,,,
4100189,3100032,2100006,1100001,13,143,0.090909091,,,
4100190,3100032,2100006,1100001,65,443,0.146726862,,,
4100191,3100032,2100006,1100001,1,7,0.142857143,,,
4100192,3100033,2100006,1100001,120,575,0.208695652,,,
4100193,3100033,2100006,1100001,7,40,0.175,,,
4100194,3100033,2100006,1100001,3,50,0.06,,,
4100195,3100033,2100006,1100001,10,88,0.113636364,,,
4100196,3100033,2100006,1100001,241,1188,0.202861953,,,
4100197,3100033,2100006,1100001,33,758,0.04353562,,,
4100198,3100033,2100006,1100001,12,181,0.066298343,,,
4100199,3100020,2100006,1100001,9,135,0.066666667,,,
4100200,3100020,2100006,1100001,6,185,0.032432432,,,
4100201,3100020,2100006,1100001,79,879,0.089874858,,,
4100202,3100020,2100006,1100001,59,776,0.076030928,,,
4100203,3100020,2100006,1100001,94,612,0.153594771,,,
4100204,3100034,2100006,1100001,818,12096,0.067625661,,,
4100205,3100034,2100006,1100001,197,2195,0.089749431,,,
4100206,3100034,2100006,1100001,9,68,0.132352941,,,
4100207,3100034,2100006,1100001,124,1786,0.069428891,,,
4100208,3100034,2100006,1100001,298,2517,0.118394915,,,
4100209,3100035,2100006,1100001,5,86,0.058139535,,,
4100210,3100035,2100006,1100001,2,32,0.0625,,,
4100211,3100035,2100006,1100001,126,505,0.24950495,,,
4100212,3100035,2100006,1100001,3,12,0.25,,,
4100213,3100036,2100006,1100001,10,62,0.161290323,,,
4100214,3100037,2100006,1100001,13,166,0.078313253,,,
4100215,3100037,2100006,1100001,140,1697,0.082498527,,,
4100216,3100037,2100006,1100001,31,546,0.056776557,,,
4100217,3100037,2100006,1100001,32,1022,0.031311155,,,
4100218,3100037,2100006,1100001,95,1153,0.082393755,,,
4100219,3100037,2100006,1100001,99,1905,0.051968504,,,
4100220,3100038,2100006,1100001,7,172,0.040697674,,,
4100221,3100038,2100006,1100001,0,6,0,,,
4100222,3100038,2100006,1100001,16,237,0.067510549,,,
4100223,3100038,2100006,1100001,8,66,0.121212121,,,
4100224,3100039,2100006,1100001,61,525,0.116190476,,,
4100225,3100039,2100006,1100001,111,1660,0.06686747,,,
4100226,3100039,2100006,1100001,191,1832,0.104257642,,,
4100227,3100039,2100006,1100001,17,161,0.105590062,,,
4100228,3100039,2100006,1100001,13,146,0.089041096,,,
4100229,3100040,2100006,1100001,20,190,0.105263158,,,
4100230,3100040,2100006,1100001,3,25,0.12,,,
4100231,3100040,2100006,1100001,208,2340,0.088888889,,,
4100232,3100040,2100006,1100001,45,612,0.073529412,,,
4100233,3100040,2100006,1100001,3,40,0.075,,,
4100234,3100040,2100006,1100001,113,1246,0.090690209,,,
4100235,3100040,2100006,1100001,11,137,0.080291971,,,
4100236,3100040,2100006,1100001,33,273,0.120879121,,,
4100237,3100041,2100006,1100001,10,142,0.070422535,,,
4100238,3100041,2100006,1100001,0,2,0,,,
4100239,3100041,2100006,1100001,20,97,0.206185567,,,
4100240,3100041,2100006,1100001,3,27,0.111111111,,,
4100241,3100041,2100006,1100001,29,188,0.154255319,,,
4100242,3100041,2100006,1100001,17,207,0.082125604,,,
4100243,3100042,2100006,1100001,25,397,0.062972292,,,
4100244,3100042,2100006,1100001,135,3799,0.035535667,,,
4100245,3100042,2100006,1100001,35,770,0.045454545,,,
4100246,3100042,2100006,1100001,24,373,0.064343164,,,
4100247,3100042,2100006,1100001,71,1255,0.056573705,,,
4100248,3100043,2100008,1100001,0,1,0,,,
4100249,3100043,2100008,1100001,82,883,0.092865232,,,
4100250,3100043,2100008,1100001,79,507,0.15581854,,,
4100251,3100043,2100008,1100001,9,123,0.073170732,,,
4100252,3100043,2100008,1100001,58,387,0.149870801,,,
4100253,3100043,2100008,1100001,16,178,0.08988764,,,
4100254,3100044,2100008,1100001,209,1184,0.17652027,,,
4100255,3100044,2100008,1100001,84,832,0.100961538,,,
4100256,3100044,2100008,1100001,1,13,0.076923077,,,
4100257,3100044,2100008,1100001,43,396,0.108585859,,,
4100258,3100044,2100008,1100001,17,203,0.083743842,,,
4100259,3100044,2100008,1100001,39,365,0.106849315,,,
4100260,3100044,2100008,1100001,33,339,0.097345133,,,
4100261,3100045,2100008,1100001,7,79,0.088607595,,,
4100262,3100045,2100008,1100001,11,375,0.029333333,,,
4100263,3100045,2100008,1100001,29,552,0.052536232,,,
4100264,3100045,2100008,1100001,86,2146,0.040074557,,,
4100265,3100046,2100008,1100001,16,117,0.136752137,,,
4100266,3100046,2100008,1100001,164,2993,0.054794521,,,
4100267,3100046,2100008,1100001,3,43,0.069767442,,,
4100268,3100046,2100008,1100001,7,133,0.052631579,,,
4100269,3100046,2100008,1100001,80,1962,0.04077472,,,
4100270,3100047,2100008,1100001,24,501,0.047904192,,,
4100271,3100047,2100008,1100001,9,420,0.021428571,,,
4100272,3100047,2100008,1100001,449,3557,0.126229969,,,
4100273,3100048,2100008,1100001,127,1394,0.091104735,,,
4100274,3100048,2100008,1100001,169,1017,0.166175025,,,
4100275,3100048,2100008,1100001,14,161,0.086956522,,,
4100276,3100048,2100008,1100001,10,151,0.066225166,,,
4100277,3100048,2100008,1100001,5,131,0.038167939,,,
4100278,3100049,2100008,1100001,207,2406,0.086034913,,,
4100279,3100049,2100008,1100001,77,1508,0.051061008,,,
4100280,3100049,2100008,1100001,23,138,0.166666667,,,
4100281,3100049,2100008,1100001,41,368,0.111413043,,,
4100282,3100049,2100008,1100001,38,259,0.146718147,,,
4100283,3100049,2100008,1100001,157,1311,0.119755912,,,
4100284,3100049,2100008,1100001,9,204,0.044117647,,,
4100285,3100049,2100008,1100001,104,539,0.192949907,,,
4100286,3100049,2100008,1100001,6,223,0.02690583,,,
4100287,3100049,2100008,1100001,20,238,0.084033613,,,
4100288,3100049,2100008,1100001,6,42,0.142857143,,,
4100289,3100050,2100007,1100001,112,1599,0.070043777,,,
4100290,3100050,2100007,1100001,34,271,0.125461255,,,
4100291,3100050,2100007,1100001,3,88,0.034090909,,,
4100292,3100050,2100007,1100001,125,1284,0.097352025,,,
4100293,3100050,2100007,1100001,15,189,0.079365079,,,
4100294,3100050,2100007,1100001,33,610,0.054098361,,,
4100295,3100051,2100007,1100001,28,217,0.129032258,,,
4100296,3100051,2100007,1100001,0,3,0,,,
4100297,3100051,2100007,1100001,2,9,0.222222222,,,
4100298,3100051,2100007,1100001,58,587,0.098807496,,,
4100299,3100052,2100007,1100001,19,248,0.076612903,,,
4100300,3100052,2100007,1100001,1,22,0.045454545,,,
4100301,3100052,2100007,1100001,17,153,0.111111111,,,
4100302,3100052,2100007,1100001,22,308,0.071428571,,,
4100303,3100053,2100007,1100001,232,2069,0.112131464,,,
4100304,3100053,2100007,1100001,198,2315,0.085529158,,,
4100305,3100053,2100007,1100001,47,335,0.140298507,,,
4100306,3100053,2100007,1100001,41,390,0.105128205,,,
4100307,3100053,2100007,1100001,181,1468,0.123297003,,,
4100308,3100053,2100007,1100001,197,1723,0.114335461,,,
4100309,3100021,2100007,1100001,5,79,0.063291139,,,
4100310,3100021,2100007,1100001,35,403,0.086848635,,,
4100311,3100021,2100007,1100001,26,252,0.103174603,,,
4100312,3100054,2100007,1100001,7,89,0.078651685,,,
4100313,3100054,2100007,1100001,104,1709,0.060854301,,,
4100314,3100054,2100007,1100001,69,555,0.124324324,,,
4100315,3100054,2100007,1100001,46,327,0.140672783,,,
4100316,3100054,2100007,1100001,258,3026,0.085261071,,,
4100317,3100054,2100007,1100001,47,427,0.110070258,,,
4100318,3100055,2100007,1100001,36,522,0.068965517,,,
4100319,3100055,2100007,1100001,86,727,0.11829436,,,
4100320,3100055,2100007,1100001,7,88,0.079545455,,,
4100321,3100055,2100007,1100001,24,228,0.105263158,,,
4100322,3100056,2100007,1100001,63,683,0.092240117,,,
4100323,3100056,2100007,1100001,175,1267,0.138121547,,,
4100324,3100056,2100007,1100001,78,1195,0.065271967,,,
4100325,3100056,2100007,1100001,32,298,0.10738255,,,
4100326,3100056,2100007,1100001,103,852,0.120892019,,,
4100327,3100056,2100007,1100001,77,843,0.091340451,,,
4100328,3100057,2100007,1100001,25,223,0.112107623,,,
4100329,3100057,2100007,1100001,24,349,0.068767908,,,
4100330,3100057,2100007,1100001,4,32,0.125,,,
4100331,3100057,2100007,1100001,242,1766,0.137032843,,,
4100332,3100057,2100007,1100001,9,136,0.066176471,,,
4100333,3100057,2100007,1100001,56,481,0.116424116,,,
4100334,3100058,2100007,1100001,70,1236,0.056634304,,,
4100335,3100058,2100007,1100001,5,200,0.025,,,
4100336,3100058,2100007,1100001,54,1013,0.053307009,,,
4100337,3100058,2100007,1100001,145,1897,0.076436479,,,
4100338,3100058,2100007,1100001,79,1239,0.063761098,,,
4100339,3100058,2100007,1100001,53,896,0.059151786,,,
4100340,3100058,2100007,1100001,7,125,0.056,,,
4100341,3100058,2100007,1100001,62,599,0.103505843,,,
4100342,3100059,2100007,1100001,176,1997,0.088132198,,,
4100343,3100059,2100007,1100001,396,2109,0.187766714,,,
4100344,3100059,2100007,1100001,29,431,0.067285383,,,
4100345,3100059,2100007,1100001,25,93,0.268817204,,,
4100346,3100060,2100007,1100001,249,1266,0.196682464,,,
4100347,3100060,2100007,1100001,18,126,0.142857143,,,
4100348,3100060,2100007,1100001,12,117,0.102564103,,,
4100349,3100060,2100007,1100001,1,77,0.012987013,,,
4100350,3100060,2100007,1100001,31,411,0.075425791,,,
4100351,3100043,2100008,1100001,5,37,0.135135135,,,
4100352,3100047,2100008,1100001,12,233,0.051502146,,,
4100353,3100061,2100009,1100002,86,935,0.09197861,,,
4100354,3100061,2100009,1100002,316,3436,0.091967404,,,
4100355,3100061,2100009,1100002,19,281,0.067615658,,,
4100356,3100061,2100009,1100002,397,7229,0.054917693,,,
4100358,3100062,2100009,1100002,5,89,0.056179775,,,
4100359,3100062,2100009,1100002,2,29,0.068965517,,,
4100360,3100063,2100009,1100002,21,425,0.049411765,,,
4100361,3100063,2100009,1100002,181,4349,0.041618763,,,
4100362,3100063,2100009,1100002,27,337,0.080118694,,,
4100363,3100063,2100009,1100002,2975,27642,0.107626076,,,
4100364,3100063,2100009,1100002,22,314,0.070063694,,,
4100365,3100064,2100009,1100002,63,1499,0.042028019,,,
4100366,3100064,2100009,1100002,4111,35324,0.116379798,,,
4100367,3100064,2100009,1100002,566,7596,0.074512902,,,
4100368,3100064,2100009,1100002,425,7151,0.059432247,,,
4100370,3100065,2100009,1100002,9,171,0.052631579,,,
4100371,3100065,2100009,1100002,52,667,0.077961019,,,
4100372,3100065,2100009,1100002,25,410,0.06097561,,,
4100373,3100065,2100009,1100002,14,284,0.049295775,,,
4100375,3100065,2100009,1100002,14,228,0.061403509,,,
4100376,3100065,2100009,1100002,0,6,0,,,
4100377,3100065,2100009,1100002,475,7413,0.064076622,,,
4100378,3100065,2100009,1100002,4,59,0.06779661,,,
4100379,3100066,2100009,1100002,413,4302,0.09600186,,,
4100380,3100066,2100009,1100002,303,2629,0.115252948,,,
4100381,3100066,2100009,1100002,44,544,0.080882353,,,
4100382,3100066,2100009,1100002,1,22,0.045454545,,,
4100383,3100066,2100009,1100002,23,323,0.07120743,,,
4100384,3100067,2100009,1100002,461,4575,0.100765027,,,
4100385,3100067,2100009,1100002,144,1413,0.101910828,,,
4100386,3100067,2100009,1100002,1341,11263,0.119062417,,,
4100387,3100067,2100009,1100002,100,1421,0.070372977,,,
4100388,3100067,2100009,1100002,436,4237,0.102902997,,,
4100389,3100068,2100009,1100002,69,981,0.070336391,,,
4100390,3100068,2100009,1100002,6,49,0.12244898,,,
4100391,3100068,2100009,1100002,121,1411,0.085754784,,,
4100392,3100068,2100009,1100002,4,83,0.048192771,,,
4100393,3100069,2100009,1100002,0,1,0,,,
4100394,3100069,2100009,1100002,1,2,0.5,,,
4100395,3100069,2100009,1100002,0,6,0,,,
4100396,3100069,2100009,1100002,0,22,0,,,
4100397,3100069,2100009,1100002,2,20,0.1,,,
4100398,3100070,2100009,1100002,462,5036,0.091739476,,,
4100399,3100070,2100009,1100002,163,1240,0.131451613,,,
4100400,3100070,2100009,1100002,57,773,0.07373868,,,
4100401,3100070,2100009,1100002,11,237,0.046413502,,,
4100402,3100070,2100009,1100002,138,1261,0.109436955,,,
4100403,3100071,2100009,1100002,83,1829,0.045379989,,,
4100404,3100071,2100009,1100002,32,448,0.071428571,,,
4100405,3100071,2100009,1100002,78,1222,0.063829787,,,
4100406,3100071,2100009,1100002,20,467,0.042826552,,,
4100407,3100071,2100009,1100002,847,11776,0.071925951,,,
4100408,3100071,2100009,1100002,186,2325,0.08,,,
4100409,3100072,2100009,1100002,34,573,0.059336824,,,
4100410,3100072,2100009,1100002,0,1,0,,,
4100413,3100072,2100009,1100002,1,3,0.333333333,,,
4100414,3100073,2100009,1100002,4,64,0.0625,,,
4100415,3100073,2100009,1100002,3,19,0.157894737,,,
4100417,3100074,2100009,1100002,34,868,0.039170507,,,
4100418,3100074,2100009,1100002,26,665,0.039097744,,,
4100419,3100074,2100009,1100002,0,3,0,,,
4100420,3100074,2100009,1100002,2,57,0.035087719,,,
4100421,3100075,2100009,1100002,0,5,0,,,
4100422,3100075,2100009,1100002,31,222,0.13963964,,,
4100423,3100076,2100009,1100002,211,2817,0.074902378,,,
4100424,3100076,2100009,1100002,357,4013,0.088960877,,,
4100425,3100076,2100009,1100002,58,900,0.064444444,,,
4100426,3100076,2100009,1100002,24,472,0.050847458,,,
4100427,3100077,2100009,1100002,9,172,0.052325581,,,
4100428,3100077,2100009,1100002,59,1053,0.056030389,,,
4100429,3100077,2100009,1100002,11,292,0.037671233,,,
4100430,3100077,2100009,1100002,15,353,0.042492918,,,
4100431,3100078,2100009,1100002,233,3708,0.062837109,,,
4100432,3100078,2100009,1100002,17,383,0.044386423,,,
4100433,3100079,2100009,1100002,90,1503,0.05988024,,,
4100434,3100079,2100009,1100002,202,3132,0.06449553,,,
4100435,3100079,2100009,1100002,19,210,0.09047619,,,
4100436,3100079,2100009,1100002,8,95,0.084210526,,,
4100437,3100080,2100009,1100002,43,551,0.078039927,,,
4100438,3100080,2100009,1100002,77,1501,0.051299134,,,
4100439,3100080,2100009,1100002,20,362,0.055248619,,,
4100440,3100081,2100009,1100002,76,1283,0.059236165,,,
4100441,3100081,2100009,1100002,106,1734,0.061130334,,,
4100442,3100081,2100009,1100002,9,132,0.068181818,,,
4100443,3100081,2100009,1100002,0,17,0,,,
4100444,3100082,2100009,1100002,26,697,0.037302726,,,
4100445,3100082,2100009,1100002,30,622,0.048231511,,,
4100446,3100082,2100009,1100002,45,590,0.076271186,,,
4100447,3100082,2100009,1100002,35,761,0.045992116,,,
4100448,3100083,2100009,1100002,183,1950,0.093846154,,,
4100449,3100083,2100009,1100002,7,241,0.029045643,,,
4100450,3100083,2100009,1100002,75,1301,0.057647963,,,
4100451,3100083,2100009,1100002,16,350,0.045714286,,,
4100452,3100083,2100009,1100002,682,11107,0.061402719,,,
4100453,3100083,2100009,1100002,271,4206,0.064431764,,,
4100454,3100084,2100009,1100002,0,6,0,,,
4100455,3100084,2100009,1100002,0,1,0,,,
4100457,3100084,2100009,1100002,26,445,0.058426966,,,
4100458,3100085,2100009,1100002,195,3090,0.063106796,,,
4100459,3100085,2100009,1100002,16,492,0.032520325,,,
4100460,3100085,2100009,1100002,31,537,0.057728119,,,
4100461,3100085,2100009,1100002,88,2025,0.04345679,,,
4100462,3100086,2100010,1100002,824,5600,0.147142857,,,
4100463,3100086,2100010,1100002,411,2470,0.166396761,,,
4100464,3100086,2100010,1100002,1380,12980,0.106317411,,,
4100465,3100087,2100010,1100002,20,417,0.047961631,,,
4100466,3100087,2100010,1100002,1,10,0.1,,,
4100467,3100087,2100010,1100002,1,8,0.125,,,
4100469,3100088,2100010,1100002,121,1607,0.075295582,,,
4100470,3100088,2100010,1100002,69,371,0.185983827,,,
4100471,3100088,2100010,1100002,9,413,0.021791768,,,
4100472,3100088,2100010,1100002,3,125,0.024,,,
4100474,3100088,2100010,1100002,92,723,0.12724758,,,
4100475,3100089,2100010,1100002,910,5999,0.151691949,,,
4100476,3100089,2100010,1100002,311,1913,0.162571877,,,
4100477,3100089,2100010,1100002,713,8661,0.082323057,,,
4100478,3100090,2100010,1100002,225,1052,0.213878327,,,
4100479,3100090,2100010,1100002,2867,21248,0.134930346,,,
4100480,3100091,2100010,1100002,0,3,0,,,
4100481,3100091,2100010,1100002,35,441,0.079365079,,,
4100482,3100091,2100010,1100002,12,276,0.043478261,,,
