did,orderId,mid,dcateCd,scateCd,mcateCd,lcateCd
3326247,711635950,11191934,233090602,233090600,233090000,233000000
3326247,701568916,12815517,233090602,233090600,233090000,233000000
3326247,689943412,18512993,233090602,233090600,233090000,233000000
3326247,696035731,23956211,233090602,233090600,233090000,233000000
3326247,680063127,17537304,233090602,233090600,233090000,233000000
3326247,697820466,8590728,233090602,233090600,233090000,233000000
3326247,680067584,17664690,233090602,233090600,233090000,233000000
3326247,711654356,19989797,233090602,233090600,233090000,233000000
3326247,702317719,1965062,233090602,233090600,233090000,233000000
3326247,689293848,4706155,233090602,233090600,233090000,233000000
3326247,710943645,19557708,233090602,233090600,233090000,233000000
3326247,699330078,24606593,233090602,233090600,233090000,233000000
3326247,698445038,21176870,233090602,233090600,233090000,233000000
3326247,680064985,17664707,233090602,233090600,233090000,233000000
3326247,703033182,18512430,233090602,233090600,233090000,233000000
3326247,695587755,23519719,233090602,233090600,233090000,233000000
3326247,717803866,19836057,233090602,233090600,233090000,233000000
3326247,708515931,12295869,233090602,233090600,233090000,233000000
3326247,701607646,4983810,233090602,233090600,233090000,233000000
3326247,720796945,18427583,233090602,233090600,233090000,233000000
3326247,696557913,17100476,233090602,233090600,233090000,233000000
3326247,696368101,14347815,233090602,233090600,233090000,233000000
3326247,698438206,22305338,233090602,233090600,233090000,233000000
3326247,687875763,23902537,233090602,233090600,233090000,233000000
3326247,696559755,22658173,233090602,233090600,233090000,233000000
3326247,720073858,2052097,233090602,233090600,233090000,233000000
3326247,720119403,22126794,233090602,233090600,233090000,233000000
3326247,704212232,20460019,233090602,233090600,233090000,233000000
3326247,717801760,15320982,233090602,233090600,233090000,233000000
3326247,696069820,23960474,233090602,233090600,233090000,233000000
3326247,695599561,10295615,233090602,233090600,233090000,233000000
3326247,704221695,18513207,233090602,233090600,233090000,233000000
3326247,701650791,24606624,233090602,233090600,233090000,233000000
3326247,702984706,13174282,233090602,233090600,233090000,233000000
3326247,708505268,14324350,233090602,233090600,233090000,233000000
3326247,704198040,13919007,233090602,233090600,233090000,233000000
3326247,705926490,22588051,233090602,233090600,233090000,233000000
3326247,689970304,20593674,233090602,233090600,233090000,233000000
3326247,703030982,3616107,233090602,233090600,233090000,233000000
3326247,697813007,14210483,233090602,233090600,233090000,233000000
3326247,696058171,7697061,233090602,233090600,233090000,233000000
3326247,705957016,7097815,233090602,233090600,233090000,233000000
3326247,705890676,24460108,233090602,233090600,233090000,233000000
3326247,689270944,4505452,233090602,233090600,233090000,233000000
3326247,680060402,4859518,233090602,233090600,233090000,233000000
3326247,698448203,12818494,233090602,233090600,233090000,233000000
3326247,698511191,22589761,233090602,233090600,233090000,233000000
3326247,699787476,14375432,233090602,233090600,233090000,233000000
3326247,720097627,6201170,233090602,233090600,233090000,233000000
3326247,699832831,2564483,233090602,233090600,233090000,233000000
3326247,708495033,4338509,233090602,233090600,233090000,233000000
3326247,690264829,22935320,233090602,233090600,233090000,233000000
3644265,723773339,5662401,233090602,233090600,233090000,233000000
100343644,624211,1539711,4101043,3100200,2100025,1100005
100343644,997681,15568082,4101043,3100200,2100025,1100005
100343644,1122014,8895523,4101043,3100200,2100025,1100005
100343644,660012,18177725,4101043,3100200,2100025,1100005
100343644,606956,7770773,4101043,3100200,2100025,1100005
100343644,652458,20432132,4101043,3100200,2100025,1100005
100343644,944398,2683703,4101043,3100200,2100025,1100005
100343644,612159,9980152,4101043,3100200,2100025,1100005
100343644,906839,5078796,4101043,3100200,2100025,1100005
100494683,3576025,9615840,4105198,3100210,2100028,1100005
100494683,1696470,19918609,4105198,3100210,2100028,1100005
