did,orderId,mid,dcateCd,scateCd,mcateCd,lcateCd
100007938,1414110,24276154,4104260,3100751,2100134,1100022
100007938,5298477,5161722,4104260,3100751,2100134,1100022
100007938,920191,11894100,4104260,3100751,2100134,1100022
100007938,1389644,24276154,4104260,3100751,2100134,1100022
100007938,3856667,24117845,4104260,3100751,2100134,1100022
115743296,6058464,5180955,4104705,3100840,2100152,1100024
115743296,5671014,8164951,4104705,3100840,2100152,1100024
115743296,6003470,17118230,4104705,3100840,2100152,1100024
115743296,5863807,6369627,4104705,3100840,2100152,1100024
115743296,6061324,6664000,4104705,3100840,2100152,1100024
115743296,5806991,13971087,4104705,3100840,2100152,1100024
115743296,4278364,2956437,4104705,3100840,2100152,1100024
115743296,5990006,5143986,4104705,3100840,2100152,1100024
