did,orderId,mid,dcateCd,scateCd,mcateCd,lcateCd
101652581,2735376,11904296,4100977,3100191,2100025,1100005
101652581,4223749,4574512,4100977,3100191,2100025,1100005
101652581,2314213,7505676,4100977,3100191,2100025,1100005
101652581,3155762,6913994,4100977,3100191,2100025,1100005
101652581,2760031,17688529,4100977,3100191,2100025,1100005
101652581,2782311,14134695,4100977,3100191,2100025,1100005
101652581,3690439,8769373,4100977,3100191,2100025,1100005
101652581,2605269,4237716,4100977,3100191,2100025,1100005
111999479,5931943,25821070,4104705,3100840,2100152,1100024
116451916,4359856,2351489,4105320,3100930,2100179,1100005
116453496,4301219,2269887,4105647,3100952,2100184,1100030
123023801,5909453,6586569,4105447,3100934,2100181,1100005
123442020,6027980,8048734,4105524,3100945,2100182,1100005
123442020,6028657,8048734,4105524,3100945,2100182,1100005
