did,orderId,mid,dcateCd,scateCd,mcateCd,lcateCd
109946726,3817422,4256028,4101093,3100206,2100026,1100005
109946726,3789424,2056078,4101093,3100206,2100026,1100005
109946726,3808608,1418396,4101093,3100206,2100026,1100005
109946726,3797908,1667812,4101093,3100206,2100026,1100005
109946726,3791826,3879363,4101093,3100206,2100026,1100005
109946726,3796866,3976553,4101093,3100206,2100026,1100005
109946726,3809537,2375838,4101093,3100206,2100026,1100005
109946726,3805779,9322077,4101093,3100206,2100026,1100005
109946726,3791404,1484336,4101093,3100206,2100026,1100005
109946726,3813644,11475028,4101093,3100206,2100026,1100005
109946726,3795393,1491881,4101093,3100206,2100026,1100005
109946726,3813159,22942108,4101093,3100206,2100026,1100005
109946726,3801205,5489113,4101093,3100206,2100026,1100005
109946726,3790117,8268739,4101093,3100206,2100026,1100005
109946726,3801138,3247390,4101093,3100206,2100026,1100005
109946726,3801701,18881620,4101093,3100206,2100026,1100005
109946726,3797296,1782568,4101093,3100206,2100026,1100005
109946726,3812113,2222646,4101093,3100206,2100026,1100005
109946726,3803715,1714001,4101093,3100206,2100026,1100005
109946726,3803729,9300428,4101093,3100206,2100026,1100005
109946726,3797862,1291672,4101093,3100206,2100026,1100005
109946726,3792424,4927007,4101093,3100206,2100026,1100005
109946726,3792670,8414847,4101093,3100206,2100026,1100005
109946726,3812075,3765980,4101093,3100206,2100026,1100005
109946726,3815867,6587468,4101093,3100206,2100026,1100005
109946726,3792707,4802490,4101093,3100206,2100026,1100005
109946726,3881509,1998316,4101093,3100206,2100026,1100005
109946726,3795205,1615908,4101093,3100206,2100026,1100005
109946726,3801635,1375736,4101093,3100206,2100026,1100005
109946726,3791981,12214108,4101093,3100206,2100026,1100005
109946726,3795360,7001216,4101093,3100206,2100026,1100005
109946726,3799805,3991522,4101093,3100206,2100026,1100005
109946726,3814303,21045518,4101093,3100206,2100026,1100005
109946726,3789532,1683603,4101093,3100206,2100026,1100005
109946726,3805585,3313090,4101093,3100206,2100026,1100005
109946726,3789747,5215847,4101093,3100206,2100026,1100005
109946726,3792154,13486769,4101093,3100206,2100026,1100005
109946726,3814475,6280060,4101093,3100206,2100026,1100005
109946726,3800623,3012340,4101093,3100206,2100026,1100005
109946726,3797058,1345454,4101093,3100206,2100026,1100005
109946726,3814749,8013979,4101093,3100206,2100026,1100005
109946726,3816007,6849630,4101093,3100206,2100026,1100005
109946726,3789270,2983465,4101093,3100206,2100026,1100005
109946726,3875345,6367471,4101093,3100206,2100026,1100005
109946726,3790091,12490091,4101093,3100206,2100026,1100005
109946726,3922149,1689109,4101093,3100206,2100026,1100005
109946726,3791010,3161117,4101093,3100206,2100026,1100005
109946726,3814563,15809994,4101093,3100206,2100026,1100005
109946726,3810416,3197964,4101093,3100206,2100026,1100005
109946726,3795065,6153034,4101093,3100206,2100026,1100005
109946726,3791843,10785597,4101093,3100206,2100026,1100005
109946726,3792386,3288406,4101093,3100206,2100026,1100005
109946726,3814426,4796966,4101093,3100206,2100026,1100005
109946726,3814899,5679668,4101093,3100206,2100026,1100005
109946726,3818309,25656999,4101093,3100206,2100026,1100005
109946726,3817632,2495976,4101093,3100206,2100026,1100005
109946726,3806927,9297918,4101093,3100206,2100026,1100005
109946726,3789564,3393679,4101093,3100206,2100026,1100005
109946726,3797453,1060983,4101093,3100206,2100026,1100005
109946726,3814272,5437173,4101093,3100206,2100026,1100005
109946726,3807341,1540975,4101093,3100206,2100026,1100005
109946726,3791774,6567145,4101093,3100206,2100026,1100005
109946726,3795308,1383349,4101093,3100206,2100026,1100005
109946726,3796878,3933426,4101093,3100206,2100026,1100005
109946726,3790899,6086831,4101093,3100206,2100026,1100005
109946726,3801735,14169946,4101093,3100206,2100026,1100005
109946726,3789102,2396757,4101093,3100206,2100026,1100005
109946726,3793091,3587219,4101093,3100206,2100026,1100005
109946726,3816997,7991239,4101093,3100206,2100026,1100005
109946726,3806899,8671305,4101093,3100206,2100026,1100005
109946726,3794005,18341992,4101093,3100206,2100026,1100005
109946726,3809520,23241936,4101093,3100206,2100026,1100005
109946726,3815066,14271732,4101093,3100206,2100026,1100005
109946726,3794399,6423746,4101093,3100206,2100026,1100005
109946726,3792689,1598593,4101093,3100206,2100026,1100005
