did,orderId,mid,dcateCd,scateCd,mcateCd,lcateCd
100010370,601273,12803133,4104260,3100751,2100134,1100022
100527076,5739340,22778917,4101592,3100303,2100046,1100009
109945505,3801140,3247390,4101093,3100206,2100026,1100005
109945505,3802690,2812200,4101093,3100206,2100026,1100005
109945505,3809158,5338810,4101093,3100206,2100026,1100005
109945505,3809521,23241936,4101093,3100206,2100026,1100005
109945505,3804869,4021699,4101093,3100206,2100026,1100005
109945505,3798207,4277319,4101093,3100206,2100026,1100005
109945505,3799386,4770371,4101093,3100206,2100026,1100005
109945505,3791433,15431762,4101093,3100206,2100026,1100005
109945505,3795940,1164090,4101093,3100206,2100026,1100005
109945505,3794443,1777666,4101093,3100206,2100026,1100005
109945505,3792425,4927007,4101093,3100206,2100026,1100005
109945505,3803146,2259978,4101093,3100206,2100026,1100005
109945505,3797892,14464895,4101093,3100206,2100026,1100005
109945505,3792983,2312171,4101093,3100206,2100026,1100005
109945505,3794773,4037379,4101093,3100206,2100026,1100005
109945505,3792519,11194953,4101093,3100206,2100026,1100005
109945505,3789550,2252042,4101093,3100206,2100026,1100005
109945505,3795397,1491881,4101093,3100206,2100026,1100005
109945505,3801559,2069215,4101093,3100206,2100026,1100005
109945505,3788936,2770193,4101093,3100206,2100026,1100005
109945505,3802176,1192403,4101093,3100206,2100026,1100005
109945505,3820423,14404845,4101093,3100206,2100026,1100005
109945505,3799948,1404482,4101093,3100206,2100026,1100005
109945505,3789984,19806804,4101093,3100206,2100026,1100005
109945505,3789759,6440455,4101093,3100206,2100026,1100005
109945505,3809230,1459961,4101093,3100206,2100026,1100005
109945505,3931692,18199691,4101093,3100206,2100026,1100005
109945505,3789327,6453021,4101093,3100206,2100026,1100005
109945505,3807874,6167874,4101093,3100206,2100026,1100005
109945505,3808135,3199734,4101093,3100206,2100026,1100005
109945505,3794404,6423746,4101093,3100206,2100026,1100005
109945505,3796467,4599941,4101093,3100206,2100026,1100005
109945505,3841526,8943177,4101093,3100206,2100026,1100005
109945505,3791754,2194005,4101093,3100206,2100026,1100005
109945505,3802346,12521624,4101093,3100206,2100026,1100005
109945505,3842731,3140204,4101093,3100206,2100026,1100005
109945505,3874795,4329071,4101093,3100206,2100026,1100005
109945505,3789403,3178519,4101093,3100206,2100026,1100005
109945505,3810850,2973425,4101093,3100206,2100026,1100005
109945505,3825647,3723687,4101093,3100206,2100026,1100005
109945505,3791380,6087584,4101093,3100206,2100026,1100005
109945505,3789348,8704202,4101093,3100206,2100026,1100005
109945505,3792766,3158873,4101093,3100206,2100026,1100005
109945505,3799704,2611356,4101093,3100206,2100026,1100005
109945505,3795276,13239555,4101093,3100206,2100026,1100005
109945505,3793971,16915926,4101093,3100206,2100026,1100005
109945505,3875349,6367471,4101093,3100206,2100026,1100005
109945505,3788764,3248125,4101093,3100206,2100026,1100005
109945505,3790904,6086831,4101093,3100206,2100026,1100005
109945505,3875100,1266877,4101093,3100206,2100026,1100005
109945505,3895057,15555317,4101093,3100206,2100026,1100005
109945505,3788852,2400797,4101093,3100206,2100026,1100005
109945505,3796085,3828592,4101093,3100206,2100026,1100005
109945505,3817634,2495976,4101093,3100206,2100026,1100005
109945505,3814235,1340828,4101093,3100206,2100026,1100005
109945505,3877234,3741029,4101093,3100206,2100026,1100005
109945505,3793412,10379312,4101093,3100206,2100026,1100005
109945505,3789275,2983465,4101093,3100206,2100026,1100005
109945505,3816313,7668806,4101093,3100206,2100026,1100005
109945505,3797668,1101742,4101093,3100206,2100026,1100005
109945505,3810020,2935997,4101093,3100206,2100026,1100005
109945505,3801666,8046510,4101093,3100206,2100026,1100005
109945505,3799264,2304978,4101093,3100206,2100026,1100005
109945505,3816659,11758098,4101093,3100206,2100026,1100005
109945505,3789127,3446553,4101093,3100206,2100026,1100005
109945505,3828468,1737440,4101093,3100206,2100026,1100005
109945505,3790143,2748713,4101093,3100206,2100026,1100005
109945505,3809560,14246909,4101093,3100206,2100026,1100005
109945505,3798638,4723540,4101093,3100206,2100026,1100005
109945505,3814423,4796966,4101093,3100206,2100026,1100005
109945505,3813689,2122991,4101093,3100206,2100026,1100005
109945505,3795180,23998072,4101093,3100206,2100026,1100005
109945505,3797061,1345454,4101093,3100206,2100026,1100005
109945505,3794132,5967684,4101093,3100206,2100026,1100005
109945505,3813787,1280697,4101093,3100206,2100026,1100005
109945505,3790162,17294644,4101093,3100206,2100026,1100005
109945505,3801399,3091065,4101093,3100206,2100026,1100005
109945505,3796943,10213634,4101093,3100206,2100026,1100005
109945505,3794821,2601963,4101093,3100206,2100026,1100005
109945505,3789741,5215847,4101093,3100206,2100026,1100005
109945505,3805475,7955721,4101093,3100206,2100026,1100005
109945505,3841128,1561747,4101093,3100206,2100026,1100005
109945505,3794497,1136234,4101093,3100206,2100026,1100005
109945505,3801842,9262146,4101093,3100206,2100026,1100005
109945505,3813164,22942108,4101093,3100206,2100026,1100005
109945505,3798863,1299616,4101093,3100206,2100026,1100005
109945505,3814895,5679668,4101093,3100206,2100026,1100005
109945505,3792091,3039010,4101093,3100206,2100026,1100005
109945505,3790055,9232291,4101093,3100206,2100026,1100005
109945505,3869751,9105753,4101093,3100206,2100026,1100005
109945505,3800514,21478120,4101093,3100206,2100026,1100005
109945505,3817420,4256028,4101093,3100206,2100026,1100005
109945505,3799315,3523283,4101093,3100206,2100026,1100005
109945505,3797403,1589177,4101093,3100206,2100026,1100005
109945505,3803290,24439795,4101093,3100206,2100026,1100005
109945505,3800031,1910806,4101093,3100206,2100026,1100005
109945505,3797301,1782568,4101093,3100206,2100026,1100005
109945505,3795210,1615908,4101093,3100206,2100026,1100005
109945505,3790636,6861636,4101093,3100206,2100026,1100005
109945505,3813951,12393047,4101093,3100206,2100026,1100005
109945505,3789193,1497849,4101093,3100206,2100026,1100005
109945505,3807777,3375557,4101093,3100206,2100026,1100005
109945505,3803664,1205128,4101093,3100206,2100026,1100005
109945505,3792675,8414847,4101093,3100206,2100026,1100005
109945505,3789316,2425732,4101093,3100206,2100026,1100005
109945505,3791494,6145940,4101093,3100206,2100026,1100005
109945505,3794722,6175802,4101093,3100206,2100026,1100005
109945505,3817236,12926689,4101093,3100206,2100026,1100005
109945505,3852386,6763035,4101093,3100206,2100026,1100005
109945505,3799895,5521765,4101093,3100206,2100026,1100005
109945505,3822744,6612684,4101093,3100206,2100026,1100005
109945505,3796035,9213866,4101093,3100206,2100026,1100005
109945505,3790443,1356292,4101093,3100206,2100026,1100005
109945505,3815065,14271732,4101093,3100206,2100026,1100005
109945505,3804578,4576847,4101093,3100206,2100026,1100005
109945505,3788900,2135656,4101093,3100206,2100026,1100005
109945505,3823938,3413096,4101093,3100206,2100026,1100005
109945505,3814568,15809994,4101093,3100206,2100026,1100005
109945505,3797488,2632921,4101093,3100206,2100026,1100005
109945505,3792849,9135392,4101093,3100206,2100026,1100005
109945505,3789707,1598810,4101093,3100206,2100026,1100005
109945505,3806211,2719039,4101093,3100206,2100026,1100005
109945505,3795099,10473953,4101093,3100206,2100026,1100005
109945505,3805346,15015850,4101093,3100206,2100026,1100005
109945505,3791860,9197390,4101093,3100206,2100026,1100005
109945505,3804155,4545042,4101093,3100206,2100026,1100005
109945505,3793477,5397570,4101093,3100206,2100026,1100005
109945505,3796726,1794554,4101093,3100206,2100026,1100005
109945505,3803585,2025021,4101093,3100206,2100026,1100005
109945505,3798830,3444900,4101093,3100206,2100026,1100005
109945505,3798650,2578599,4101093,3100206,2100026,1100005
109945505,3795911,10082303,4101093,3100206,2100026,1100005
109945505,3807805,2204797,4101093,3100206,2100026,1100005
109945505,3793714,3000325,4101093,3100206,2100026,1100005
109945505,3806015,10291435,4101093,3100206,2100026,1100005
109945505,3796063,3576377,4101093,3100206,2100026,1100005
109945505,3832835,2470408,4101093,3100206,2100026,1100005
109945505,3791009,3161117,4101093,3100206,2100026,1100005
109945505,3796769,1320713,4101093,3100206,2100026,1100005
109945505,3800318,1965456,4101093,3100206,2100026,1100005
109945505,3790293,3927127,4101093,3100206,2100026,1100005
109945505,3792471,17113509,4101093,3100206,2100026,1100005
109945505,3799634,1460963,4101093,3100206,2100026,1100005
109945505,3824340,10083611,4101093,3100206,2100026,1100005
109945505,3811963,9440040,4101093,3100206,2100026,1100005
109945505,3800527,8928617,4101093,3100206,2100026,1100005
109945505,3804191,9259933,4101093,3100206,2100026,1100005
109945505,3791678,7070502,4101093,3100206,2100026,1100005
109945505,3795760,5802390,4101093,3100206,2100026,1100005
109945505,3792382,3288406,4101093,3100206,2100026,1100005
109945505,3792358,1621987,4101093,3100206,2100026,1100005
109945505,3794382,6030445,4101093,3100206,2100026,1100005
109945505,3812118,2222646,4101093,3100206,2100026,1100005
109945505,3806959,23121574,4101093,3100206,2100026,1100005
109945505,3816998,7991239,4101093,3100206,2100026,1100005
109945505,3798138,2116412,4101093,3100206,2100026,1100005
109945505,3796703,4266163,4101093,3100206,2100026,1100005
109945505,3789471,3751110,4101093,3100206,2100026,1100005
109945505,3789361,1056426,4101093,3100206,2100026,1100005
109945505,3790714,16215218,4101093,3100206,2100026,1100005
109945505,3811724,5319067,4101093,3100206,2100026,1100005
109945505,3794266,1383349,4101093,3100206,2100026,1100005
109945505,3799517,3308757,4101093,3100206,2100026,1100005
109945505,3803213,8830823,4101093,3100206,2100026,1100005
