did,orderId,mid,dcateCd,scateCd,mcateCd,lcateCd
3271057,699336041,2130177,233090602,233090600,233090000,233000000
100008186,1009022,24531513,4104260,3100751,2100134,1100022
100008186,3807456,11282545,4104260,3100751,2100134,1100022
100008186,920188,11894100,4104260,3100751,2100134,1100022
100008186,3127471,11310664,4104260,3100751,2100134,1100022
100008195,220698,20920545,4104260,3100751,2100134,1100022
100699456,2720838,7863203,4105198,3100210,2100028,1100005
100699456,2632752,15182846,4105198,3100210,2100028,1100005
100699456,1749517,12137203,4105198,3100210,2100028,1100005
100699456,2439790,10101994,4105198,3100210,2100028,1100005
100699456,1678955,10849693,4105198,3100210,2100028,1100005
107900343,5652633,14705418,4104260,3100751,2100134,1100022
107900343,5942920,23334032,4104260,3100751,2100134,1100022
107900343,6065295,11194098,4104260,3100751,2100134,1100022
109034239,3993624,4177247,4101043,3100200,2100025,1100005
109697972,4940150,1603592,4105426,3100979,2100180,1100005
112125603,3825621,4083844,4105524,3100945,2100182,1100005
116894713,4440343,9757952,4105373,3100970,2100180,1100005
118847592,5215792,18749502,4104705,3100840,2100152,1100024
120934488,5312721,18568929,4105447,3100934,2100181,1100005
