did,orderId,mid,dcateCd,scateCd,mcateCd,lcateCd
1727889,804545731,1962238,235040302,235040300,235040000,235000000
1727889,731393849,14106342,235040302,235040300,235040000,235000000
1727889,782126998,2454864,235040302,235040300,235040000,235000000
1727889,691040300,3200826,235040302,235040300,235040000,235000000
100344334,559732,11013751,4101043,3100200,2100025,1100005
100595083,1637741,0,4101592,3100303,2100046,1100009
100595083,1350924,21789012,4101592,3100303,2100046,1100009
100595083,1476685,3181235,4101592,3100303,2100046,1100009
100595083,3705509,4563632,4101592,3100303,2100046,1100009
108732923,4012268,12121202,4101043,3100200,2100025,1100005
108732923,4426666,22170401,4101043,3100200,2100025,1100005
109672443,4082092,15638903,4105647,3100952,2100184,1100030
121781955,5863295,1868719,4101043,3100200,2100025,1100005
