did,orderId,mid,dcateCd,scateCd,mcateCd,lcateCd
100051416,208914,10297476,4104260,3100751,2100134,1100022
100051416,1389648,24276154,4104260,3100751,2100134,1100022
100051416,165580,3174412,4104260,3100751,2100134,1100022
100051416,1414109,24276154,4104260,3100751,2100134,1100022
100727934,2885210,8592481,4105198,3100210,2100028,1100005
100727934,1424599,13855258,4105198,3100210,2100028,1100005
100727934,2757272,21197199,4105198,3100210,2100028,1100005
100727934,2910103,14292335,4105198,3100210,2100028,1100005
100727934,2578679,23851049,4105198,3100210,2100028,1100005
100727934,4626483,11635989,4105198,3100210,2100028,1100005
100727934,2952199,15332764,4105198,3100210,2100028,1100005
101031205,5705226,1111857,4101093,3100206,2100026,1100005
101031205,5669835,6876325,4101093,3100206,2100026,1100005
101031205,4769290,3791237,4101093,3100206,2100026,1100005
101031205,5173019,11319592,4101093,3100206,2100026,1100005
101031205,3820858,9150475,4101093,3100206,2100026,1100005
110624993,5814784,9315539,4105426,3100979,2100180,1100005
120107208,4861165,5929925,4105447,3100934,2100181,1100005
