did,orderId,mid,dcateCd,scateCd,mcateCd,lcateCd
100008141,4068409,17939164,4104260,3100751,2100134,1100022
100008141,3650547,7060040,4104260,3100751,2100134,1100022
100008141,3856664,24117845,4104260,3100751,2100134,1100022
100591743,1306814,1543555,4101592,3100303,2100046,1100009
100591743,4369900,6013546,4101592,3100303,2100046,1100009
100591743,3648869,7667845,4101592,3100303,2100046,1100009
100591743,4540162,9202582,4101592,3100303,2100046,1100009
100591743,3678369,17480823,4101592,3100303,2100046,1100009
101006415,5779019,23254049,4100981,3100191,2100025,1100005
109707405,4730885,25128673,4105320,3100930,2100179,1100005
109994623,5390242,0,4104705,3100840,2100152,1100024
114055909,5317406,21208315,4104705,3100840,2100152,1100024
116895754,4518414,6632780,4105426,3100979,2100180,1100005
