did,orderId,mid,dcateCd,scateCd,mcateCd,lcateCd
100727925,4710678,9615840,4105198,3100210,2100028,1100005
100727925,2632753,15182846,4105198,3100210,2100028,1100005
100727925,4117655,19576810,4105198,3100210,2100028,1100005
100727925,3424920,21419520,4105198,3100210,2100028,1100005
100727925,1805523,14633483,4105198,3100210,2100028,1100005
100727925,1749518,12137203,4105198,3100210,2100028,1100005
100727925,1202189,23068790,4105198,3100210,2100028,1100005
101037499,5838531,9958722,4101785,3100341,2100056,1100010
109717337,4339363,3363313,4105426,3100979,2100180,1100005
121517867,5676028,12533247,4104705,3100840,2100152,1100024
121517867,5814018,6470394,4104705,3100840,2100152,1100024
121538388,5768856,3257556,4101785,3100341,2100056,1100010
